?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000037613_CNSOverLung>	"Tnfrsf23"
<http://example.org/onto/individual/ENSMUSG00000020629_CNSOverLung>	"Adi1"
<http://example.org/onto/individual/ENSMUSG00000068874_CNSOverLung>	"Selenbp1"
<http://example.org/onto/individual/ENSMUSG00000094942_CNSOverLung>	"Gm3604"
<http://example.org/onto/individual/ENSMUSG00000050555_CNSOverLung>	"Hyls1"
<http://example.org/onto/individual/ENSMUSG00000053581_CNSOverLung>	"Zfand2a"
<http://example.org/onto/individual/ENSMUSG00000036086_CNSOverLung>	"Zranb3"
<http://example.org/onto/individual/ENSMUSG00000035239_CNSOverLung>	"Neu3"
<http://example.org/onto/individual/ENSMUSG00000045867_CNSOverLung>	"Cradd"
<http://example.org/onto/individual/ENSMUSG00000034751_CNSOverLung>	"Mast4"
<http://example.org/onto/individual/ENSMUSG00000031595_CNSOverLung>	"Pdgfrl"
<http://example.org/onto/individual/ENSMUSG00000026104_CNSOverLung>	"Stat1"
<http://example.org/onto/individual/ENSMUSG00000073889_CNSOverLung>	"Il11ra1"
<http://example.org/onto/individual/ENSMUSG00000002980_CNSOverLung>	"Bcam"
<http://example.org/onto/individual/ENSMUSG00000015314_CNSOverLung>	"Slamf6"
<http://example.org/onto/individual/ENSMUSG00000036905_CNSOverLung>	"C1qb"
<http://example.org/onto/individual/ENSMUSG00000036986_CNSOverLung>	"Pml"
<http://example.org/onto/individual/ENSMUSG00000069805_CNSOverLung>	"Fbp1"
<http://example.org/onto/individual/ENSMUSG00000045252_CNSOverLung>	"Zfp574"
<http://example.org/onto/individual/ENSMUSG00000040998_CNSOverLung>	"Npnt"
<http://example.org/onto/individual/ENSMUSG00000067424_CNSOverLung>	"Zfp563"
<http://example.org/onto/individual/ENSMUSG00000004558_CNSOverLung>	"Ndrg2"
<http://example.org/onto/individual/ENSMUSG00000056019_CNSOverLung>	"Zfp709"
<http://example.org/onto/individual/ENSMUSG00000044734_CNSOverLung>	"Serpinb1a"
<http://example.org/onto/individual/ENSMUSG00000031665_CNSOverLung>	"Sall1"
<http://example.org/onto/individual/ENSMUSG00000038074_CNSOverLung>	"Fkbp14"
<http://example.org/onto/individual/ENSMUSG00000090675_CNSOverLung>	"Olfr111"
<http://example.org/onto/individual/ENSMUSG00000050844_CNSOverLung>	"1700020N01Rik"
<http://example.org/onto/individual/ENSMUSG00000102748_CNSOverLung>	"Pcdhgb2"
<http://example.org/onto/individual/ENSMUSG00000056498_CNSOverLung>	"Tmem154"
<http://example.org/onto/individual/ENSMUSG00000025453_CNSOverLung>	"Nnt"
<http://example.org/onto/individual/ENSMUSG00000041124_CNSOverLung>	"Msantd4"
<http://example.org/onto/individual/ENSMUSG00000015305_CNSOverLung>	"Sash1"
<http://example.org/onto/individual/ENSMUSG00000045441_CNSOverLung>	"Gprin3"
<http://example.org/onto/individual/ENSMUSG00000048772_CNSOverLung>	"Tmem53"
<http://example.org/onto/individual/ENSMUSG00000032860_CNSOverLung>	"P2ry2"
<http://example.org/onto/individual/ENSMUSG00000021483_CNSOverLung>	"Cdk20"
<http://example.org/onto/individual/ENSMUSG00000048416_CNSOverLung>	"Mlf1"
<http://example.org/onto/individual/ENSMUSG00000022051_CNSOverLung>	"Bnip3l"
<http://example.org/onto/individual/ENSMUSG00000010476_CNSOverLung>	"Ebf3"
<http://example.org/onto/individual/ENSMUSG00000048264_CNSOverLung>	"Dip2c"
<http://example.org/onto/individual/ENSMUSG00000039512_CNSOverLung>	"Uhrf1bp1"
<http://example.org/onto/individual/ENSMUSG00000039813_CNSOverLung>	"Tbc1d2"
<http://example.org/onto/individual/ENSMUSG00000056220_CNSOverLung>	"Pla2g4a"
<http://example.org/onto/individual/ENSMUSG00000046027_CNSOverLung>	"Stard5"
<http://example.org/onto/individual/ENSMUSG00000052751_CNSOverLung>	"Repin1"
<http://example.org/onto/individual/ENSMUSG00000040809_CNSOverLung>	"Chil3"
<http://example.org/onto/individual/ENSMUSG00000029103_CNSOverLung>	"Lrpap1"
<http://example.org/onto/individual/ENSMUSG00000034773_CNSOverLung>	"BC030867"
<http://example.org/onto/individual/ENSMUSG00000071256_CNSOverLung>	"Zfp213"
<http://example.org/onto/individual/ENSMUSG00000038648_CNSOverLung>	"Creb3l2"
<http://example.org/onto/individual/ENSMUSG00000020956_CNSOverLung>	"Dtd2"
<http://example.org/onto/individual/ENSMUSG00000036155_CNSOverLung>	"Mgat5"
<http://example.org/onto/individual/ENSMUSG00000018381_CNSOverLung>	"Abi3"
<http://example.org/onto/individual/ENSMUSG00000039765_CNSOverLung>	"Cc2d2a"
<http://example.org/onto/individual/ENSMUSG00000036896_CNSOverLung>	"C1qc"
<http://example.org/onto/individual/ENSMUSG00000016494_CNSOverLung>	"Cd34"
<http://example.org/onto/individual/ENSMUSG00000000805_CNSOverLung>	"Car4"
<http://example.org/onto/individual/ENSMUSG00000022957_CNSOverLung>	"Itsn1"
<http://example.org/onto/individual/ENSMUSG00000019960_CNSOverLung>	"Dusp6"
<http://example.org/onto/individual/ENSMUSG00000048612_CNSOverLung>	"Myof"
<http://example.org/onto/individual/ENSMUSG00000090035_CNSOverLung>	"Galnt4"
<http://example.org/onto/individual/ENSMUSG00000046794_CNSOverLung>	"Ppp1r3b"
<http://example.org/onto/individual/ENSMUSG00000054520_CNSOverLung>	"Sh3bp2"
<http://example.org/onto/individual/ENSMUSG00000045636_CNSOverLung>	"Mtus1"
<http://example.org/onto/individual/ENSMUSG00000038375_CNSOverLung>	"Trp53inp2"
<http://example.org/onto/individual/ENSMUSG00000029192_CNSOverLung>	"Tbc1d14"
<http://example.org/onto/individual/ENSMUSG00000027230_CNSOverLung>	"Creb3l1"
<http://example.org/onto/individual/ENSMUSG00000047875_CNSOverLung>	"Gpr157"
<http://example.org/onto/individual/ENSMUSG00000036278_CNSOverLung>	"Macrod1"
<http://example.org/onto/individual/ENSMUSG00000037224_CNSOverLung>	"Zfyve28"
<http://example.org/onto/individual/ENSMUSG00000079834_CNSOverLung>	"Tmlhe"
<http://example.org/onto/individual/ENSMUSG00000023393_CNSOverLung>	"Slc17a9"
<http://example.org/onto/individual/ENSMUSG00000039187_CNSOverLung>	"Fanci"
<http://example.org/onto/individual/ENSMUSG00000027695_CNSOverLung>	"Pld1"
<http://example.org/onto/individual/ENSMUSG00000023882_CNSOverLung>	"Zfp54"
<http://example.org/onto/individual/ENSMUSG00000042616_CNSOverLung>	"Oscp1"
<http://example.org/onto/individual/ENSMUSG00000043085_CNSOverLung>	"Tmem82"
<http://example.org/onto/individual/ENSMUSG00000074269_CNSOverLung>	"Rec114"
<http://example.org/onto/individual/ENSMUSG00000026999_CNSOverLung>	"Nup35"
<http://example.org/onto/individual/ENSMUSG00000026473_CNSOverLung>	"Glul"
<http://example.org/onto/individual/ENSMUSG00000038884_CNSOverLung>	"A230050P20Rik"
<http://example.org/onto/individual/ENSMUSG00000040260_CNSOverLung>	"Daam2"
<http://example.org/onto/individual/ENSMUSG00000070427_CNSOverLung>	"Il18bp"
<http://example.org/onto/individual/ENSMUSG00000025804_CNSOverLung>	"Ccr1"
<http://example.org/onto/individual/ENSMUSG00000026278_CNSOverLung>	"Bok"
<http://example.org/onto/individual/ENSMUSG00000041633_CNSOverLung>	"Kctd12b"
<http://example.org/onto/individual/ENSMUSG00000040432_CNSOverLung>	"Ltb4r2"
<http://example.org/onto/individual/ENSMUSG00000072582_CNSOverLung>	"Ptrh2"
<http://example.org/onto/individual/ENSMUSG00000057137_CNSOverLung>	"Tmem140"
<http://example.org/onto/individual/ENSMUSG00000036473_CNSOverLung>	"Tbc1d24"
<http://example.org/onto/individual/ENSMUSG00000004631_CNSOverLung>	"Sgce"
<http://example.org/onto/individual/ENSMUSG00000042558_CNSOverLung>	"Adprhl2"
<http://example.org/onto/individual/ENSMUSG00000048307_CNSOverLung>	"Ankrd46"
<http://example.org/onto/individual/ENSMUSG00000031714_CNSOverLung>	"Gab1"
<http://example.org/onto/individual/ENSMUSG00000032238_CNSOverLung>	"Rora"
<http://example.org/onto/individual/ENSMUSG00000062944_CNSOverLung>	"9130023H24Rik"
<http://example.org/onto/individual/ENSMUSG00000024644_CNSOverLung>	"Cndp2"
<http://example.org/onto/individual/ENSMUSG00000021710_CNSOverLung>	"Nln"
<http://example.org/onto/individual/ENSMUSG00000020649_CNSOverLung>	"Rrm2"
<http://example.org/onto/individual/ENSMUSG00000060336_CNSOverLung>	"Zfp937"
<http://example.org/onto/individual/ENSMUSG00000049577_CNSOverLung>	"Zfpm1"
<http://example.org/onto/individual/ENSMUSG00000050493_CNSOverLung>	"Fam167b"
<http://example.org/onto/individual/ENSMUSG00000038967_CNSOverLung>	"Pdk2"
<http://example.org/onto/individual/ENSMUSG00000032942_CNSOverLung>	"Ucp3"
<http://example.org/onto/individual/ENSMUSG00000038147_CNSOverLung>	"Cd84"
<http://example.org/onto/individual/ENSMUSG00000047603_CNSOverLung>	"Zfp235"
<http://example.org/onto/individual/ENSMUSG00000050973_CNSOverLung>	"Gdpgp1"
<http://example.org/onto/individual/ENSMUSG00000029752_CNSOverLung>	"Asns"
<http://example.org/onto/individual/ENSMUSG00000041219_CNSOverLung>	"Arhgap11a"
<http://example.org/onto/individual/ENSMUSG00000033952_CNSOverLung>	"Aspm"
<http://example.org/onto/individual/ENSMUSG00000072949_CNSOverLung>	"Acot1"
<http://example.org/onto/individual/ENSMUSG00000023074_CNSOverLung>	"Mospd1"
<http://example.org/onto/individual/ENSMUSG00000031883_CNSOverLung>	"Car7"
<http://example.org/onto/individual/ENSMUSG00000024885_CNSOverLung>	"Aldh3b1"
<http://example.org/onto/individual/ENSMUSG00000020709_CNSOverLung>	"Adap2"
<http://example.org/onto/individual/ENSMUSG00000073755_CNSOverLung>	"5730409E04Rik"
<http://example.org/onto/individual/ENSMUSG00000089669_CNSOverLung>	"Tnfsf13"
<http://example.org/onto/individual/ENSMUSG00000006641_CNSOverLung>	"Slc5a6"
<http://example.org/onto/individual/ENSMUSG00000021640_CNSOverLung>	"Naip1"
<http://example.org/onto/individual/ENSMUSG00000015980_CNSOverLung>	"Lrrc27"
<http://example.org/onto/individual/ENSMUSG00000031925_CNSOverLung>	"Maml2"
<http://example.org/onto/individual/ENSMUSG00000046447_CNSOverLung>	"Camk2n1"
<http://example.org/onto/individual/ENSMUSG00000013974_CNSOverLung>	"Mcemp1"
<http://example.org/onto/individual/ENSMUSG00000030930_CNSOverLung>	"Chst15"
<http://example.org/onto/individual/ENSMUSG00000021986_CNSOverLung>	"Amer2"
<http://example.org/onto/individual/ENSMUSG00000066677_CNSOverLung>	"Pydc3"
<http://example.org/onto/individual/ENSMUSG00000079057_CNSOverLung>	"Cyp4v3"
<http://example.org/onto/individual/ENSMUSG00000031078_CNSOverLung>	"Cttn"
<http://example.org/onto/individual/ENSMUSG00000000326_CNSOverLung>	"Comt"
<http://example.org/onto/individual/ENSMUSG00000069793_CNSOverLung>	"Slfn9"
<http://example.org/onto/individual/ENSMUSG00000047409_CNSOverLung>	"Ctdspl"
<http://example.org/onto/individual/ENSMUSG00000059495_CNSOverLung>	"Arhgef12"
<http://example.org/onto/individual/ENSMUSG00000022822_CNSOverLung>	"Abcc5"
<http://example.org/onto/individual/ENSMUSG00000055652_CNSOverLung>	"Klhl25"
<http://example.org/onto/individual/ENSMUSG00000039114_CNSOverLung>	"Nrn1"
<http://example.org/onto/individual/ENSMUSG00000041773_CNSOverLung>	"Enc1"
<http://example.org/onto/individual/ENSMUSG00000035172_CNSOverLung>	"Plekhh3"
<http://example.org/onto/individual/ENSMUSG00000050967_CNSOverLung>	"Creg2"
<http://example.org/onto/individual/ENSMUSG00000033707_CNSOverLung>	"Lrrc24"
<http://example.org/onto/individual/ENSMUSG00000044949_CNSOverLung>	"Ubtd2"
<http://example.org/onto/individual/ENSMUSG00000021362_CNSOverLung>	"Gcm2"
<http://example.org/onto/individual/ENSMUSG00000023068_CNSOverLung>	"Nus1"
<http://example.org/onto/individual/ENSMUSG00000037824_CNSOverLung>	"Tspan14"
<http://example.org/onto/individual/ENSMUSG00000035064_CNSOverLung>	"Eef2k"
<http://example.org/onto/individual/ENSMUSG00000021770_CNSOverLung>	"Samd8"
<http://example.org/onto/individual/ENSMUSG00000020432_CNSOverLung>	"Tcn2"
<http://example.org/onto/individual/ENSMUSG00000034353_CNSOverLung>	"Ramp1"
<http://example.org/onto/individual/ENSMUSG00000071203_CNSOverLung>	"Naip5"
<http://example.org/onto/individual/ENSMUSG00000074867_CNSOverLung>	"Zfp808"
<http://example.org/onto/individual/ENSMUSG00000022548_CNSOverLung>	"Apod"
<http://example.org/onto/individual/ENSMUSG00000038252_CNSOverLung>	"Ncapd2"
<http://example.org/onto/individual/ENSMUSG00000036523_CNSOverLung>	"Greb1"
<http://example.org/onto/individual/ENSMUSG00000050144_CNSOverLung>	"Slc25a44"
<http://example.org/onto/individual/ENSMUSG00000053835_CNSOverLung>	"H2-T24"
<http://example.org/onto/individual/ENSMUSG00000000794_CNSOverLung>	"Kcnn3"
<http://example.org/onto/individual/ENSMUSG00000087598_CNSOverLung>	"Zfp111"
<http://example.org/onto/individual/ENSMUSG00000029127_CNSOverLung>	"Zbtb49"
<http://example.org/onto/individual/ENSMUSG00000090626_CNSOverLung>	"Tex9"
<http://example.org/onto/individual/ENSMUSG00000032850_CNSOverLung>	"Rnft2"
<http://example.org/onto/individual/ENSMUSG00000033306_CNSOverLung>	"Lpp"
<http://example.org/onto/individual/ENSMUSG00000096696_CNSOverLung>	"Zfp960"
<http://example.org/onto/individual/ENSMUSG00000042814_CNSOverLung>	"Mcts2"
<http://example.org/onto/individual/ENSMUSG00000001211_CNSOverLung>	"Agpat3"
<http://example.org/onto/individual/ENSMUSG00000095432_CNSOverLung>	"Zfp748"
<http://example.org/onto/individual/ENSMUSG00000032306_CNSOverLung>	"Mpi"
<http://example.org/onto/individual/ENSMUSG00000052302_CNSOverLung>	"Tbc1d30"
<http://example.org/onto/individual/ENSMUSG00000021643_CNSOverLung>	"Serf1"
<http://example.org/onto/individual/ENSMUSG00000003617_CNSOverLung>	"Cp"
<http://example.org/onto/individual/ENSMUSG00000029919_CNSOverLung>	"Hpgds"
<http://example.org/onto/individual/ENSMUSG00000090150_CNSOverLung>	"Acad11"
<http://example.org/onto/individual/ENSMUSG00000038371_CNSOverLung>	"Sbf2"
<http://example.org/onto/individual/ENSMUSG00000027438_CNSOverLung>	"Napb"
<http://example.org/onto/individual/ENSMUSG00000090942_CNSOverLung>	"F830016B08Rik"
<http://example.org/onto/individual/ENSMUSG00000005233_CNSOverLung>	"Spc25"
<http://example.org/onto/individual/ENSMUSG00000036560_CNSOverLung>	"Lgi4"
<http://example.org/onto/individual/ENSMUSG00000024985_CNSOverLung>	"Tcf7l2"
<http://example.org/onto/individual/ENSMUSG00000034023_CNSOverLung>	"Fancd2"
<http://example.org/onto/individual/ENSMUSG00000027635_CNSOverLung>	"Dsn1"
<http://example.org/onto/individual/ENSMUSG00000033249_CNSOverLung>	"Hsf4"
<http://example.org/onto/individual/ENSMUSG00000037573_CNSOverLung>	"Tob1"
<http://example.org/onto/individual/ENSMUSG00000071757_CNSOverLung>	"Zhx2"
<http://example.org/onto/individual/ENSMUSG00000040296_CNSOverLung>	"Ddx58"
<http://example.org/onto/individual/ENSMUSG00000051586_CNSOverLung>	"Mical3"
<http://example.org/onto/individual/ENSMUSG00000052270_CNSOverLung>	"Fpr2"
<http://example.org/onto/individual/ENSMUSG00000021939_CNSOverLung>	"Ctsb"
<http://example.org/onto/individual/ENSMUSG00000047371_CNSOverLung>	"Zfp768"
<http://example.org/onto/individual/ENSMUSG00000066440_CNSOverLung>	"Zfyve26"
<http://example.org/onto/individual/ENSMUSG00000004748_CNSOverLung>	"Mtfp1"
<http://example.org/onto/individual/ENSMUSG00000028555_CNSOverLung>	"Ttc39a"
<http://example.org/onto/individual/ENSMUSG00000018916_CNSOverLung>	"Csf2"
<http://example.org/onto/individual/ENSMUSG00000058163_CNSOverLung>	"Gm5431"
<http://example.org/onto/individual/ENSMUSG00000057440_CNSOverLung>	"Mpp7"
<http://example.org/onto/individual/ENSMUSG00000025085_CNSOverLung>	"Ablim1"
<http://example.org/onto/individual/ENSMUSG00000003178_CNSOverLung>	"Mical3"
<http://example.org/onto/individual/ENSMUSG00000048924_CNSOverLung>	"Ccdc125"
<http://example.org/onto/individual/ENSMUSG00000040146_CNSOverLung>	"Rgl3"
<http://example.org/onto/individual/ENSMUSG00000062312_CNSOverLung>	"Erbb2"
<http://example.org/onto/individual/ENSMUSG00000026198_CNSOverLung>	"Abcb6"
<http://example.org/onto/individual/ENSMUSG00000048217_CNSOverLung>	"Nags"
<http://example.org/onto/individual/ENSMUSG00000000184_CNSOverLung>	"Ccnd2"
<http://example.org/onto/individual/ENSMUSG00000026730_CNSOverLung>	"Pter"
<http://example.org/onto/individual/ENSMUSG00000043807_CNSOverLung>	"Ly6g5b"
<http://example.org/onto/individual/ENSMUSG00000044026_CNSOverLung>	"Slc35g1"
<http://example.org/onto/individual/ENSMUSG00000020495_CNSOverLung>	"Smg8"
<http://example.org/onto/individual/ENSMUSG00000034445_CNSOverLung>	"Cyb561a3"
<http://example.org/onto/individual/ENSMUSG00000038578_CNSOverLung>	"Susd1"
<http://example.org/onto/individual/ENSMUSG00000025920_CNSOverLung>	"Stau2"
<http://example.org/onto/individual/ENSMUSG00000022246_CNSOverLung>	"Rai14"
<http://example.org/onto/individual/ENSMUSG00000024781_CNSOverLung>	"Lipa"
<http://example.org/onto/individual/ENSMUSG00000024666_CNSOverLung>	"Tmem138"
<http://example.org/onto/individual/ENSMUSG00000021684_CNSOverLung>	"Pde8b"
<http://example.org/onto/individual/ENSMUSG00000036721_CNSOverLung>	"Zscan12"
<http://example.org/onto/individual/ENSMUSG00000028710_CNSOverLung>	"Atpaf1"
<http://example.org/onto/individual/ENSMUSG00000026749_CNSOverLung>	"Nek6"
<http://example.org/onto/individual/ENSMUSG00000026519_CNSOverLung>	"Tmem63a"
<http://example.org/onto/individual/ENSMUSG00000053219_CNSOverLung>	"Raet1e"
<http://example.org/onto/individual/ENSMUSG00000005505_CNSOverLung>	"Kbtbd4"
<http://example.org/onto/individual/ENSMUSG00000062040_CNSOverLung>	"Zfp27"
<http://example.org/onto/individual/ENSMUSG00000038463_CNSOverLung>	"Olfml2b"
<http://example.org/onto/individual/ENSMUSG00000021508_CNSOverLung>	"Cxcl14"
<http://example.org/onto/individual/ENSMUSG00000033355_CNSOverLung>	"Rtp4"
<http://example.org/onto/individual/ENSMUSG00000006651_CNSOverLung>	"Aplp1"
<http://example.org/onto/individual/ENSMUSG00000024901_CNSOverLung>	"Peli3"
<http://example.org/onto/individual/ENSMUSG00000021238_CNSOverLung>	"Aldh6a1"
<http://example.org/onto/individual/ENSMUSG00000010054_CNSOverLung>	"Tusc2"
<http://example.org/onto/individual/ENSMUSG00000037216_CNSOverLung>	"Lipt1"
<http://example.org/onto/individual/ENSMUSG00000072980_CNSOverLung>	"Oip5"
<http://example.org/onto/individual/ENSMUSG00000023330_CNSOverLung>	"Dtwd1"
<http://example.org/onto/individual/ENSMUSG00000062585_CNSOverLung>	"Cnr2"
<http://example.org/onto/individual/ENSMUSG00000032204_CNSOverLung>	"Aqp9"
<http://example.org/onto/individual/ENSMUSG00000044201_CNSOverLung>	"Cdc25c"
<http://example.org/onto/individual/ENSMUSG00000032285_CNSOverLung>	"Dnaja4"
<http://example.org/onto/individual/ENSMUSG00000039217_CNSOverLung>	"Il18"
<http://example.org/onto/individual/ENSMUSG00000039763_CNSOverLung>	"Dnajc28"
<http://example.org/onto/individual/ENSMUSG00000002602_CNSOverLung>	"Axl"
<http://example.org/onto/individual/ENSMUSG00000104565_CNSOverLung>	"Mtif3"
<http://example.org/onto/individual/ENSMUSG00000069844_CNSOverLung>	"Sco1"
<http://example.org/onto/individual/ENSMUSG00000039787_CNSOverLung>	"Cercam"
<http://example.org/onto/individual/ENSMUSG00000029915_CNSOverLung>	"Clec5a"
<http://example.org/onto/individual/ENSMUSG00000025355_CNSOverLung>	"Mmp19"
<http://example.org/onto/individual/ENSMUSG00000041961_CNSOverLung>	"Znrf3"
<http://example.org/onto/individual/ENSMUSG00000048677_CNSOverLung>	"Tpcn2"
<http://example.org/onto/individual/ENSMUSG00000043155_CNSOverLung>	"Hpdl"
<http://example.org/onto/individual/ENSMUSG00000033880_CNSOverLung>	"Lgals3bp"
<http://example.org/onto/individual/ENSMUSG00000040312_CNSOverLung>	"Cchcr1"
<http://example.org/onto/individual/ENSMUSG00000030725_CNSOverLung>	"Lipt2"
<http://example.org/onto/individual/ENSMUSG00000042854_CNSOverLung>	"Trp53rk"
<http://example.org/onto/individual/ENSMUSG00000022421_CNSOverLung>	"Nptxr"
<http://example.org/onto/individual/ENSMUSG00000073184_CNSOverLung>	"Gm10479"
<http://example.org/onto/individual/ENSMUSG00000029591_CNSOverLung>	"Ung"
<http://example.org/onto/individual/ENSMUSG00000102252_CNSOverLung>	"Snrpn"
<http://example.org/onto/individual/ENSMUSG00000034906_CNSOverLung>	"Ncaph"
<http://example.org/onto/individual/ENSMUSG00000037703_CNSOverLung>	"Lzts3"
<http://example.org/onto/individual/ENSMUSG00000063488_CNSOverLung>	"Zkscan7"
<http://example.org/onto/individual/ENSMUSG00000075705_CNSOverLung>	"Msrb1"
<http://example.org/onto/individual/ENSMUSG00000025010_CNSOverLung>	"Ccnj"
<http://example.org/onto/individual/ENSMUSG00000034758_CNSOverLung>	"Tle6"
<http://example.org/onto/individual/ENSMUSG00000019796_CNSOverLung>	"Lrp11"
<http://example.org/onto/individual/ENSMUSG00000023505_CNSOverLung>	"Cdca3"
<http://example.org/onto/individual/ENSMUSG00000022816_CNSOverLung>	"Fstl1"
<http://example.org/onto/individual/ENSMUSG00000042439_CNSOverLung>	"Zfp532"
<http://example.org/onto/individual/ENSMUSG00000040447_CNSOverLung>	"Spns2"
<http://example.org/onto/individual/ENSMUSG00000049562_CNSOverLung>	"Ap5b1"
<http://example.org/onto/individual/ENSMUSG00000037095_CNSOverLung>	"Lrg1"
<http://example.org/onto/individual/ENSMUSG00000007338_CNSOverLung>	"Mrpl49"
<http://example.org/onto/individual/ENSMUSG00000049091_CNSOverLung>	"Sephs2"
<http://example.org/onto/individual/ENSMUSG00000020205_CNSOverLung>	"Phlda1"
<http://example.org/onto/individual/ENSMUSG00000047496_CNSOverLung>	"Rnf152"
<http://example.org/onto/individual/ENSMUSG00000028976_CNSOverLung>	"Slc2a5"
<http://example.org/onto/individual/ENSMUSG00000051675_CNSOverLung>	"Trim32"
<http://example.org/onto/individual/ENSMUSG00000039239_CNSOverLung>	"Tgfb2"
<http://example.org/onto/individual/ENSMUSG00000043061_CNSOverLung>	"Tmem18"
<http://example.org/onto/individual/ENSMUSG00000014077_CNSOverLung>	"Chp1"
<http://example.org/onto/individual/ENSMUSG00000017412_CNSOverLung>	"Cacnb4"
<http://example.org/onto/individual/ENSMUSG00000017713_CNSOverLung>	"Tha1"
<http://example.org/onto/individual/ENSMUSG00000022856_CNSOverLung>	"Tmem41a"
<http://example.org/onto/individual/ENSMUSG00000095061_CNSOverLung>	"E030018B13Rik"
<http://example.org/onto/individual/ENSMUSG00000036257_CNSOverLung>	"Pnpla8"
<http://example.org/onto/individual/ENSMUSG00000033720_CNSOverLung>	"Sfxn5"
<http://example.org/onto/individual/ENSMUSG00000048583_CNSOverLung>	"Igf2"
<http://example.org/onto/individual/ENSMUSG00000027439_CNSOverLung>	"Gzf1"
<http://example.org/onto/individual/ENSMUSG00000038379_CNSOverLung>	"Ttk"
<http://example.org/onto/individual/ENSMUSG00000015829_CNSOverLung>	"Tnr"
<http://example.org/onto/individual/ENSMUSG00000021363_CNSOverLung>	"Mak"
<http://example.org/onto/individual/ENSMUSG00000022656_CNSOverLung>	"Pvrl3"
<http://example.org/onto/individual/ENSMUSG00000027803_CNSOverLung>	"Wwtr1"
<http://example.org/onto/individual/ENSMUSG00000027340_CNSOverLung>	"Slc23a2"
<http://example.org/onto/individual/ENSMUSG00000040606_CNSOverLung>	"Kazn"
<http://example.org/onto/individual/ENSMUSG00000054939_CNSOverLung>	"Zfp174"
<http://example.org/onto/individual/ENSMUSG00000024529_CNSOverLung>	"Lox"
<http://example.org/onto/individual/ENSMUSG00000018800_CNSOverLung>	"Abca5"
<http://example.org/onto/individual/ENSMUSG00000032174_CNSOverLung>	"Icam5"
<http://example.org/onto/individual/ENSMUSG00000035711_CNSOverLung>	"Dok3"
<http://example.org/onto/individual/ENSMUSG00000057092_CNSOverLung>	"Fxyd3"
<http://example.org/onto/individual/ENSMUSG00000030168_CNSOverLung>	"Adipor2"
<http://example.org/onto/individual/ENSMUSG00000029084_CNSOverLung>	"Cd38"
<http://example.org/onto/individual/ENSMUSG00000024691_CNSOverLung>	"Fam111a"
<http://example.org/onto/individual/ENSMUSG00000034792_CNSOverLung>	"Gna15"
<http://example.org/onto/individual/ENSMUSG00000027257_CNSOverLung>	"Pacsin3"
<http://example.org/onto/individual/ENSMUSG00000025993_CNSOverLung>	"Slc40a1"
<http://example.org/onto/individual/ENSMUSG00000041801_CNSOverLung>	"Phlda3"
<http://example.org/onto/individual/ENSMUSG00000055296_CNSOverLung>	"Tmem245"
<http://example.org/onto/individual/ENSMUSG00000045268_CNSOverLung>	"Zfp691"
<http://example.org/onto/individual/ENSMUSG00000040370_CNSOverLung>	"Lyrm5"
<http://example.org/onto/individual/ENSMUSG00000034282_CNSOverLung>	"Evpl"
<http://example.org/onto/individual/ENSMUSG00000032679_CNSOverLung>	"Cd59a"
<http://example.org/onto/individual/ENSMUSG00000047959_CNSOverLung>	"Kcna3"
<http://example.org/onto/individual/ENSMUSG00000041420_CNSOverLung>	"Meis3"
<http://example.org/onto/individual/ENSMUSG00000050989_CNSOverLung>	"Sepn1"
<http://example.org/onto/individual/ENSMUSG00000054072_CNSOverLung>	"Iigp1"
<http://example.org/onto/individual/ENSMUSG00000021094_CNSOverLung>	"Dhrs7"
<http://example.org/onto/individual/ENSMUSG00000022040_CNSOverLung>	"Ephx2"
<http://example.org/onto/individual/ENSMUSG00000030433_CNSOverLung>	"Sbk2"
<http://example.org/onto/individual/ENSMUSG00000010651_CNSOverLung>	"Acaa1b"
<http://example.org/onto/individual/ENSMUSG00000020932_CNSOverLung>	"Gfap"
<http://example.org/onto/individual/ENSMUSG00000042489_CNSOverLung>	"Clspn"
<http://example.org/onto/individual/ENSMUSG00000020654_CNSOverLung>	"Adcy3"
<http://example.org/onto/individual/ENSMUSG00000021175_CNSOverLung>	"Cdca7l"
<http://example.org/onto/individual/ENSMUSG00000054381_CNSOverLung>	"Zfp747"
<http://example.org/onto/individual/ENSMUSG00000022817_CNSOverLung>	"Itgb5"
<http://example.org/onto/individual/ENSMUSG00000039063_CNSOverLung>	"Echdc3"
<http://example.org/onto/individual/ENSMUSG00000025044_CNSOverLung>	"Msr1"
<http://example.org/onto/individual/ENSMUSG00000038301_CNSOverLung>	"Snx10"
<http://example.org/onto/individual/ENSMUSG00000024220_CNSOverLung>	"Zfp523"
<http://example.org/onto/individual/ENSMUSG00000030443_CNSOverLung>	"Zfp583"
<http://example.org/onto/individual/ENSMUSG00000090176_CNSOverLung>	"Cd200r2"
<http://example.org/onto/individual/ENSMUSG00000068747_CNSOverLung>	"Sort1"
<http://example.org/onto/individual/ENSMUSG00000070047_CNSOverLung>	"Fat1"
<http://example.org/onto/individual/ENSMUSG00000038046_CNSOverLung>	"Rnmtl1"
<http://example.org/onto/individual/ENSMUSG00000041431_CNSOverLung>	"Ccnb1"
<http://example.org/onto/individual/ENSMUSG00000029090_CNSOverLung>	"Adgra3"
