?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000022235_CNSOverLung>	"Cmbl"
<http://example.org/onto/individual/ENSMUSG00000000876_CNSOverLung>	"Pxmp4"
<http://example.org/onto/individual/ENSMUSG00000063232_CNSOverLung>	"Serpina11"
<http://example.org/onto/individual/ENSMUSG00000022199_CNSOverLung>	"Slc22a17"
<http://example.org/onto/individual/ENSMUSG00000044708_CNSOverLung>	"Kcnj10"
<http://example.org/onto/individual/ENSMUSG00000037225_CNSOverLung>	"Fgf2"
<http://example.org/onto/individual/ENSMUSG00000041396_CNSOverLung>	"Mettl18"
<http://example.org/onto/individual/ENSMUSG00000014725_CNSOverLung>	"Adam28"
<http://example.org/onto/individual/ENSMUSG00000040229_CNSOverLung>	"Gpr34"
<http://example.org/onto/individual/ENSMUSG00000031503_CNSOverLung>	"Col4a2"
<http://example.org/onto/individual/ENSMUSG00000034429_CNSOverLung>	"Zfp707"
<http://example.org/onto/individual/ENSMUSG00000057315_CNSOverLung>	"Arhgap24"
<http://example.org/onto/individual/ENSMUSG00000034708_CNSOverLung>	"Grn"
<http://example.org/onto/individual/ENSMUSG00000051169_CNSOverLung>	"Rpusd3"
<http://example.org/onto/individual/ENSMUSG00000015474_CNSOverLung>	"Ppt2"
<http://example.org/onto/individual/ENSMUSG00000001420_CNSOverLung>	"Tmem79"
<http://example.org/onto/individual/ENSMUSG00000039182_CNSOverLung>	"AW209491"
<http://example.org/onto/individual/ENSMUSG00000020491_CNSOverLung>	"2810021J22Rik"
<http://example.org/onto/individual/ENSMUSG00000020704_CNSOverLung>	"Asic2"
<http://example.org/onto/individual/ENSMUSG00000009739_CNSOverLung>	"Pou6f1"
<http://example.org/onto/individual/ENSMUSG00000036904_CNSOverLung>	"Fzd8"
<http://example.org/onto/individual/ENSMUSG00000021906_CNSOverLung>	"Oxnad1"
<http://example.org/onto/individual/ENSMUSG00000027995_CNSOverLung>	"Tlr2"
<http://example.org/onto/individual/ENSMUSG00000070713_CNSOverLung>	"Gm10282"
<http://example.org/onto/individual/ENSMUSG00000037509_CNSOverLung>	"Arhgef4"
<http://example.org/onto/individual/ENSMUSG00000040274_CNSOverLung>	"Cdk6"
<http://example.org/onto/individual/ENSMUSG00000004500_CNSOverLung>	"Zfp324"
<http://example.org/onto/individual/ENSMUSG00000028636_CNSOverLung>	"Ppcs"
<http://example.org/onto/individual/ENSMUSG00000021767_CNSOverLung>	"Kat6b"
<http://example.org/onto/individual/ENSMUSG00000063171_CNSOverLung>	"Rps4l"
<http://example.org/onto/individual/ENSMUSG00000024909_CNSOverLung>	"Efemp2"
<http://example.org/onto/individual/ENSMUSG00000024769_CNSOverLung>	"Cdc42bpg"
<http://example.org/onto/individual/ENSMUSG00000049134_CNSOverLung>	"Nrap"
<http://example.org/onto/individual/ENSMUSG00000020032_CNSOverLung>	"Nuak1"
<http://example.org/onto/individual/ENSMUSG00000002475_CNSOverLung>	"Abhd3"
<http://example.org/onto/individual/ENSMUSG00000058402_CNSOverLung>	"Zfp420"
<http://example.org/onto/individual/ENSMUSG00000040599_CNSOverLung>	"Mis12"
<http://example.org/onto/individual/ENSMUSG00000073434_CNSOverLung>	"Wdr90"
<http://example.org/onto/individual/ENSMUSG00000021552_CNSOverLung>	"Gkap1"
<http://example.org/onto/individual/ENSMUSG00000048480_CNSOverLung>	"Cxcr1"
<http://example.org/onto/individual/ENSMUSG00000037628_CNSOverLung>	"Cdkn3"
<http://example.org/onto/individual/ENSMUSG00000054676_CNSOverLung>	"1600014C10Rik"
<http://example.org/onto/individual/ENSMUSG00000024892_CNSOverLung>	"Pcx"
<http://example.org/onto/individual/ENSMUSG00000021257_CNSOverLung>	"Angel1"
<http://example.org/onto/individual/ENSMUSG00000019992_CNSOverLung>	"Mtfr2"
<http://example.org/onto/individual/ENSMUSG00000026207_CNSOverLung>	"Speg"
<http://example.org/onto/individual/ENSMUSG00000040466_CNSOverLung>	"Blvrb"
<http://example.org/onto/individual/ENSMUSG00000026024_CNSOverLung>	"Als2"
<http://example.org/onto/individual/ENSMUSG00000054459_CNSOverLung>	"Vsnl1"
<http://example.org/onto/individual/ENSMUSG00000020988_CNSOverLung>	"L2hgdh"
<http://example.org/onto/individual/ENSMUSG00000031903_CNSOverLung>	"Pla2g15"
<http://example.org/onto/individual/ENSMUSG00000050428_CNSOverLung>	"Fbxo46"
<http://example.org/onto/individual/ENSMUSG00000023008_CNSOverLung>	"Fmnl3"
<http://example.org/onto/individual/ENSMUSG00000047884_CNSOverLung>	"Klk9"
<http://example.org/onto/individual/ENSMUSG00000010609_CNSOverLung>	"Psen2"
<http://example.org/onto/individual/ENSMUSG00000061825_CNSOverLung>	"Ces2c"
<http://example.org/onto/individual/ENSMUSG00000035007_CNSOverLung>	"Rundc1"
<http://example.org/onto/individual/ENSMUSG00000042632_CNSOverLung>	"Pla2g6"
<http://example.org/onto/individual/ENSMUSG00000024905_CNSOverLung>	"Mtl5"
<http://example.org/onto/individual/ENSMUSG00000074652_CNSOverLung>	"Myh7b"
<http://example.org/onto/individual/ENSMUSG00000022661_CNSOverLung>	"Cd200"
<http://example.org/onto/individual/ENSMUSG00000057363_CNSOverLung>	"Uxs1"
<http://example.org/onto/individual/ENSMUSG00000021532_CNSOverLung>	"Fastkd3"
<http://example.org/onto/individual/ENSMUSG00000040325_CNSOverLung>	"Vprbp"
<http://example.org/onto/individual/ENSMUSG00000022057_CNSOverLung>	"Adamdec1"
<http://example.org/onto/individual/ENSMUSG00000030785_CNSOverLung>	"Cox6a2"
<http://example.org/onto/individual/ENSMUSG00000027222_CNSOverLung>	"Pex16"
<http://example.org/onto/individual/ENSMUSG00000032311_CNSOverLung>	"Nrg4"
<http://example.org/onto/individual/ENSMUSG00000045917_CNSOverLung>	"6330416G13Rik"
<http://example.org/onto/individual/ENSMUSG00000047293_CNSOverLung>	"Gpr15"
<http://example.org/onto/individual/ENSMUSG00000073489_CNSOverLung>	"Ifi204"
<http://example.org/onto/individual/ENSMUSG00000045045_CNSOverLung>	"Lrfn4"
<http://example.org/onto/individual/ENSMUSG00000039055_CNSOverLung>	"Eme1"
<http://example.org/onto/individual/ENSMUSG00000052392_CNSOverLung>	"Acot4"
<http://example.org/onto/individual/ENSMUSG00000041762_CNSOverLung>	"Gpr155"
<http://example.org/onto/individual/ENSMUSG00000074384_CNSOverLung>	"AI429214"
<http://example.org/onto/individual/ENSMUSG00000020526_CNSOverLung>	"Znhit3"
<http://example.org/onto/individual/ENSMUSG00000053398_CNSOverLung>	"Phgdh"
<http://example.org/onto/individual/ENSMUSG00000020638_CNSOverLung>	"Cmpk2"
<http://example.org/onto/individual/ENSMUSG00000020387_CNSOverLung>	"Jade2"
<http://example.org/onto/individual/ENSMUSG00000022322_CNSOverLung>	"Shcbp1"
<http://example.org/onto/individual/ENSMUSG00000002500_CNSOverLung>	"Rpl3l"
<http://example.org/onto/individual/ENSMUSG00000034110_CNSOverLung>	"Kctd7"
<http://example.org/onto/individual/ENSMUSG00000037594_CNSOverLung>	"BC022687"
<http://example.org/onto/individual/ENSMUSG00000040147_CNSOverLung>	"Maob"
<http://example.org/onto/individual/ENSMUSG00000023156_CNSOverLung>	"Rpp14"
<http://example.org/onto/individual/ENSMUSG00000030386_CNSOverLung>	"Zfp606"
<http://example.org/onto/individual/ENSMUSG00000020777_CNSOverLung>	"Acox1"
<http://example.org/onto/individual/ENSMUSG00000036330_CNSOverLung>	"Slc18a1"
<http://example.org/onto/individual/ENSMUSG00000045273_CNSOverLung>	"Cenph"
<http://example.org/onto/individual/ENSMUSG00000098488_CNSOverLung>	"Pla2g4b"
<http://example.org/onto/individual/ENSMUSG00000062604_CNSOverLung>	"Srpk2"
<http://example.org/onto/individual/ENSMUSG00000002897_CNSOverLung>	"Il17ra"
<http://example.org/onto/individual/ENSMUSG00000030246_CNSOverLung>	"Ldhb"
<http://example.org/onto/individual/ENSMUSG00000078945_CNSOverLung>	"Naip2"
<http://example.org/onto/individual/ENSMUSG00000022818_CNSOverLung>	"Cyp2ab1"
<http://example.org/onto/individual/ENSMUSG00000027330_CNSOverLung>	"Cdc25b"
<http://example.org/onto/individual/ENSMUSG00000024660_CNSOverLung>	"Incenp"
<http://example.org/onto/individual/ENSMUSG00000032254_CNSOverLung>	"Kif23"
<http://example.org/onto/individual/ENSMUSG00000098176_CNSOverLung>	"Ccdc166"
<http://example.org/onto/individual/ENSMUSG00000027956_CNSOverLung>	"Tmem144"
<http://example.org/onto/individual/ENSMUSG00000037913_CNSOverLung>	"Tmem156"
<http://example.org/onto/individual/ENSMUSG00000054932_CNSOverLung>	"Afp"
<http://example.org/onto/individual/ENSMUSG00000056501_CNSOverLung>	"Cebpb"
<http://example.org/onto/individual/ENSMUSG00000025648_CNSOverLung>	"Pfkfb4"
<http://example.org/onto/individual/ENSMUSG00000028678_CNSOverLung>	"Kif2c"
<http://example.org/onto/individual/ENSMUSG00000070524_CNSOverLung>	"Fcrlb"
<http://example.org/onto/individual/ENSMUSG00000060224_CNSOverLung>	"Pyroxd2"
<http://example.org/onto/individual/ENSMUSG00000035759_CNSOverLung>	"Bbs10"
<http://example.org/onto/individual/ENSMUSG00000037279_CNSOverLung>	"Ovol2"
<http://example.org/onto/individual/ENSMUSG00000037474_CNSOverLung>	"Dtl"
<http://example.org/onto/individual/ENSMUSG00000039410_CNSOverLung>	"Prdm16"
<http://example.org/onto/individual/ENSMUSG00000056602_CNSOverLung>	"Fry"
<http://example.org/onto/individual/ENSMUSG00000033948_CNSOverLung>	"Zswim5"
<http://example.org/onto/individual/ENSMUSG00000054422_CNSOverLung>	"Fabp1"
<http://example.org/onto/individual/ENSMUSG00000025701_CNSOverLung>	"Alox5"
<http://example.org/onto/individual/ENSMUSG00000007867_CNSOverLung>	"Ift43"
<http://example.org/onto/individual/ENSMUSG00000032377_CNSOverLung>	"Plscr4"
<http://example.org/onto/individual/ENSMUSG00000021187_CNSOverLung>	"Tc2n"
<http://example.org/onto/individual/ENSMUSG00000034329_CNSOverLung>	"Brip1"
<http://example.org/onto/individual/ENSMUSG00000032024_CNSOverLung>	"Clmp"
<http://example.org/onto/individual/ENSMUSG00000022833_CNSOverLung>	"Ccdc14"
<http://example.org/onto/individual/ENSMUSG00000020105_CNSOverLung>	"Lrig3"
<http://example.org/onto/individual/ENSMUSG00000031342_CNSOverLung>	"Gpm6b"
<http://example.org/onto/individual/ENSMUSG00000029088_CNSOverLung>	"Kcnip4"
<http://example.org/onto/individual/ENSMUSG00000026482_CNSOverLung>	"Rgl1"
<http://example.org/onto/individual/ENSMUSG00000038323_CNSOverLung>	"1700066M21Rik"
<http://example.org/onto/individual/ENSMUSG00000013076_CNSOverLung>	"Amotl1"
<http://example.org/onto/individual/ENSMUSG00000047719_CNSOverLung>	"Ubiad1"
<http://example.org/onto/individual/ENSMUSG00000024667_CNSOverLung>	"Tmem216"
<http://example.org/onto/individual/ENSMUSG00000041957_CNSOverLung>	"Pkp2"
<http://example.org/onto/individual/ENSMUSG00000020346_CNSOverLung>	"Mgat1"
<http://example.org/onto/individual/ENSMUSG00000024962_CNSOverLung>	"Vegfb"
<http://example.org/onto/individual/ENSMUSG00000027864_CNSOverLung>	"Ptgfrn"
<http://example.org/onto/individual/ENSMUSG00000003865_CNSOverLung>	"Gys1"
<http://example.org/onto/individual/ENSMUSG00000021690_CNSOverLung>	"Jmy"
<http://example.org/onto/individual/ENSMUSG00000049957_CNSOverLung>	"Ccdc137"
<http://example.org/onto/individual/ENSMUSG00000037455_CNSOverLung>	"Slc18b1"
<http://example.org/onto/individual/ENSMUSG00000035200_CNSOverLung>	"Chrnb4"
<http://example.org/onto/individual/ENSMUSG00000007613_CNSOverLung>	"Tgfbr1"
<http://example.org/onto/individual/ENSMUSG00000042050_CNSOverLung>	"Wdr60"
<http://example.org/onto/individual/ENSMUSG00000075419_CNSOverLung>	"Dolk"
<http://example.org/onto/individual/ENSMUSG00000069633_CNSOverLung>	"Pex11g"
<http://example.org/onto/individual/ENSMUSG00000028497_CNSOverLung>	"Hacd4"
<http://example.org/onto/individual/ENSMUSG00000090863_CNSOverLung>	"A530084C06Rik"
<http://example.org/onto/individual/ENSMUSG00000018593_CNSOverLung>	"Sparc"
<http://example.org/onto/individual/ENSMUSG00000051950_CNSOverLung>	"B3glct"
<http://example.org/onto/individual/ENSMUSG00000024535_CNSOverLung>	"Snx24"
<http://example.org/onto/individual/ENSMUSG00000040321_CNSOverLung>	"Zfp770"
<http://example.org/onto/individual/ENSMUSG00000074916_CNSOverLung>	"Chst14"
<http://example.org/onto/individual/ENSMUSG00000022270_CNSOverLung>	"Fam134b"
<http://example.org/onto/individual/ENSMUSG00000031144_CNSOverLung>	"Syp"
<http://example.org/onto/individual/ENSMUSG00000073678_CNSOverLung>	"Pgap1"
<http://example.org/onto/individual/ENSMUSG00000024843_CNSOverLung>	"Chka"
<http://example.org/onto/individual/ENSMUSG00000038523_CNSOverLung>	"1700003F12Rik"
<http://example.org/onto/individual/ENSMUSG00000005220_CNSOverLung>	"Corin"
<http://example.org/onto/individual/ENSMUSG00000028184_CNSOverLung>	"Adgrl2"
<http://example.org/onto/individual/ENSMUSG00000030966_CNSOverLung>	"Trim21"
<http://example.org/onto/individual/ENSMUSG00000048490_CNSOverLung>	"Nrip1"
<http://example.org/onto/individual/ENSMUSG00000004270_CNSOverLung>	"Lpcat3"
<http://example.org/onto/individual/ENSMUSG00000019838_CNSOverLung>	"Slc16a10"
<http://example.org/onto/individual/ENSMUSG00000032289_CNSOverLung>	"Thsd4"
<http://example.org/onto/individual/ENSMUSG00000061758_CNSOverLung>	"Akr1b10"
<http://example.org/onto/individual/ENSMUSG00000049321_CNSOverLung>	"Zfp2"
<http://example.org/onto/individual/ENSMUSG00000103585_CNSOverLung>	"Pcdhgb4"
<http://example.org/onto/individual/ENSMUSG00000026303_CNSOverLung>	"Mlph"
<http://example.org/onto/individual/ENSMUSG00000076431_CNSOverLung>	"Sox4"
<http://example.org/onto/individual/ENSMUSG00000028212_CNSOverLung>	"Ccne2"
<http://example.org/onto/individual/ENSMUSG00000066000_CNSOverLung>	"2610305D13Rik"
<http://example.org/onto/individual/ENSMUSG00000032010_CNSOverLung>	"Usp2"
<http://example.org/onto/individual/ENSMUSG00000103565_CNSOverLung>	"Sgsm3"
<http://example.org/onto/individual/ENSMUSG00000025702_CNSOverLung>	"Mar-08"
<http://example.org/onto/individual/ENSMUSG00000025586_CNSOverLung>	"Cpeb1"
<http://example.org/onto/individual/ENSMUSG00000039754_CNSOverLung>	"Alkbh4"
<http://example.org/onto/individual/ENSMUSG00000027555_CNSOverLung>	"Car13"
<http://example.org/onto/individual/ENSMUSG00000020892_CNSOverLung>	"Aloxe3"
<http://example.org/onto/individual/ENSMUSG00000028238_CNSOverLung>	"Atp6v0d2"
<http://example.org/onto/individual/ENSMUSG00000011154_CNSOverLung>	"1700026D08Rik"
<http://example.org/onto/individual/ENSMUSG00000047635_CNSOverLung>	"2810006K23Rik"
<http://example.org/onto/individual/ENSMUSG00000026866_CNSOverLung>	"Kynu"
<http://example.org/onto/individual/ENSMUSG00000060397_CNSOverLung>	"Zfp128"
<http://example.org/onto/individual/ENSMUSG00000035168_CNSOverLung>	"Tanc1"
<http://example.org/onto/individual/ENSMUSG00000037852_CNSOverLung>	"Cpe"
<http://example.org/onto/individual/ENSMUSG00000028565_CNSOverLung>	"Nfia"
<http://example.org/onto/individual/ENSMUSG00000073158_CNSOverLung>	"9030624G23Rik"
<http://example.org/onto/individual/ENSMUSG00000035936_CNSOverLung>	"Aldh5a1"
<http://example.org/onto/individual/ENSMUSG00000060733_CNSOverLung>	"Ipmk"
<http://example.org/onto/individual/ENSMUSG00000061397_CNSOverLung>	"Krt79"
<http://example.org/onto/individual/ENSMUSG00000059395_CNSOverLung>	"Nkapl"
<http://example.org/onto/individual/ENSMUSG00000048027_CNSOverLung>	"Rgmb"
<http://example.org/onto/individual/ENSMUSG00000030577_CNSOverLung>	"Cd22"
<http://example.org/onto/individual/ENSMUSG00000051378_CNSOverLung>	"Kif18b"
<http://example.org/onto/individual/ENSMUSG00000034854_CNSOverLung>	"Mfsd12"
<http://example.org/onto/individual/ENSMUSG00000063611_CNSOverLung>	"Gm10134"
<http://example.org/onto/individual/ENSMUSG00000037725_CNSOverLung>	"Ckap2"
<http://example.org/onto/individual/ENSMUSG00000019874_CNSOverLung>	"Fabp7"
<http://example.org/onto/individual/ENSMUSG00000017146_CNSOverLung>	"Brca1"
<http://example.org/onto/individual/ENSMUSG00000068130_CNSOverLung>	"Zfp442"
<http://example.org/onto/individual/ENSMUSG00000036636_CNSOverLung>	"Clcn7"
<http://example.org/onto/individual/ENSMUSG00000046909_CNSOverLung>	"Tefm"
<http://example.org/onto/individual/ENSMUSG00000071369_CNSOverLung>	"Map3k5"
<http://example.org/onto/individual/ENSMUSG00000099032_CNSOverLung>	"Tcf24"
<http://example.org/onto/individual/ENSMUSG00000018868_CNSOverLung>	"Pnpla5"
<http://example.org/onto/individual/ENSMUSG00000032109_CNSOverLung>	"Nlrx1"
<http://example.org/onto/individual/ENSMUSG00000031242_CNSOverLung>	"2610002M06Rik"
<http://example.org/onto/individual/ENSMUSG00000032014_CNSOverLung>	"Oaf"
<http://example.org/onto/individual/ENSMUSG00000029596_CNSOverLung>	"Sdsl"
<http://example.org/onto/individual/ENSMUSG00000070803_CNSOverLung>	"Cited4"
<http://example.org/onto/individual/ENSMUSG00000021928_CNSOverLung>	"Ebpl"
<http://example.org/onto/individual/ENSMUSG00000018752_CNSOverLung>	"Tnfsfm13"
<http://example.org/onto/individual/ENSMUSG00000059956_CNSOverLung>	"Serpinb12"
<http://example.org/onto/individual/ENSMUSG00000055041_CNSOverLung>	"Commd5"
<http://example.org/onto/individual/ENSMUSG00000047757_CNSOverLung>	"Fancb"
<http://example.org/onto/individual/ENSMUSG00000024661_CNSOverLung>	"Fth1"
<http://example.org/onto/individual/ENSMUSG00000050043_CNSOverLung>	"Tmx2"
<http://example.org/onto/individual/ENSMUSG00000021190_CNSOverLung>	"Lgmn"
<http://example.org/onto/individual/ENSMUSG00000002289_CNSOverLung>	"Angptl4"
<http://example.org/onto/individual/ENSMUSG00000019872_CNSOverLung>	"Smpdl3a"
<http://example.org/onto/individual/ENSMUSG00000025092_CNSOverLung>	"Hspa12a"
<http://example.org/onto/individual/ENSMUSG00000001995_CNSOverLung>	"Sipa1l2"
<http://example.org/onto/individual/ENSMUSG00000023191_CNSOverLung>	"P3h3"
<http://example.org/onto/individual/ENSMUSG00000049598_CNSOverLung>	"Vsig8"
<http://example.org/onto/individual/ENSMUSG00000035235_CNSOverLung>	"Trim13"
<http://example.org/onto/individual/ENSMUSG00000033082_CNSOverLung>	"Clec1a"
<http://example.org/onto/individual/ENSMUSG00000047250_CNSOverLung>	"Ptgs1"
<http://example.org/onto/individual/ENSMUSG00000015665_CNSOverLung>	"Awat1"
<http://example.org/onto/individual/ENSMUSG00000028680_CNSOverLung>	"Plk3"
<http://example.org/onto/individual/ENSMUSG00000019942_CNSOverLung>	"Cdk1"
<http://example.org/onto/individual/ENSMUSG00000079553_CNSOverLung>	"Kifc1"
<http://example.org/onto/individual/ENSMUSG00000008540_CNSOverLung>	"Mgst1"
<http://example.org/onto/individual/ENSMUSG00000036887_CNSOverLung>	"C1qa"
<http://example.org/onto/individual/ENSMUSG00000023019_CNSOverLung>	"Gpd1"
<http://example.org/onto/individual/ENSMUSG00000041921_CNSOverLung>	"Metap1d"
<http://example.org/onto/individual/ENSMUSG00000052698_CNSOverLung>	"Tln2"
<http://example.org/onto/individual/ENSMUSG00000029516_CNSOverLung>	"Cit"
<http://example.org/onto/individual/ENSMUSG00000049489_CNSOverLung>	"Fam58b"
<http://example.org/onto/individual/ENSMUSG00000063145_CNSOverLung>	"Bbs5"
<http://example.org/onto/individual/ENSMUSG00000036894_CNSOverLung>	"Rap2b"
<http://example.org/onto/individual/ENSMUSG00000073705_CNSOverLung>	"Apitd1"
<http://example.org/onto/individual/ENSMUSG00000046591_CNSOverLung>	"Ticrr"
<http://example.org/onto/individual/ENSMUSG00000036620_CNSOverLung>	"Mgat4b"
<http://example.org/onto/individual/ENSMUSG00000066838_CNSOverLung>	"Zfp772"
<http://example.org/onto/individual/ENSMUSG00000018341_CNSOverLung>	"Il12rb2"
<http://example.org/onto/individual/ENSMUSG00000064147_CNSOverLung>	"Rab44"
<http://example.org/onto/individual/ENSMUSG00000020707_CNSOverLung>	"Rnf135"
<http://example.org/onto/individual/ENSMUSG00000002346_CNSOverLung>	"Slc25a42"
<http://example.org/onto/individual/ENSMUSG00000063458_CNSOverLung>	"1700112E06Rik"
<http://example.org/onto/individual/ENSMUSG00000019970_CNSOverLung>	"Sgk1"
<http://example.org/onto/individual/ENSMUSG00000062488_CNSOverLung>	"I830012O16Rik"
<http://example.org/onto/individual/ENSMUSG00000020829_CNSOverLung>	"Slc46a1"
<http://example.org/onto/individual/ENSMUSG00000048486_CNSOverLung>	"Fitm2"
<http://example.org/onto/individual/ENSMUSG00000046985_CNSOverLung>	"Tapt1"
<http://example.org/onto/individual/ENSMUSG00000045665_CNSOverLung>	"Mfsd5"
<http://example.org/onto/individual/ENSMUSG00000057722_CNSOverLung>	"Lepr"
<http://example.org/onto/individual/ENSMUSG00000078566_CNSOverLung>	"Bnip3"
<http://example.org/onto/individual/ENSMUSG00000074218_CNSOverLung>	"Cox7a1"
<http://example.org/onto/individual/ENSMUSG00000053870_CNSOverLung>	"Fpgt"
<http://example.org/onto/individual/ENSMUSG00000007777_CNSOverLung>	"0610009B22Rik"
<http://example.org/onto/individual/ENSMUSG00000038058_CNSOverLung>	"Nod1"
<http://example.org/onto/individual/ENSMUSG00000073494_CNSOverLung>	"Sh2d1b2"
<http://example.org/onto/individual/ENSMUSG00000045551_CNSOverLung>	"Fpr1"
<http://example.org/onto/individual/ENSMUSG00000045103_CNSOverLung>	"Dmd"
<http://example.org/onto/individual/ENSMUSG00000027074_CNSOverLung>	"Slc43a3"
<http://example.org/onto/individual/ENSMUSG00000041075_CNSOverLung>	"Fzd7"
<http://example.org/onto/individual/ENSMUSG00000016239_CNSOverLung>	"Lonrf3"
<http://example.org/onto/individual/ENSMUSG00000029469_CNSOverLung>	"Ift81"
<http://example.org/onto/individual/ENSMUSG00000043068_CNSOverLung>	"Fam89a"
<http://example.org/onto/individual/ENSMUSG00000035772_CNSOverLung>	"Mrps2"
<http://example.org/onto/individual/ENSMUSG00000018581_CNSOverLung>	"Dnah11"
<http://example.org/onto/individual/ENSMUSG00000020841_CNSOverLung>	"Cpd"
<http://example.org/onto/individual/ENSMUSG00000019947_CNSOverLung>	"Arid5b"
<http://example.org/onto/individual/ENSMUSG00000059463_CNSOverLung>	"Spag11b"
<http://example.org/onto/individual/ENSMUSG00000037406_CNSOverLung>	"Htra4"
<http://example.org/onto/individual/ENSMUSG00000022385_CNSOverLung>	"Gtse1"
<http://example.org/onto/individual/ENSMUSG00000051034_CNSOverLung>	"Zfp11"
<http://example.org/onto/individual/ENSMUSG00000022257_CNSOverLung>	"Laptm4b"
<http://example.org/onto/individual/ENSMUSG00000024978_CNSOverLung>	"Gpam"
<http://example.org/onto/individual/ENSMUSG00000070923_CNSOverLung>	"Klhl9"
<http://example.org/onto/individual/ENSMUSG00000043252_CNSOverLung>	"Tmem64"
<http://example.org/onto/individual/ENSMUSG00000071291_CNSOverLung>	"Zfp58"
<http://example.org/onto/individual/ENSMUSG00000067714_CNSOverLung>	"Lpar5"
<http://example.org/onto/individual/ENSMUSG00000030541_CNSOverLung>	"Idh2"
<http://example.org/onto/individual/ENSMUSG00000048834_CNSOverLung>	"Vstm2a"
<http://example.org/onto/individual/ENSMUSG00000041707_CNSOverLung>	"1810011H11Rik"
<http://example.org/onto/individual/ENSMUSG00000038943_CNSOverLung>	"Prc1"
<http://example.org/onto/individual/ENSMUSG00000028247_CNSOverLung>	"Coq3"
<http://example.org/onto/individual/ENSMUSG00000021707_CNSOverLung>	"Dhfr"
<http://example.org/onto/individual/ENSMUSG00000034993_CNSOverLung>	"Vat1"
<http://example.org/onto/individual/ENSMUSG00000073197_CNSOverLung>	"5730507C01Rik"
<http://example.org/onto/individual/ENSMUSG00000092618_CNSOverLung>	"Btnl6"
<http://example.org/onto/individual/ENSMUSG00000061411_CNSOverLung>	"Nol4l"
<http://example.org/onto/individual/ENSMUSG00000020541_CNSOverLung>	"Tom1l1"
<http://example.org/onto/individual/ENSMUSG00000039501_CNSOverLung>	"Znfx1"
<http://example.org/onto/individual/ENSMUSG00000059555_CNSOverLung>	"Tor4a"
<http://example.org/onto/individual/ENSMUSG00000029468_CNSOverLung>	"P2rx7"
<http://example.org/onto/individual/ENSMUSG00000020838_CNSOverLung>	"Slc6a4"
<http://example.org/onto/individual/ENSMUSG00000020593_CNSOverLung>	"Lpin1"
<http://example.org/onto/individual/ENSMUSG00000027163_CNSOverLung>	"Commd9"
<http://example.org/onto/individual/ENSMUSG00000040263_CNSOverLung>	"Klhdc4"
<http://example.org/onto/individual/ENSMUSG00000052062_CNSOverLung>	"Pard3b"
<http://example.org/onto/individual/ENSMUSG00000025235_CNSOverLung>	"Bbs4"
<http://example.org/onto/individual/ENSMUSG00000025815_CNSOverLung>	"Dhtkd1"
<http://example.org/onto/individual/ENSMUSG00000028114_CNSOverLung>	"Mettl14"
<http://example.org/onto/individual/ENSMUSG00000050846_CNSOverLung>	"Zfp623"
<http://example.org/onto/individual/ENSMUSG00000036534_CNSOverLung>	"Slc38a7"
<http://example.org/onto/individual/ENSMUSG00000026600_CNSOverLung>	"Soat1"
<http://example.org/onto/individual/ENSMUSG00000057551_CNSOverLung>	"Zfp317"
<http://example.org/onto/individual/ENSMUSG00000027506_CNSOverLung>	"Tpd52"
<http://example.org/onto/individual/ENSMUSG00000094622_CNSOverLung>	"Gm3055"
<http://example.org/onto/individual/ENSMUSG00000034462_CNSOverLung>	"Pkd2"
<http://example.org/onto/individual/ENSMUSG00000073968_CNSOverLung>	"Trim68"
<http://example.org/onto/individual/ENSMUSG00000025962_CNSOverLung>	"Fastkd2"
<http://example.org/onto/individual/ENSMUSG00000022848_CNSOverLung>	"Dirc2"
<http://example.org/onto/individual/ENSMUSG00000033781_CNSOverLung>	"Asb13"
<http://example.org/onto/individual/ENSMUSG00000041406_CNSOverLung>	"BC055324"
<http://example.org/onto/individual/ENSMUSG00000021376_CNSOverLung>	"Tpmt"
<http://example.org/onto/individual/ENSMUSG00000054277_CNSOverLung>	"Arfgap3"
<http://example.org/onto/individual/ENSMUSG00000026896_CNSOverLung>	"Ifih1"
<http://example.org/onto/individual/ENSMUSG00000027318_CNSOverLung>	"Adam33"
<http://example.org/onto/individual/ENSMUSG00000003573_CNSOverLung>	"Homer3"
<http://example.org/onto/individual/ENSMUSG00000072066_CNSOverLung>	"6720489N17Rik"
<http://example.org/onto/individual/ENSMUSG00000054008_CNSOverLung>	"Ndst1"
<http://example.org/onto/individual/ENSMUSG00000040177_CNSOverLung>	"2310057M21Rik"
<http://example.org/onto/individual/ENSMUSG00000037326_CNSOverLung>	"Capn15"
<http://example.org/onto/individual/ENSMUSG00000027699_CNSOverLung>	"Ect2"
<http://example.org/onto/individual/ENSMUSG00000022394_CNSOverLung>	"L3mbtl2"
<http://example.org/onto/individual/ENSMUSG00000003812_CNSOverLung>	"Dnase2a"
<http://example.org/onto/individual/ENSMUSG00000096606_CNSOverLung>	"Gm4980"
<http://example.org/onto/individual/ENSMUSG00000024413_CNSOverLung>	"Npc1"
<http://example.org/onto/individual/ENSMUSG00000048965_CNSOverLung>	"Mrgpre"
<http://example.org/onto/individual/ENSMUSG00000039153_CNSOverLung>	"Runx2"
