?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000024043_CNSOverLiver>	"Arhgap28"
<http://example.org/onto/individual/ENSMUSG00000026873_CNSOverLiver>	"Phf19"
<http://example.org/onto/individual/ENSMUSG00000014303_CNSOverLiver>	"Glis2"
<http://example.org/onto/individual/ENSMUSG00000002885_CNSOverLiver>	"Adgre5"
<http://example.org/onto/individual/ENSMUSG00000051236_CNSOverLiver>	"Msrb3"
<http://example.org/onto/individual/ENSMUSG00000057329_CNSOverLiver>	"Bcl2"
<http://example.org/onto/individual/ENSMUSG00000026705_CNSOverLiver>	"Klhl20"
<http://example.org/onto/individual/ENSMUSG00000030760_CNSOverLiver>	"Acer3"
<http://example.org/onto/individual/ENSMUSG00000000486_CNSOverLiver>	"Sep-01"
<http://example.org/onto/individual/ENSMUSG00000019982_CNSOverLiver>	"Myb"
<http://example.org/onto/individual/ENSMUSG00000039308_CNSOverLiver>	"Ndst2"
<http://example.org/onto/individual/ENSMUSG00000028327_CNSOverLiver>	"Stra6l"
<http://example.org/onto/individual/ENSMUSG00000067928_CNSOverLiver>	"Zfp760"
<http://example.org/onto/individual/ENSMUSG00000024530_CNSOverLiver>	"Slmo1"
<http://example.org/onto/individual/ENSMUSG00000024399_CNSOverLiver>	"Ltb"
<http://example.org/onto/individual/ENSMUSG00000029552_CNSOverLiver>	"Tes"
<http://example.org/onto/individual/ENSMUSG00000030147_CNSOverLiver>	"Clec4b1"
<http://example.org/onto/individual/ENSMUSG00000062345_CNSOverLiver>	"Serpinb2"
<http://example.org/onto/individual/ENSMUSG00000078153_CNSOverLiver>	"Psme2b"
<http://example.org/onto/individual/ENSMUSG00000019817_CNSOverLiver>	"Plagl1"
<http://example.org/onto/individual/ENSMUSG00000055407_CNSOverLiver>	"Map6"
<http://example.org/onto/individual/ENSMUSG00000075254_CNSOverLiver>	"Heg1"
<http://example.org/onto/individual/ENSMUSG00000032375_CNSOverLiver>	"Aph1b"
<http://example.org/onto/individual/ENSMUSG00000022607_CNSOverLiver>	"Ptk2"
<http://example.org/onto/individual/ENSMUSG00000022488_CNSOverLiver>	"Nckap1l"
<http://example.org/onto/individual/ENSMUSG00000032601_CNSOverLiver>	"Prkar2a"
<http://example.org/onto/individual/ENSMUSG00000091144_CNSOverLiver>	"Phf11c"
<http://example.org/onto/individual/ENSMUSG00000026458_CNSOverLiver>	"Ppfia4"
<http://example.org/onto/individual/ENSMUSG00000042842_CNSOverLiver>	"Serpinb6b"
<http://example.org/onto/individual/ENSMUSG00000021377_CNSOverLiver>	"Dek"
<http://example.org/onto/individual/ENSMUSG00000032076_CNSOverLiver>	"Cadm1"
<http://example.org/onto/individual/ENSMUSG00000032402_CNSOverLiver>	"Smad3"
<http://example.org/onto/individual/ENSMUSG00000030653_CNSOverLiver>	"Pde2a"
<http://example.org/onto/individual/ENSMUSG00000024053_CNSOverLiver>	"Emilin2"
<http://example.org/onto/individual/ENSMUSG00000018401_CNSOverLiver>	"Mtmr4"
<http://example.org/onto/individual/ENSMUSG00000038023_CNSOverLiver>	"Atp6v0a2"
<http://example.org/onto/individual/ENSMUSG00000090877_CNSOverLiver>	"Hspa1b"
<http://example.org/onto/individual/ENSMUSG00000064141_CNSOverLiver>	"Zfp69"
<http://example.org/onto/individual/ENSMUSG00000035606_CNSOverLiver>	"Ky"
<http://example.org/onto/individual/ENSMUSG00000033669_CNSOverLiver>	"Zfp7"
<http://example.org/onto/individual/ENSMUSG00000008193_CNSOverLiver>	"Spib"
<http://example.org/onto/individual/ENSMUSG00000004814_CNSOverLiver>	"Ccl24"
<http://example.org/onto/individual/ENSMUSG00000051220_CNSOverLiver>	"Ercc6l"
<http://example.org/onto/individual/ENSMUSG00000020614_CNSOverLiver>	"Fam20a"
<http://example.org/onto/individual/ENSMUSG00000000157_CNSOverLiver>	"Itgb2l"
<http://example.org/onto/individual/ENSMUSG00000040429_CNSOverLiver>	"Mterf1a"
<http://example.org/onto/individual/ENSMUSG00000056054_CNSOverLiver>	"S100a8"
<http://example.org/onto/individual/ENSMUSG00000021614_CNSOverLiver>	"Vcan"
<http://example.org/onto/individual/ENSMUSG00000029101_CNSOverLiver>	"Rgs12"
<http://example.org/onto/individual/ENSMUSG00000054792_CNSOverLiver>	"Klhl18"
<http://example.org/onto/individual/ENSMUSG00000076532_CNSOverLiver>	"Igkv4-91"
<http://example.org/onto/individual/ENSMUSG00000030724_CNSOverLiver>	"Cd19"
<http://example.org/onto/individual/ENSMUSG00000058216_CNSOverLiver>	"BC021614"
<http://example.org/onto/individual/ENSMUSG00000035273_CNSOverLiver>	"Hpse"
<http://example.org/onto/individual/ENSMUSG00000021123_CNSOverLiver>	"Rdh12"
<http://example.org/onto/individual/ENSMUSG00000022885_CNSOverLiver>	"St6gal1"
<http://example.org/onto/individual/ENSMUSG00000046179_CNSOverLiver>	"E2f8"
<http://example.org/onto/individual/ENSMUSG00000030589_CNSOverLiver>	"Rasgrp4"
<http://example.org/onto/individual/ENSMUSG00000005611_CNSOverLiver>	"Mrvi1"
<http://example.org/onto/individual/ENSMUSG00000026639_CNSOverLiver>	"Lamb3"
<http://example.org/onto/individual/ENSMUSG00000060509_CNSOverLiver>	"Xcr1"
<http://example.org/onto/individual/ENSMUSG00000035694_CNSOverLiver>	"Caps2"
<http://example.org/onto/individual/ENSMUSG00000029072_CNSOverLiver>	"Tas1r3"
<http://example.org/onto/individual/ENSMUSG00000044966_CNSOverLiver>	"Fbxo48"
<http://example.org/onto/individual/ENSMUSG00000039206_CNSOverLiver>	"Daglb"
<http://example.org/onto/individual/ENSMUSG00000034641_CNSOverLiver>	"Cd300ld"
<http://example.org/onto/individual/ENSMUSG00000024353_CNSOverLiver>	"Mzb1"
<http://example.org/onto/individual/ENSMUSG00000031841_CNSOverLiver>	"Cdh13"
<http://example.org/onto/individual/ENSMUSG00000017652_CNSOverLiver>	"Cd40"
<http://example.org/onto/individual/ENSMUSG00000021273_CNSOverLiver>	"Fdft1"
<http://example.org/onto/individual/ENSMUSG00000022014_CNSOverLiver>	"Epsti1"
<http://example.org/onto/individual/ENSMUSG00000026525_CNSOverLiver>	"Opn3"
<http://example.org/onto/individual/ENSMUSG00000024397_CNSOverLiver>	"Aif1"
<http://example.org/onto/individual/ENSMUSG00000044827_CNSOverLiver>	"Tlr1"
<http://example.org/onto/individual/ENSMUSG00000056071_CNSOverLiver>	"S100a9"
<http://example.org/onto/individual/ENSMUSG00000074825_CNSOverLiver>	"Itpripl1"
<http://example.org/onto/individual/ENSMUSG00000004788_CNSOverLiver>	"Eif2b2"
<http://example.org/onto/individual/ENSMUSG00000034028_CNSOverLiver>	"Cd226"
<http://example.org/onto/individual/ENSMUSG00000028108_CNSOverLiver>	"Ecm1"
<http://example.org/onto/individual/ENSMUSG00000049086_CNSOverLiver>	"Bmyc"
<http://example.org/onto/individual/ENSMUSG00000040820_CNSOverLiver>	"Hlcs"
<http://example.org/onto/individual/ENSMUSG00000079165_CNSOverLiver>	"Sap25"
<http://example.org/onto/individual/ENSMUSG00000041782_CNSOverLiver>	"Lad1"
<http://example.org/onto/individual/ENSMUSG00000014542_CNSOverLiver>	"Clec4f"
<http://example.org/onto/individual/ENSMUSG00000030774_CNSOverLiver>	"Pak1"
<http://example.org/onto/individual/ENSMUSG00000045790_CNSOverLiver>	"Ccdc149"
<http://example.org/onto/individual/ENSMUSG00000000562_CNSOverLiver>	"Adora3"
<http://example.org/onto/individual/ENSMUSG00000028483_CNSOverLiver>	"Snapc3"
<http://example.org/onto/individual/ENSMUSG00000026604_CNSOverLiver>	"Ptpn14"
<http://example.org/onto/individual/ENSMUSG00000058881_CNSOverLiver>	"Zfp516"
<http://example.org/onto/individual/ENSMUSG00000030772_CNSOverLiver>	"Dkk3"
<http://example.org/onto/individual/ENSMUSG00000030165_CNSOverLiver>	"Klrd1"
<http://example.org/onto/individual/ENSMUSG00000021196_CNSOverLiver>	"Pfkp"
<http://example.org/onto/individual/ENSMUSG00000032643_CNSOverLiver>	"Fhl3"
<http://example.org/onto/individual/ENSMUSG00000030468_CNSOverLiver>	"Siglecg"
<http://example.org/onto/individual/ENSMUSG00000019920_CNSOverLiver>	"Lims1"
<http://example.org/onto/individual/ENSMUSG00000004655_CNSOverLiver>	"Aqp1"
<http://example.org/onto/individual/ENSMUSG00000029673_CNSOverLiver>	"Auts2"
<http://example.org/onto/individual/ENSMUSG00000044927_CNSOverLiver>	"H1fx"
<http://example.org/onto/individual/ENSMUSG00000069515_CNSOverLiver>	"Lyz1"
<http://example.org/onto/individual/ENSMUSG00000038352_CNSOverLiver>	"Arl5c"
<http://example.org/onto/individual/ENSMUSG00000059708_CNSOverLiver>	"Akap17b"
<http://example.org/onto/individual/ENSMUSG00000026581_CNSOverLiver>	"Sell"
<http://example.org/onto/individual/ENSMUSG00000068105_CNSOverLiver>	"Tnfrsf13c"
<http://example.org/onto/individual/ENSMUSG00000019996_CNSOverLiver>	"Map7"
<http://example.org/onto/individual/ENSMUSG00000032593_CNSOverLiver>	"Amigo3"
<http://example.org/onto/individual/ENSMUSG00000006281_CNSOverLiver>	"Tep1"
<http://example.org/onto/individual/ENSMUSG00000023039_CNSOverLiver>	"Krt7"
<http://example.org/onto/individual/ENSMUSG00000045136_CNSOverLiver>	"Tubb2b"
<http://example.org/onto/individual/ENSMUSG00000051817_CNSOverLiver>	"Sox12"
<http://example.org/onto/individual/ENSMUSG00000038065_CNSOverLiver>	"Mturn"
<http://example.org/onto/individual/ENSMUSG00000029797_CNSOverLiver>	"Sspo"
<http://example.org/onto/individual/ENSMUSG00000040675_CNSOverLiver>	"Mthfd1l"
<http://example.org/onto/individual/ENSMUSG00000051435_CNSOverLiver>	"Fhad1"
<http://example.org/onto/individual/ENSMUSG00000019843_CNSOverLiver>	"Fyn"
<http://example.org/onto/individual/ENSMUSG00000024897_CNSOverLiver>	"Apba1"
<http://example.org/onto/individual/ENSMUSG00000039963_CNSOverLiver>	"Ccdc40"
<http://example.org/onto/individual/ENSMUSG00000035713_CNSOverLiver>	"Usp35"
<http://example.org/onto/individual/ENSMUSG00000079470_CNSOverLiver>	"Utp14b"
<http://example.org/onto/individual/ENSMUSG00000040339_CNSOverLiver>	"Fam102b"
<http://example.org/onto/individual/ENSMUSG00000005986_CNSOverLiver>	"Ankrd13d"
<http://example.org/onto/individual/ENSMUSG00000058258_CNSOverLiver>	"Idi1"
<http://example.org/onto/individual/ENSMUSG00000037151_CNSOverLiver>	"Lrrc20"
<http://example.org/onto/individual/ENSMUSG00000025608_CNSOverLiver>	"Podxl"
<http://example.org/onto/individual/ENSMUSG00000033768_CNSOverLiver>	"Nrxn2"
<http://example.org/onto/individual/ENSMUSG00000020142_CNSOverLiver>	"Slc1a4"
<http://example.org/onto/individual/ENSMUSG00000096336_CNSOverLiver>	"Igkv1-135"
<http://example.org/onto/individual/ENSMUSG00000024087_CNSOverLiver>	"Cyp1b1"
<http://example.org/onto/individual/ENSMUSG00000105547_CNSOverLiver>	"Iglc3"
<http://example.org/onto/individual/ENSMUSG00000045349_CNSOverLiver>	"Sh2d5"
<http://example.org/onto/individual/ENSMUSG00000084845_CNSOverLiver>	"Tmem240"
<http://example.org/onto/individual/ENSMUSG00000076617_CNSOverLiver>	"Ighm"
<http://example.org/onto/individual/ENSMUSG00000032000_CNSOverLiver>	"Birc3"
<http://example.org/onto/individual/ENSMUSG00000024238_CNSOverLiver>	"Zeb1"
<http://example.org/onto/individual/ENSMUSG00000006638_CNSOverLiver>	"Abhd1"
<http://example.org/onto/individual/ENSMUSG00000062210_CNSOverLiver>	"Tnfaip8"
<http://example.org/onto/individual/ENSMUSG00000001604_CNSOverLiver>	"Tcea3"
<http://example.org/onto/individual/ENSMUSG00000030283_CNSOverLiver>	"St8sia1"
<http://example.org/onto/individual/ENSMUSG00000027843_CNSOverLiver>	"Ptpn22"
<http://example.org/onto/individual/ENSMUSG00000025330_CNSOverLiver>	"Padi4"
<http://example.org/onto/individual/ENSMUSG00000004698_CNSOverLiver>	"Hdac9"
<http://example.org/onto/individual/ENSMUSG00000037991_CNSOverLiver>	"Rmi2"
<http://example.org/onto/individual/ENSMUSG00000038732_CNSOverLiver>	"Mboat1"
<http://example.org/onto/individual/ENSMUSG00000022438_CNSOverLiver>	"Parvb"
<http://example.org/onto/individual/ENSMUSG00000032352_CNSOverLiver>	"Lrrc1"
<http://example.org/onto/individual/ENSMUSG00000032666_CNSOverLiver>	"1700025G04Rik"
<http://example.org/onto/individual/ENSMUSG00000026170_CNSOverLiver>	"Cyp27a1"
<http://example.org/onto/individual/ENSMUSG00000090394_CNSOverLiver>	"4930523C07Rik"
<http://example.org/onto/individual/ENSMUSG00000036225_CNSOverLiver>	"Kctd1"
<http://example.org/onto/individual/ENSMUSG00000044702_CNSOverLiver>	"Palb2"
<http://example.org/onto/individual/ENSMUSG00000024675_CNSOverLiver>	"Ms4a4c"
<http://example.org/onto/individual/ENSMUSG00000026875_CNSOverLiver>	"Traf1"
<http://example.org/onto/individual/ENSMUSG00000039741_CNSOverLiver>	"Bahcc1"
<http://example.org/onto/individual/ENSMUSG00000019880_CNSOverLiver>	"Rspo3"
<http://example.org/onto/individual/ENSMUSG00000030231_CNSOverLiver>	"Plekha5"
<http://example.org/onto/individual/ENSMUSG00000030592_CNSOverLiver>	"Ryr1"
<http://example.org/onto/individual/ENSMUSG00000053977_CNSOverLiver>	"Cd8a"
<http://example.org/onto/individual/ENSMUSG00000016498_CNSOverLiver>	"Pdcd1lg2"
<http://example.org/onto/individual/ENSMUSG00000027669_CNSOverLiver>	"Gnb4"
<http://example.org/onto/individual/ENSMUSG00000040236_CNSOverLiver>	"Trappc5"
<http://example.org/onto/individual/ENSMUSG00000022221_CNSOverLiver>	"Ripk3"
<http://example.org/onto/individual/ENSMUSG00000022636_CNSOverLiver>	"Alcam"
<http://example.org/onto/individual/ENSMUSG00000020253_CNSOverLiver>	"Ppm1m"
<http://example.org/onto/individual/ENSMUSG00000054619_CNSOverLiver>	"Mettl7a1"
<http://example.org/onto/individual/ENSMUSG00000026737_CNSOverLiver>	"Pip4k2a"
<http://example.org/onto/individual/ENSMUSG00000040950_CNSOverLiver>	"Mgl2"
<http://example.org/onto/individual/ENSMUSG00000026921_CNSOverLiver>	"Egfl7"
<http://example.org/onto/individual/ENSMUSG00000002944_CNSOverLiver>	"Cd36"
<http://example.org/onto/individual/ENSMUSG00000003153_CNSOverLiver>	"Slc2a3"
<http://example.org/onto/individual/ENSMUSG00000044122_CNSOverLiver>	"Proca1"
<http://example.org/onto/individual/ENSMUSG00000007379_CNSOverLiver>	"Dennd2c"
<http://example.org/onto/individual/ENSMUSG00000029863_CNSOverLiver>	"Casp2"
<http://example.org/onto/individual/ENSMUSG00000093894_CNSOverLiver>	"Ighv1-53"
<http://example.org/onto/individual/ENSMUSG00000078624_CNSOverLiver>	"Olfr613"
<http://example.org/onto/individual/ENSMUSG00000047963_CNSOverLiver>	"Stbd1"
<http://example.org/onto/individual/ENSMUSG00000026080_CNSOverLiver>	"Chst10"
<http://example.org/onto/individual/ENSMUSG00000054702_CNSOverLiver>	"Ap1s3"
<http://example.org/onto/individual/ENSMUSG00000034471_CNSOverLiver>	"Caskin2"
<http://example.org/onto/individual/ENSMUSG00000030055_CNSOverLiver>	"Rab43"
<http://example.org/onto/individual/ENSMUSG00000090272_CNSOverLiver>	"Mndal"
<http://example.org/onto/individual/ENSMUSG00000042817_CNSOverLiver>	"Flt3"
<http://example.org/onto/individual/ENSMUSG00000026623_CNSOverLiver>	"Lpgat1"
<http://example.org/onto/individual/ENSMUSG00000007039_CNSOverLiver>	"Ddah2"
<http://example.org/onto/individual/ENSMUSG00000027447_CNSOverLiver>	"Cst3"
<http://example.org/onto/individual/ENSMUSG00000076569_CNSOverLiver>	"Igkv5-39"
<http://example.org/onto/individual/ENSMUSG00000032657_CNSOverLiver>	"Fam189b"
<http://example.org/onto/individual/ENSMUSG00000022995_CNSOverLiver>	"Enah"
<http://example.org/onto/individual/ENSMUSG00000031303_CNSOverLiver>	"Map3k15"
<http://example.org/onto/individual/ENSMUSG00000020577_CNSOverLiver>	"Tspan13"
<http://example.org/onto/individual/ENSMUSG00000022332_CNSOverLiver>	"Khdrbs3"
<http://example.org/onto/individual/ENSMUSG00000045826_CNSOverLiver>	"Ptprcap"
<http://example.org/onto/individual/ENSMUSG00000094006_CNSOverLiver>	"Igkv4-59"
<http://example.org/onto/individual/ENSMUSG00000074305_CNSOverLiver>	"Peak1"
<http://example.org/onto/individual/ENSMUSG00000066366_CNSOverLiver>	"Serpina1a"
<http://example.org/onto/individual/ENSMUSG00000029061_CNSOverLiver>	"Mmp23"
<http://example.org/onto/individual/ENSMUSG00000091649_CNSOverLiver>	"Phf11b"
<http://example.org/onto/individual/ENSMUSG00000043336_CNSOverLiver>	"Filip1l"
<http://example.org/onto/individual/ENSMUSG00000022793_CNSOverLiver>	"B4galt4"
<http://example.org/onto/individual/ENSMUSG00000002032_CNSOverLiver>	"Tmem25"
<http://example.org/onto/individual/ENSMUSG00000004791_CNSOverLiver>	"Pgf"
<http://example.org/onto/individual/ENSMUSG00000022982_CNSOverLiver>	"Sod1"
<http://example.org/onto/individual/ENSMUSG00000075122_CNSOverLiver>	"Cd80"
<http://example.org/onto/individual/ENSMUSG00000031776_CNSOverLiver>	"Arl2bp"
<http://example.org/onto/individual/ENSMUSG00000057522_CNSOverLiver>	"Spop"
<http://example.org/onto/individual/ENSMUSG00000006362_CNSOverLiver>	"Cbfa2t3"
<http://example.org/onto/individual/ENSMUSG00000040212_CNSOverLiver>	"Emp3"
<http://example.org/onto/individual/ENSMUSG00000045231_CNSOverLiver>	"BC106179"
<http://example.org/onto/individual/ENSMUSG00000012126_CNSOverLiver>	"Ubxn11"
<http://example.org/onto/individual/ENSMUSG00000054435_CNSOverLiver>	"Gimap4"
<http://example.org/onto/individual/ENSMUSG00000032726_CNSOverLiver>	"Bmp8a"
<http://example.org/onto/individual/ENSMUSG00000062380_CNSOverLiver>	"Tubb3"
<http://example.org/onto/individual/ENSMUSG00000025821_CNSOverLiver>	"Zfp282"
<http://example.org/onto/individual/ENSMUSG00000042042_CNSOverLiver>	"Csgalnact2"
<http://example.org/onto/individual/ENSMUSG00000016024_CNSOverLiver>	"Lbp"
<http://example.org/onto/individual/ENSMUSG00000032018_CNSOverLiver>	"Sc5d"
<http://example.org/onto/individual/ENSMUSG00000062510_CNSOverLiver>	"Nsl1"
<http://example.org/onto/individual/ENSMUSG00000031216_CNSOverLiver>	"Stard8"
<http://example.org/onto/individual/ENSMUSG00000005447_CNSOverLiver>	"Pafah1b3"
<http://example.org/onto/individual/ENSMUSG00000090019_CNSOverLiver>	"Gimap1"
<http://example.org/onto/individual/ENSMUSG00000053318_CNSOverLiver>	"Slamf8"
<http://example.org/onto/individual/ENSMUSG00000059022_CNSOverLiver>	"Kcp"
<http://example.org/onto/individual/ENSMUSG00000023032_CNSOverLiver>	"Slc4a8"
<http://example.org/onto/individual/ENSMUSG00000075702_CNSOverLiver>	"Selm"
<http://example.org/onto/individual/ENSMUSG00000009350_CNSOverLiver>	"Mpo"
<http://example.org/onto/individual/ENSMUSG00000009585_CNSOverLiver>	"Apobec3"
<http://example.org/onto/individual/ENSMUSG00000026222_CNSOverLiver>	"Sp100"
<http://example.org/onto/individual/ENSMUSG00000030844_CNSOverLiver>	"Rgs10"
<http://example.org/onto/individual/ENSMUSG00000046562_CNSOverLiver>	"Unc119b"
<http://example.org/onto/individual/ENSMUSG00000037012_CNSOverLiver>	"Hk1"
<http://example.org/onto/individual/ENSMUSG00000020492_CNSOverLiver>	"Ska2"
<http://example.org/onto/individual/ENSMUSG00000028465_CNSOverLiver>	"Tln1"
<http://example.org/onto/individual/ENSMUSG00000018486_CNSOverLiver>	"Wnt9b"
<http://example.org/onto/individual/ENSMUSG00000032489_CNSOverLiver>	"Kif9"
<http://example.org/onto/individual/ENSMUSG00000006360_CNSOverLiver>	"Crip1"
<http://example.org/onto/individual/ENSMUSG00000037815_CNSOverLiver>	"Ctnna1"
<http://example.org/onto/individual/ENSMUSG00000032216_CNSOverLiver>	"Nedd4"
<http://example.org/onto/individual/ENSMUSG00000024013_CNSOverLiver>	"Fgd2"
<http://example.org/onto/individual/ENSMUSG00000046480_CNSOverLiver>	"Scn4b"
<http://example.org/onto/individual/ENSMUSG00000029161_CNSOverLiver>	"Cgref1"
<http://example.org/onto/individual/ENSMUSG00000029861_CNSOverLiver>	"Fam131b"
<http://example.org/onto/individual/ENSMUSG00000018900_CNSOverLiver>	"Slc22a5"
<http://example.org/onto/individual/ENSMUSG00000047517_CNSOverLiver>	"Dmbt1"
<http://example.org/onto/individual/ENSMUSG00000039578_CNSOverLiver>	"Ccser1"
<http://example.org/onto/individual/ENSMUSG00000027858_CNSOverLiver>	"Tspan2"
<http://example.org/onto/individual/ENSMUSG00000023088_CNSOverLiver>	"Abcc1"
<http://example.org/onto/individual/ENSMUSG00000076614_CNSOverLiver>	"Ighg1"
<http://example.org/onto/individual/ENSMUSG00000079523_CNSOverLiver>	"Tmsb10"
<http://example.org/onto/individual/ENSMUSG00000024677_CNSOverLiver>	"Ms4a6b"
<http://example.org/onto/individual/ENSMUSG00000021298_CNSOverLiver>	"Gpr132"
<http://example.org/onto/individual/ENSMUSG00000036046_CNSOverLiver>	"5031439G07Rik"
<http://example.org/onto/individual/ENSMUSG00000038607_CNSOverLiver>	"Gng10"
<http://example.org/onto/individual/ENSMUSG00000021823_CNSOverLiver>	"Vcl"
<http://example.org/onto/individual/ENSMUSG00000039384_CNSOverLiver>	"Dusp10"
<http://example.org/onto/individual/ENSMUSG00000028776_CNSOverLiver>	"Tinagl1"
<http://example.org/onto/individual/ENSMUSG00000034127_CNSOverLiver>	"Tspan8"
<http://example.org/onto/individual/ENSMUSG00000052364_CNSOverLiver>	"B630019K06Rik"
<http://example.org/onto/individual/ENSMUSG00000054690_CNSOverLiver>	"Emcn"
<http://example.org/onto/individual/ENSMUSG00000030410_CNSOverLiver>	"Dmwd"
<http://example.org/onto/individual/ENSMUSG00000032531_CNSOverLiver>	"Amotl2"
<http://example.org/onto/individual/ENSMUSG00000095589_CNSOverLiver>	"Ighv1-55"
<http://example.org/onto/individual/ENSMUSG00000025492_CNSOverLiver>	"Ifitm3"
<http://example.org/onto/individual/ENSMUSG00000026833_CNSOverLiver>	"Olfm1"
<http://example.org/onto/individual/ENSMUSG00000027175_CNSOverLiver>	"Tcp11l1"
<http://example.org/onto/individual/ENSMUSG00000067714_CNSOverLiver>	"Lpar5"
<http://example.org/onto/individual/ENSMUSG00000050350_CNSOverLiver>	"Gpr18"
<http://example.org/onto/individual/ENSMUSG00000036256_CNSOverLiver>	"Igfbp7"
<http://example.org/onto/individual/ENSMUSG00000049313_CNSOverLiver>	"Sorl1"
<http://example.org/onto/individual/ENSMUSG00000053931_CNSOverLiver>	"Cnn3"
<http://example.org/onto/individual/ENSMUSG00000071176_CNSOverLiver>	"Arhgef10"
<http://example.org/onto/individual/ENSMUSG00000043015_CNSOverLiver>	"Tmem194b"
<http://example.org/onto/individual/ENSMUSG00000105906_CNSOverLiver>	"Iglc1"
<http://example.org/onto/individual/ENSMUSG00000042272_CNSOverLiver>	"Sestd1"
<http://example.org/onto/individual/ENSMUSG00000038552_CNSOverLiver>	"Fndc4"
<http://example.org/onto/individual/ENSMUSG00000037337_CNSOverLiver>	"Map4k1"
<http://example.org/onto/individual/ENSMUSG00000040254_CNSOverLiver>	"Sema3d"
<http://example.org/onto/individual/ENSMUSG00000028480_CNSOverLiver>	"Glipr2"
<http://example.org/onto/individual/ENSMUSG00000037321_CNSOverLiver>	"Tap1"
<http://example.org/onto/individual/ENSMUSG00000045954_CNSOverLiver>	"Sdpr"
<http://example.org/onto/individual/ENSMUSG00000092609_CNSOverLiver>	"Gm20481"
<http://example.org/onto/individual/ENSMUSG00000030329_CNSOverLiver>	"Pianp"
<http://example.org/onto/individual/ENSMUSG00000028937_CNSOverLiver>	"Acot7"
<http://example.org/onto/individual/ENSMUSG00000041272_CNSOverLiver>	"Tox"
<http://example.org/onto/individual/ENSMUSG00000057842_CNSOverLiver>	"Zfp595"
<http://example.org/onto/individual/ENSMUSG00000058152_CNSOverLiver>	"Chsy3"
<http://example.org/onto/individual/ENSMUSG00000053025_CNSOverLiver>	"Sv2b"
<http://example.org/onto/individual/ENSMUSG00000035459_CNSOverLiver>	"Stab2"
<http://example.org/onto/individual/ENSMUSG00000002489_CNSOverLiver>	"Tiam1"
<http://example.org/onto/individual/ENSMUSG00000034738_CNSOverLiver>	"Nostrin"
<http://example.org/onto/individual/ENSMUSG00000030954_CNSOverLiver>	"Gp2"
<http://example.org/onto/individual/ENSMUSG00000025198_CNSOverLiver>	"Erlin1"
<http://example.org/onto/individual/ENSMUSG00000073421_CNSOverLiver>	"H2-Ab1"
<http://example.org/onto/individual/ENSMUSG00000055817_CNSOverLiver>	"Mta3"
<http://example.org/onto/individual/ENSMUSG00000058672_CNSOverLiver>	"Tubb2a"
<http://example.org/onto/individual/ENSMUSG00000022994_CNSOverLiver>	"Adcy6"
<http://example.org/onto/individual/ENSMUSG00000041134_CNSOverLiver>	"Cyyr1"
<http://example.org/onto/individual/ENSMUSG00000022456_CNSOverLiver>	"Sep-03"
<http://example.org/onto/individual/ENSMUSG00000046312_CNSOverLiver>	"AI464131"
<http://example.org/onto/individual/ENSMUSG00000034917_CNSOverLiver>	"Tjp3"
<http://example.org/onto/individual/ENSMUSG00000059866_CNSOverLiver>	"Tnip2"
<http://example.org/onto/individual/ENSMUSG00000029254_CNSOverLiver>	"Stap1"
<http://example.org/onto/individual/ENSMUSG00000045962_CNSOverLiver>	"Wnk1"
<http://example.org/onto/individual/ENSMUSG00000051375_CNSOverLiver>	"Pcdh1"
<http://example.org/onto/individual/ENSMUSG00000022103_CNSOverLiver>	"Gfra2"
<http://example.org/onto/individual/ENSMUSG00000004709_CNSOverLiver>	"Cd244"
<http://example.org/onto/individual/ENSMUSG00000029771_CNSOverLiver>	"Irf5"
<http://example.org/onto/individual/ENSMUSG00000078349_CNSOverLiver>	"AW011738"
<http://example.org/onto/individual/ENSMUSG00000059895_CNSOverLiver>	"Ptp4a3"
<http://example.org/onto/individual/ENSMUSG00000026069_CNSOverLiver>	"Il1rl1"
<http://example.org/onto/individual/ENSMUSG00000018459_CNSOverLiver>	"Slc13a3"
<http://example.org/onto/individual/ENSMUSG00000006356_CNSOverLiver>	"Crip2"
<http://example.org/onto/individual/ENSMUSG00000041187_CNSOverLiver>	"Prkd2"
<http://example.org/onto/individual/ENSMUSG00000042333_CNSOverLiver>	"Tnfrsf14"
<http://example.org/onto/individual/ENSMUSG00000040663_CNSOverLiver>	"Clcf1"
<http://example.org/onto/individual/ENSMUSG00000031871_CNSOverLiver>	"Cdh5"
<http://example.org/onto/individual/ENSMUSG00000074735_CNSOverLiver>	"Gm21994"
<http://example.org/onto/individual/ENSMUSG00000043932_CNSOverLiver>	"Klri2"
<http://example.org/onto/individual/ENSMUSG00000017754_CNSOverLiver>	"Pltp"
<http://example.org/onto/individual/ENSMUSG00000026915_CNSOverLiver>	"Strbp"
<http://example.org/onto/individual/ENSMUSG00000059336_CNSOverLiver>	"Slc14a1"
<http://example.org/onto/individual/ENSMUSG00000030711_CNSOverLiver>	"Sult1a1"
<http://example.org/onto/individual/ENSMUSG00000060131_CNSOverLiver>	"Atp8b4"
<http://example.org/onto/individual/ENSMUSG00000039031_CNSOverLiver>	"Arhgap18"
<http://example.org/onto/individual/ENSMUSG00000020044_CNSOverLiver>	"Timp3"
<http://example.org/onto/individual/ENSMUSG00000048897_CNSOverLiver>	"Zfp710"
