?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000017697_CNSOverLung>	"Ada"
<http://example.org/onto/individual/ENSMUSG00000079470_CNSOverLung>	"Utp14b"
<http://example.org/onto/individual/ENSMUSG00000018401_CNSOverLung>	"Mtmr4"
<http://example.org/onto/individual/ENSMUSG00000026721_CNSOverLung>	"Rabgap1l"
<http://example.org/onto/individual/ENSMUSG00000051615_CNSOverLung>	"Rap2a"
<http://example.org/onto/individual/ENSMUSG00000008193_CNSOverLung>	"Spib"
<http://example.org/onto/individual/ENSMUSG00000079298_CNSOverLung>	"Klrb1b"
<http://example.org/onto/individual/ENSMUSG00000037138_CNSOverLung>	"Aff3"
<http://example.org/onto/individual/ENSMUSG00000078816_CNSOverLung>	"Prkcg"
<http://example.org/onto/individual/ENSMUSG00000026581_CNSOverLung>	"Sell"
<http://example.org/onto/individual/ENSMUSG00000096768_CNSOverLung>	"Erdr1"
<http://example.org/onto/individual/ENSMUSG00000054263_CNSOverLung>	"Lifr"
<http://example.org/onto/individual/ENSMUSG00000040732_CNSOverLung>	"Erg"
<http://example.org/onto/individual/ENSMUSG00000033326_CNSOverLung>	"Kdm4a"
<http://example.org/onto/individual/ENSMUSG00000025492_CNSOverLung>	"Ifitm3"
<http://example.org/onto/individual/ENSMUSG00000047712_CNSOverLung>	"Ust"
<http://example.org/onto/individual/ENSMUSG00000022505_CNSOverLung>	"Emp2"
<http://example.org/onto/individual/ENSMUSG00000042507_CNSOverLung>	"Elmsan1"
<http://example.org/onto/individual/ENSMUSG00000070304_CNSOverLung>	"Scn2b"
<http://example.org/onto/individual/ENSMUSG00000036206_CNSOverLung>	"Sh3bp4"
<http://example.org/onto/individual/ENSMUSG00000044854_CNSOverLung>	"1700056E22Rik"
<http://example.org/onto/individual/ENSMUSG00000026770_CNSOverLung>	"Il2ra"
<http://example.org/onto/individual/ENSMUSG00000025959_CNSOverLung>	"Klf7"
<http://example.org/onto/individual/ENSMUSG00000024042_CNSOverLung>	"Sik1"
<http://example.org/onto/individual/ENSMUSG00000089901_CNSOverLung>	"Gm8113"
<http://example.org/onto/individual/ENSMUSG00000024673_CNSOverLung>	"Ms4a1"
<http://example.org/onto/individual/ENSMUSG00000035713_CNSOverLung>	"Usp35"
<http://example.org/onto/individual/ENSMUSG00000005611_CNSOverLung>	"Mrvi1"
<http://example.org/onto/individual/ENSMUSG00000038331_CNSOverLung>	"Satb2"
<http://example.org/onto/individual/ENSMUSG00000039891_CNSOverLung>	"Txlnb"
<http://example.org/onto/individual/ENSMUSG00000037458_CNSOverLung>	"Azin1"
<http://example.org/onto/individual/ENSMUSG00000030844_CNSOverLung>	"Rgs10"
<http://example.org/onto/individual/ENSMUSG00000089774_CNSOverLung>	"Slc5a3"
<http://example.org/onto/individual/ENSMUSG00000047751_CNSOverLung>	"Utf1"
<http://example.org/onto/individual/ENSMUSG00000051212_CNSOverLung>	"Gpr183"
<http://example.org/onto/individual/ENSMUSG00000039109_CNSOverLung>	"F13a1"
<http://example.org/onto/individual/ENSMUSG00000024190_CNSOverLung>	"Dusp1"
<http://example.org/onto/individual/ENSMUSG00000024501_CNSOverLung>	"Dpysl3"
<http://example.org/onto/individual/ENSMUSG00000000782_CNSOverLung>	"Tcf7"
<http://example.org/onto/individual/ENSMUSG00000004698_CNSOverLung>	"Hdac9"
<http://example.org/onto/individual/ENSMUSG00000034220_CNSOverLung>	"Gpc1"
<http://example.org/onto/individual/ENSMUSG00000039458_CNSOverLung>	"Mtmr12"
<http://example.org/onto/individual/ENSMUSG00000046841_CNSOverLung>	"Ckap4"
<http://example.org/onto/individual/ENSMUSG00000032387_CNSOverLung>	"Rbpms2"
<http://example.org/onto/individual/ENSMUSG00000047281_CNSOverLung>	"Sfn"
<http://example.org/onto/individual/ENSMUSG00000016526_CNSOverLung>	"Dyrk3"
<http://example.org/onto/individual/ENSMUSG00000035407_CNSOverLung>	"Kank4"
<http://example.org/onto/individual/ENSMUSG00000051236_CNSOverLung>	"Msrb3"
<http://example.org/onto/individual/ENSMUSG00000035847_CNSOverLung>	"Ids"
<http://example.org/onto/individual/ENSMUSG00000032531_CNSOverLung>	"Amotl2"
<http://example.org/onto/individual/ENSMUSG00000074141_CNSOverLung>	"Il4i1"
<http://example.org/onto/individual/ENSMUSG00000079003_CNSOverLung>	"Samd1"
<http://example.org/onto/individual/ENSMUSG00000074093_CNSOverLung>	"Svip"
<http://example.org/onto/individual/ENSMUSG00000005672_CNSOverLung>	"Kit"
<http://example.org/onto/individual/ENSMUSG00000028337_CNSOverLung>	"Coro2a"
<http://example.org/onto/individual/ENSMUSG00000000266_CNSOverLung>	"Mid2"
<http://example.org/onto/individual/ENSMUSG00000027882_CNSOverLung>	"Stxbp3a"
<http://example.org/onto/individual/ENSMUSG00000001700_CNSOverLung>	"Gramd3"
<http://example.org/onto/individual/ENSMUSG00000018930_CNSOverLung>	"Ccl4"
<http://example.org/onto/individual/ENSMUSG00000020154_CNSOverLung>	"Ptprb"
<http://example.org/onto/individual/ENSMUSG00000018648_CNSOverLung>	"Dusp14"
<http://example.org/onto/individual/ENSMUSG00000025813_CNSOverLung>	"Homer2"
<http://example.org/onto/individual/ENSMUSG00000042724_CNSOverLung>	"Map3k9"
<http://example.org/onto/individual/ENSMUSG00000015053_CNSOverLung>	"Gata2"
<http://example.org/onto/individual/ENSMUSG00000038352_CNSOverLung>	"Arl5c"
<http://example.org/onto/individual/ENSMUSG00000044749_CNSOverLung>	"Abca6"
<http://example.org/onto/individual/ENSMUSG00000024597_CNSOverLung>	"Slc12a2"
<http://example.org/onto/individual/ENSMUSG00000026875_CNSOverLung>	"Traf1"
<http://example.org/onto/individual/ENSMUSG00000020253_CNSOverLung>	"Ppm1m"
<http://example.org/onto/individual/ENSMUSG00000034488_CNSOverLung>	"Edil3"
<http://example.org/onto/individual/ENSMUSG00000089929_CNSOverLung>	"Bcl2a1b"
<http://example.org/onto/individual/ENSMUSG00000022659_CNSOverLung>	"Gcsam"
<http://example.org/onto/individual/ENSMUSG00000062175_CNSOverLung>	"Tgif2"
<http://example.org/onto/individual/ENSMUSG00000018821_CNSOverLung>	"Avpi1"
<http://example.org/onto/individual/ENSMUSG00000032000_CNSOverLung>	"Birc3"
<http://example.org/onto/individual/ENSMUSG00000052298_CNSOverLung>	"Cdc42se2"
<http://example.org/onto/individual/ENSMUSG00000043286_CNSOverLung>	"Pnpla1"
<http://example.org/onto/individual/ENSMUSG00000036452_CNSOverLung>	"Arhgap26"
<http://example.org/onto/individual/ENSMUSG00000022463_CNSOverLung>	"Srebf2"
<http://example.org/onto/individual/ENSMUSG00000013275_CNSOverLung>	"Slc41a1"
<http://example.org/onto/individual/ENSMUSG00000017386_CNSOverLung>	"Traf4"
<http://example.org/onto/individual/ENSMUSG00000078349_CNSOverLung>	"AW011738"
<http://example.org/onto/individual/ENSMUSG00000028245_CNSOverLung>	"Nsmaf"
<http://example.org/onto/individual/ENSMUSG00000031303_CNSOverLung>	"Map3k15"
<http://example.org/onto/individual/ENSMUSG00000041040_CNSOverLung>	"Fam117b"
<http://example.org/onto/individual/ENSMUSG00000029254_CNSOverLung>	"Stap1"
<http://example.org/onto/individual/ENSMUSG00000056091_CNSOverLung>	"St3gal5"
<http://example.org/onto/individual/ENSMUSG00000056370_CNSOverLung>	"Sftpb"
<http://example.org/onto/individual/ENSMUSG00000015957_CNSOverLung>	"Wnt11"
<http://example.org/onto/individual/ENSMUSG00000032726_CNSOverLung>	"Bmp8a"
<http://example.org/onto/individual/ENSMUSG00000045031_CNSOverLung>	"Cetn4"
<http://example.org/onto/individual/ENSMUSG00000066877_CNSOverLung>	"Nck2"
<http://example.org/onto/individual/ENSMUSG00000025265_CNSOverLung>	"Fgd1"
<http://example.org/onto/individual/ENSMUSG00000028435_CNSOverLung>	"Aqp3"
<http://example.org/onto/individual/ENSMUSG00000003062_CNSOverLung>	"Stard3nl"
<http://example.org/onto/individual/ENSMUSG00000017009_CNSOverLung>	"Sdc4"
<http://example.org/onto/individual/ENSMUSG00000022504_CNSOverLung>	"Ciita"
<http://example.org/onto/individual/ENSMUSG00000002799_CNSOverLung>	"Jag2"
<http://example.org/onto/individual/ENSMUSG00000028862_CNSOverLung>	"Map3k6"
<http://example.org/onto/individual/ENSMUSG00000037736_CNSOverLung>	"Limch1"
<http://example.org/onto/individual/ENSMUSG00000049521_CNSOverLung>	"Cdc42ep1"
<http://example.org/onto/individual/ENSMUSG00000019487_CNSOverLung>	"Trip10"
<http://example.org/onto/individual/ENSMUSG00000027347_CNSOverLung>	"Rasgrp1"
<http://example.org/onto/individual/ENSMUSG00000028795_CNSOverLung>	"Ccdc28b"
<http://example.org/onto/individual/ENSMUSG00000021356_CNSOverLung>	"Irf4"
<http://example.org/onto/individual/ENSMUSG00000066595_CNSOverLung>	"Mfsd7b"
<http://example.org/onto/individual/ENSMUSG00000021384_CNSOverLung>	"Susd3"
<http://example.org/onto/individual/ENSMUSG00000029338_CNSOverLung>	"Antxr2"
<http://example.org/onto/individual/ENSMUSG00000039783_CNSOverLung>	"Kmo"
<http://example.org/onto/individual/ENSMUSG00000074259_CNSOverLung>	"Gramd2"
<http://example.org/onto/individual/ENSMUSG00000021782_CNSOverLung>	"Dlg5"
<http://example.org/onto/individual/ENSMUSG00000052921_CNSOverLung>	"Arhgef15"
<http://example.org/onto/individual/ENSMUSG00000060131_CNSOverLung>	"Atp8b4"
<http://example.org/onto/individual/ENSMUSG00000022103_CNSOverLung>	"Gfra2"
<http://example.org/onto/individual/ENSMUSG00000071176_CNSOverLung>	"Arhgef10"
<http://example.org/onto/individual/ENSMUSG00000037337_CNSOverLung>	"Map4k1"
<http://example.org/onto/individual/ENSMUSG00000030787_CNSOverLung>	"Lyve1"
<http://example.org/onto/individual/ENSMUSG00000032336_CNSOverLung>	"Nptn"
<http://example.org/onto/individual/ENSMUSG00000027994_CNSOverLung>	"Ccdc109b"
<http://example.org/onto/individual/ENSMUSG00000020122_CNSOverLung>	"Egfr"
<http://example.org/onto/individual/ENSMUSG00000067925_CNSOverLung>	"Cxx1a"
<http://example.org/onto/individual/ENSMUSG00000023947_CNSOverLung>	"Nfkbie"
<http://example.org/onto/individual/ENSMUSG00000070390_CNSOverLung>	"Nlrp1b"
<http://example.org/onto/individual/ENSMUSG00000052435_CNSOverLung>	"Cebpe"
<http://example.org/onto/individual/ENSMUSG00000041598_CNSOverLung>	"Cdc42ep4"
<http://example.org/onto/individual/ENSMUSG00000074385_CNSOverLung>	"Gm10684"
<http://example.org/onto/individual/ENSMUSG00000023927_CNSOverLung>	"Satb1"
<http://example.org/onto/individual/ENSMUSG00000028347_CNSOverLung>	"Tmeff1"
<http://example.org/onto/individual/ENSMUSG00000024610_CNSOverLung>	"Cd74"
<http://example.org/onto/individual/ENSMUSG00000032092_CNSOverLung>	"Mpzl2"
<http://example.org/onto/individual/ENSMUSG00000040963_CNSOverLung>	"Asgr2"
<http://example.org/onto/individual/ENSMUSG00000047415_CNSOverLung>	"Gpr68"
<http://example.org/onto/individual/ENSMUSG00000026094_CNSOverLung>	"Stk17b"
<http://example.org/onto/individual/ENSMUSG00000027397_CNSOverLung>	"Slc20a1"
<http://example.org/onto/individual/ENSMUSG00000033191_CNSOverLung>	"Tie1"
<http://example.org/onto/individual/ENSMUSG00000039158_CNSOverLung>	"Akna"
<http://example.org/onto/individual/ENSMUSG00000028100_CNSOverLung>	"Nudt17"
<http://example.org/onto/individual/ENSMUSG00000045954_CNSOverLung>	"Sdpr"
<http://example.org/onto/individual/ENSMUSG00000023066_CNSOverLung>	"Rttn"
<http://example.org/onto/individual/ENSMUSG00000019254_CNSOverLung>	"Ppp1r12c"
<http://example.org/onto/individual/ENSMUSG00000033209_CNSOverLung>	"Ttc28"
<http://example.org/onto/individual/ENSMUSG00000047090_CNSOverLung>	"Tmem198b"
<http://example.org/onto/individual/ENSMUSG00000014852_CNSOverLung>	"Adamts13"
<http://example.org/onto/individual/ENSMUSG00000032009_CNSOverLung>	"Sesn3"
<http://example.org/onto/individual/ENSMUSG00000026628_CNSOverLung>	"Atf3"
<http://example.org/onto/individual/ENSMUSG00000015647_CNSOverLung>	"Lama5"
<http://example.org/onto/individual/ENSMUSG00000047631_CNSOverLung>	"Apof"
<http://example.org/onto/individual/ENSMUSG00000074364_CNSOverLung>	"Ehd2"
<http://example.org/onto/individual/ENSMUSG00000041649_CNSOverLung>	"Klf8"
<http://example.org/onto/individual/ENSMUSG00000034663_CNSOverLung>	"Bmp2k"
<http://example.org/onto/individual/ENSMUSG00000036781_CNSOverLung>	"Rps27l"
<http://example.org/onto/individual/ENSMUSG00000024013_CNSOverLung>	"Fgd2"
<http://example.org/onto/individual/ENSMUSG00000028341_CNSOverLung>	"Nr4a3"
<http://example.org/onto/individual/ENSMUSG00000053977_CNSOverLung>	"Cd8a"
<http://example.org/onto/individual/ENSMUSG00000020787_CNSOverLung>	"P2rx1"
<http://example.org/onto/individual/ENSMUSG00000026737_CNSOverLung>	"Pip4k2a"
<http://example.org/onto/individual/ENSMUSG00000027068_CNSOverLung>	"Dhrs9"
<http://example.org/onto/individual/ENSMUSG00000020926_CNSOverLung>	"Adam11"
<http://example.org/onto/individual/ENSMUSG00000023088_CNSOverLung>	"Abcc1"
<http://example.org/onto/individual/ENSMUSG00000032076_CNSOverLung>	"Cadm1"
<http://example.org/onto/individual/ENSMUSG00000000531_CNSOverLung>	"Grasp"
<http://example.org/onto/individual/ENSMUSG00000063659_CNSOverLung>	"Zbtb18"
<http://example.org/onto/individual/ENSMUSG00000041272_CNSOverLung>	"Tox"
<http://example.org/onto/individual/ENSMUSG00000032038_CNSOverLung>	"St3gal4"
<http://example.org/onto/individual/ENSMUSG00000041120_CNSOverLung>	"Nbl1"
<http://example.org/onto/individual/ENSMUSG00000047123_CNSOverLung>	"Ticam1"
<http://example.org/onto/individual/ENSMUSG00000021789_CNSOverLung>	"Sftpa1"
<http://example.org/onto/individual/ENSMUSG00000034037_CNSOverLung>	"Fgd5"
<http://example.org/onto/individual/ENSMUSG00000046280_CNSOverLung>	"She"
<http://example.org/onto/individual/ENSMUSG00000047139_CNSOverLung>	"Cd24a"
<http://example.org/onto/individual/ENSMUSG00000056724_CNSOverLung>	"Nbeal2"
<http://example.org/onto/individual/ENSMUSG00000030946_CNSOverLung>	"Lhpp"
<http://example.org/onto/individual/ENSMUSG00000028944_CNSOverLung>	"Prkag2"
<http://example.org/onto/individual/ENSMUSG00000062939_CNSOverLung>	"Stat4"
<http://example.org/onto/individual/ENSMUSG00000030760_CNSOverLung>	"Acer3"
<http://example.org/onto/individual/ENSMUSG00000022793_CNSOverLung>	"B4galt4"
<http://example.org/onto/individual/ENSMUSG00000041642_CNSOverLung>	"Kif21b"
<http://example.org/onto/individual/ENSMUSG00000035513_CNSOverLung>	"Ntng2"
<http://example.org/onto/individual/ENSMUSG00000027533_CNSOverLung>	"Fabp5"
<http://example.org/onto/individual/ENSMUSG00000036432_CNSOverLung>	"Siah2"
<http://example.org/onto/individual/ENSMUSG00000048376_CNSOverLung>	"F2r"
<http://example.org/onto/individual/ENSMUSG00000024238_CNSOverLung>	"Zeb1"
<http://example.org/onto/individual/ENSMUSG00000034156_CNSOverLung>	"Bzrap1"
<http://example.org/onto/individual/ENSMUSG00000043099_CNSOverLung>	"Hic1"
<http://example.org/onto/individual/ENSMUSG00000048216_CNSOverLung>	"Gpr85"
<http://example.org/onto/individual/ENSMUSG00000028076_CNSOverLung>	"Cd1d1"
<http://example.org/onto/individual/ENSMUSG00000032244_CNSOverLung>	"Fem1b"
<http://example.org/onto/individual/ENSMUSG00000042821_CNSOverLung>	"Snai1"
<http://example.org/onto/individual/ENSMUSG00000046733_CNSOverLung>	"Gprc5a"
<http://example.org/onto/individual/ENSMUSG00000022351_CNSOverLung>	"Sqle"
<http://example.org/onto/individual/ENSMUSG00000039578_CNSOverLung>	"Ccser1"
<http://example.org/onto/individual/ENSMUSG00000013846_CNSOverLung>	"St3gal1"
<http://example.org/onto/individual/ENSMUSG00000055235_CNSOverLung>	"Wdr86"
<http://example.org/onto/individual/ENSMUSG00000024899_CNSOverLung>	"Papss2"
<http://example.org/onto/individual/ENSMUSG00000079363_CNSOverLung>	"Gbp4"
<http://example.org/onto/individual/ENSMUSG00000025931_CNSOverLung>	"Paqr8"
<http://example.org/onto/individual/ENSMUSG00000090164_CNSOverLung>	"BC035044"
<http://example.org/onto/individual/ENSMUSG00000066278_CNSOverLung>	"Vps37b"
<http://example.org/onto/individual/ENSMUSG00000024206_CNSOverLung>	"Rfx2"
<http://example.org/onto/individual/ENSMUSG00000030041_CNSOverLung>	"M1ap"
<http://example.org/onto/individual/ENSMUSG00000076514_CNSOverLung>	"Igkv17-121"
<http://example.org/onto/individual/ENSMUSG00000031486_CNSOverLung>	"Adgra2"
<http://example.org/onto/individual/ENSMUSG00000042677_CNSOverLung>	"Zc3h12a"
<http://example.org/onto/individual/ENSMUSG00000042978_CNSOverLung>	"Sbk1"
<http://example.org/onto/individual/ENSMUSG00000040663_CNSOverLung>	"Clcf1"
<http://example.org/onto/individual/ENSMUSG00000074417_CNSOverLung>	"Gm14548"
<http://example.org/onto/individual/ENSMUSG00000041688_CNSOverLung>	"Amot"
<http://example.org/onto/individual/ENSMUSG00000019256_CNSOverLung>	"Ahr"
<http://example.org/onto/individual/ENSMUSG00000028525_CNSOverLung>	"Pde4b"
<http://example.org/onto/individual/ENSMUSG00000073987_CNSOverLung>	"Ggh"
<http://example.org/onto/individual/ENSMUSG00000005465_CNSOverLung>	"Il27ra"
<http://example.org/onto/individual/ENSMUSG00000030717_CNSOverLung>	"Nupr1"
<http://example.org/onto/individual/ENSMUSG00000030352_CNSOverLung>	"Tspan9"
<http://example.org/onto/individual/ENSMUSG00000000278_CNSOverLung>	"Scpep1"
<http://example.org/onto/individual/ENSMUSG00000025656_CNSOverLung>	"Arhgef9"
<http://example.org/onto/individual/ENSMUSG00000058446_CNSOverLung>	"Znrf2"
<http://example.org/onto/individual/ENSMUSG00000033450_CNSOverLung>	"Tagap"
<http://example.org/onto/individual/ENSMUSG00000006344_CNSOverLung>	"Ggt5"
<http://example.org/onto/individual/ENSMUSG00000029560_CNSOverLung>	"Snx8"
<http://example.org/onto/individual/ENSMUSG00000026070_CNSOverLung>	"Il18r1"
<http://example.org/onto/individual/ENSMUSG00000044703_CNSOverLung>	"Phf11a"
<http://example.org/onto/individual/ENSMUSG00000025612_CNSOverLung>	"Bach1"
<http://example.org/onto/individual/ENSMUSG00000075702_CNSOverLung>	"Selm"
<http://example.org/onto/individual/ENSMUSG00000019817_CNSOverLung>	"Plagl1"
<http://example.org/onto/individual/ENSMUSG00000040165_CNSOverLung>	"Cd209c"
<http://example.org/onto/individual/ENSMUSG00000046058_CNSOverLung>	"Eid2"
<http://example.org/onto/individual/ENSMUSG00000053965_CNSOverLung>	"Pde5a"
<http://example.org/onto/individual/ENSMUSG00000029333_CNSOverLung>	"Rasgef1b"
<http://example.org/onto/individual/ENSMUSG00000020614_CNSOverLung>	"Fam20a"
<http://example.org/onto/individual/ENSMUSG00000041538_CNSOverLung>	"H2-Ob"
<http://example.org/onto/individual/ENSMUSG00000030329_CNSOverLung>	"Pianp"
<http://example.org/onto/individual/ENSMUSG00000031129_CNSOverLung>	"Slc9a9"
<http://example.org/onto/individual/ENSMUSG00000013584_CNSOverLung>	"Aldh1a2"
<http://example.org/onto/individual/ENSMUSG00000052384_CNSOverLung>	"Nrros"
<http://example.org/onto/individual/ENSMUSG00000074505_CNSOverLung>	"Fat3"
<http://example.org/onto/individual/ENSMUSG00000028931_CNSOverLung>	"Kcnab2"
<http://example.org/onto/individual/ENSMUSG00000002006_CNSOverLung>	"Pdzd4"
<http://example.org/onto/individual/ENSMUSG00000026546_CNSOverLung>	"Cfap45"
<http://example.org/onto/individual/ENSMUSG00000018819_CNSOverLung>	"Lsp1"
<http://example.org/onto/individual/ENSMUSG00000027134_CNSOverLung>	"Lpcat4"
<http://example.org/onto/individual/ENSMUSG00000048332_CNSOverLung>	"Lhfp"
<http://example.org/onto/individual/ENSMUSG00000000093_CNSOverLung>	"Tbx2"
<http://example.org/onto/individual/ENSMUSG00000062345_CNSOverLung>	"Serpinb2"
<http://example.org/onto/individual/ENSMUSG00000045394_CNSOverLung>	"Epcam"
<http://example.org/onto/individual/ENSMUSG00000074305_CNSOverLung>	"Peak1"
<http://example.org/onto/individual/ENSMUSG00000066456_CNSOverLung>	"Hmgn3"
<http://example.org/onto/individual/ENSMUSG00000004891_CNSOverLung>	"Nes"
<http://example.org/onto/individual/ENSMUSG00000026341_CNSOverLung>	"Actr3"
<http://example.org/onto/individual/ENSMUSG00000029287_CNSOverLung>	"Tgfbr3"
<http://example.org/onto/individual/ENSMUSG00000026072_CNSOverLung>	"Il1r1"
<http://example.org/onto/individual/ENSMUSG00000027800_CNSOverLung>	"Tm4sf1"
<http://example.org/onto/individual/ENSMUSG00000049037_CNSOverLung>	"Clec4a1"
<http://example.org/onto/individual/ENSMUSG00000062825_CNSOverLung>	"Actg1"
<http://example.org/onto/individual/ENSMUSG00000022885_CNSOverLung>	"St6gal1"
<http://example.org/onto/individual/ENSMUSG00000063049_CNSOverLung>	"Ing2"
<http://example.org/onto/individual/ENSMUSG00000011256_CNSOverLung>	"Adam19"
<http://example.org/onto/individual/ENSMUSG00000027173_CNSOverLung>	"Depdc7"
<http://example.org/onto/individual/ENSMUSG00000020397_CNSOverLung>	"Med7"
<http://example.org/onto/individual/ENSMUSG00000042842_CNSOverLung>	"Serpinb6b"
<http://example.org/onto/individual/ENSMUSG00000060591_CNSOverLung>	"Ifitm2"
<http://example.org/onto/individual/ENSMUSG00000041164_CNSOverLung>	"Zmiz2"
<http://example.org/onto/individual/ENSMUSG00000028268_CNSOverLung>	"Gbp3"
<http://example.org/onto/individual/ENSMUSG00000030223_CNSOverLung>	"Ptpro"
<http://example.org/onto/individual/ENSMUSG00000048661_CNSOverLung>	"Lemd3"
<http://example.org/onto/individual/ENSMUSG00000022074_CNSOverLung>	"Tnfrsf10b"
<http://example.org/onto/individual/ENSMUSG00000016128_CNSOverLung>	"Stard13"
<http://example.org/onto/individual/ENSMUSG00000026630_CNSOverLung>	"Batf3"
<http://example.org/onto/individual/ENSMUSG00000070305_CNSOverLung>	"Mpzl3"
<http://example.org/onto/individual/ENSMUSG00000030772_CNSOverLung>	"Dkk3"
<http://example.org/onto/individual/ENSMUSG00000030365_CNSOverLung>	"Clec2i"
<http://example.org/onto/individual/ENSMUSG00000030067_CNSOverLung>	"Foxp1"
<http://example.org/onto/individual/ENSMUSG00000017493_CNSOverLung>	"Igfbp4"
<http://example.org/onto/individual/ENSMUSG00000015396_CNSOverLung>	"Cd83"
<http://example.org/onto/individual/ENSMUSG00000005125_CNSOverLung>	"Ndrg1"
<http://example.org/onto/individual/ENSMUSG00000024677_CNSOverLung>	"Ms4a6b"
<http://example.org/onto/individual/ENSMUSG00000019866_CNSOverLung>	"Aim1"
<http://example.org/onto/individual/ENSMUSG00000002881_CNSOverLung>	"Nab1"
<http://example.org/onto/individual/ENSMUSG00000022722_CNSOverLung>	"Arl6"
<http://example.org/onto/individual/ENSMUSG00000006638_CNSOverLung>	"Abhd1"
<http://example.org/onto/individual/ENSMUSG00000025491_CNSOverLung>	"Ifitm1"
<http://example.org/onto/individual/ENSMUSG00000045827_CNSOverLung>	"Serpinb9"
<http://example.org/onto/individual/ENSMUSG00000031493_CNSOverLung>	"Ggn"
<http://example.org/onto/individual/ENSMUSG00000073386_CNSOverLung>	"9830107B12Rik"
<http://example.org/onto/individual/ENSMUSG00000001053_CNSOverLung>	"N4bp3"
<http://example.org/onto/individual/ENSMUSG00000030583_CNSOverLung>	"Sipa1l3"
<http://example.org/onto/individual/ENSMUSG00000021390_CNSOverLung>	"Ogn"
<http://example.org/onto/individual/ENSMUSG00000027339_CNSOverLung>	"Rassf2"
<http://example.org/onto/individual/ENSMUSG00000030592_CNSOverLung>	"Ryr1"
<http://example.org/onto/individual/ENSMUSG00000001270_CNSOverLung>	"Ckb"
<http://example.org/onto/individual/ENSMUSG00000029096_CNSOverLung>	"Htra3"
<http://example.org/onto/individual/ENSMUSG00000042272_CNSOverLung>	"Sestd1"
<http://example.org/onto/individual/ENSMUSG00000035000_CNSOverLung>	"Dpp4"
<http://example.org/onto/individual/ENSMUSG00000016520_CNSOverLung>	"Lnx2"
<http://example.org/onto/individual/ENSMUSG00000017754_CNSOverLung>	"Pltp"
<http://example.org/onto/individual/ENSMUSG00000020941_CNSOverLung>	"Map3k14"
<http://example.org/onto/individual/ENSMUSG00000001020_CNSOverLung>	"S100a4"
<http://example.org/onto/individual/ENSMUSG00000051506_CNSOverLung>	"Wdfy4"
<http://example.org/onto/individual/ENSMUSG00000046516_CNSOverLung>	"Cox17"
<http://example.org/onto/individual/ENSMUSG00000052155_CNSOverLung>	"Acvr2a"
<http://example.org/onto/individual/ENSMUSG00000028195_CNSOverLung>	"Cyr61"
<http://example.org/onto/individual/ENSMUSG00000049848_CNSOverLung>	"Ceacam19"
<http://example.org/onto/individual/ENSMUSG00000079659_CNSOverLung>	"Tmem243"
<http://example.org/onto/individual/ENSMUSG00000095595_CNSOverLung>	"Fam177a"
<http://example.org/onto/individual/ENSMUSG00000050578_CNSOverLung>	"Mmp13"
<http://example.org/onto/individual/ENSMUSG00000023067_CNSOverLung>	"Cdkn1a"
<http://example.org/onto/individual/ENSMUSG00000030427_CNSOverLung>	"Lilra6"
<http://example.org/onto/individual/ENSMUSG00000020682_CNSOverLung>	"Mmp28"
<http://example.org/onto/individual/ENSMUSG00000040675_CNSOverLung>	"Mthfd1l"
<http://example.org/onto/individual/ENSMUSG00000023903_CNSOverLung>	"Mmp25"
<http://example.org/onto/individual/ENSMUSG00000003444_CNSOverLung>	"Med29"
<http://example.org/onto/individual/ENSMUSG00000053192_CNSOverLung>	"Mllt11"
<http://example.org/onto/individual/ENSMUSG00000032299_CNSOverLung>	"Commd4"
<http://example.org/onto/individual/ENSMUSG00000068105_CNSOverLung>	"Tnfrsf13c"
<http://example.org/onto/individual/ENSMUSG00000032578_CNSOverLung>	"Cish"
<http://example.org/onto/individual/ENSMUSG00000044786_CNSOverLung>	"Zfp36"
<http://example.org/onto/individual/ENSMUSG00000044033_CNSOverLung>	"Ccdc141"
<http://example.org/onto/individual/ENSMUSG00000022440_CNSOverLung>	"C1qtnf6"
<http://example.org/onto/individual/ENSMUSG00000042249_CNSOverLung>	"Adrbk2"
<http://example.org/onto/individual/ENSMUSG00000054986_CNSOverLung>	"Sec14l3"
<http://example.org/onto/individual/ENSMUSG00000052821_CNSOverLung>	"Cysltr1"
<http://example.org/onto/individual/ENSMUSG00000018500_CNSOverLung>	"Adora2b"
<http://example.org/onto/individual/ENSMUSG00000025078_CNSOverLung>	"Nhlrc2"
<http://example.org/onto/individual/ENSMUSG00000040717_CNSOverLung>	"Il17rd"
<http://example.org/onto/individual/ENSMUSG00000030203_CNSOverLung>	"Dusp16"
<http://example.org/onto/individual/ENSMUSG00000025964_CNSOverLung>	"Adam23"
<http://example.org/onto/individual/ENSMUSG00000027175_CNSOverLung>	"Tcp11l1"
<http://example.org/onto/individual/ENSMUSG00000030643_CNSOverLung>	"Rab30"
<http://example.org/onto/individual/ENSMUSG00000068335_CNSOverLung>	"Dok1"
<http://example.org/onto/individual/ENSMUSG00000057337_CNSOverLung>	"Chst3"
<http://example.org/onto/individual/ENSMUSG00000028617_CNSOverLung>	"Lrrc42"
<http://example.org/onto/individual/ENSMUSG00000057948_CNSOverLung>	"Unc13d"
<http://example.org/onto/individual/ENSMUSG00000030265_CNSOverLung>	"Kras"
