?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000070529_CNSOverLiver>	"Wfdc10"
<http://example.org/onto/individual/ENSMUSG00000003665_CNSOverLiver>	"Has1"
<http://example.org/onto/individual/ENSMUSG00000047884_CNSOverLiver>	"Klk9"
<http://example.org/onto/individual/ENSMUSG00000034226_CNSOverLiver>	"Rhov"
<http://example.org/onto/individual/ENSMUSG00000031447_CNSOverLiver>	"Lamp1"
<http://example.org/onto/individual/ENSMUSG00000031740_CNSOverLiver>	"Mmp2"
<http://example.org/onto/individual/ENSMUSG00000020932_CNSOverLiver>	"Gfap"
<http://example.org/onto/individual/ENSMUSG00000032633_CNSOverLiver>	"Flcn"
<http://example.org/onto/individual/ENSMUSG00000041762_CNSOverLiver>	"Gpr155"
<http://example.org/onto/individual/ENSMUSG00000035164_CNSOverLiver>	"Zc3h12c"
<http://example.org/onto/individual/ENSMUSG00000030742_CNSOverLiver>	"Lat"
<http://example.org/onto/individual/ENSMUSG00000039270_CNSOverLiver>	"Megf9"
<http://example.org/onto/individual/ENSMUSG00000038523_CNSOverLiver>	"1700003F12Rik"
<http://example.org/onto/individual/ENSMUSG00000027273_CNSOverLiver>	"Snap25"
<http://example.org/onto/individual/ENSMUSG00000035107_CNSOverLiver>	"Dcbld2"
<http://example.org/onto/individual/ENSMUSG00000060260_CNSOverLiver>	"Pwwp2b"
<http://example.org/onto/individual/ENSMUSG00000003545_CNSOverLiver>	"Fosb"
<http://example.org/onto/individual/ENSMUSG00000044641_CNSOverLiver>	"Pard6b"
<http://example.org/onto/individual/ENSMUSG00000003038_CNSOverLiver>	"Hmgn2"
<http://example.org/onto/individual/ENSMUSG00000090150_CNSOverLiver>	"Acad11"
<http://example.org/onto/individual/ENSMUSG00000025746_CNSOverLiver>	"Il6"
<http://example.org/onto/individual/ENSMUSG00000026490_CNSOverLiver>	"Cdc42bpa"
<http://example.org/onto/individual/ENSMUSG00000019947_CNSOverLiver>	"Arid5b"
<http://example.org/onto/individual/ENSMUSG00000066235_CNSOverLiver>	"Pomgnt2"
<http://example.org/onto/individual/ENSMUSG00000024242_CNSOverLiver>	"Map4k3"
<http://example.org/onto/individual/ENSMUSG00000050064_CNSOverLiver>	"Zfp697"
<http://example.org/onto/individual/ENSMUSG00000033960_CNSOverLiver>	"9430020K01Rik"
<http://example.org/onto/individual/ENSMUSG00000005268_CNSOverLiver>	"Prlr"
<http://example.org/onto/individual/ENSMUSG00000045362_CNSOverLiver>	"Tnfrsf26"
<http://example.org/onto/individual/ENSMUSG00000056665_CNSOverLiver>	"Them6"
<http://example.org/onto/individual/ENSMUSG00000047250_CNSOverLiver>	"Ptgs1"
<http://example.org/onto/individual/ENSMUSG00000042745_CNSOverLiver>	"Id1"
<http://example.org/onto/individual/ENSMUSG00000056656_CNSOverLiver>	"Apol8"
<http://example.org/onto/individual/ENSMUSG00000038456_CNSOverLiver>	"Dennd2a"
<http://example.org/onto/individual/ENSMUSG00000034707_CNSOverLiver>	"Gns"
<http://example.org/onto/individual/ENSMUSG00000025579_CNSOverLiver>	"Gaa"
<http://example.org/onto/individual/ENSMUSG00000054422_CNSOverLiver>	"Fabp1"
<http://example.org/onto/individual/ENSMUSG00000041729_CNSOverLiver>	"Coro2b"
<http://example.org/onto/individual/ENSMUSG00000063234_CNSOverLiver>	"Gpr84"
<http://example.org/onto/individual/ENSMUSG00000024430_CNSOverLiver>	"Cabyr"
<http://example.org/onto/individual/ENSMUSG00000023008_CNSOverLiver>	"Fmnl3"
<http://example.org/onto/individual/ENSMUSG00000037606_CNSOverLiver>	"Osbpl5"
<http://example.org/onto/individual/ENSMUSG00000030545_CNSOverLiver>	"Pex11a"
<http://example.org/onto/individual/ENSMUSG00000040325_CNSOverLiver>	"Vprbp"
<http://example.org/onto/individual/ENSMUSG00000028114_CNSOverLiver>	"Mettl14"
<http://example.org/onto/individual/ENSMUSG00000018593_CNSOverLiver>	"Sparc"
<http://example.org/onto/individual/ENSMUSG00000040321_CNSOverLiver>	"Zfp770"
<http://example.org/onto/individual/ENSMUSG00000028339_CNSOverLiver>	"Col15a1"
<http://example.org/onto/individual/ENSMUSG00000042821_CNSOverLiver>	"Snai1"
<http://example.org/onto/individual/ENSMUSG00000040560_CNSOverLiver>	"Wdr7"
<http://example.org/onto/individual/ENSMUSG00000032135_CNSOverLiver>	"Mcam"
<http://example.org/onto/individual/ENSMUSG00000045730_CNSOverLiver>	"Adrb2"
<http://example.org/onto/individual/ENSMUSG00000022555_CNSOverLiver>	"Dgat1"
<http://example.org/onto/individual/ENSMUSG00000042331_CNSOverLiver>	"Specc1"
<http://example.org/onto/individual/ENSMUSG00000011154_CNSOverLiver>	"1700026D08Rik"
<http://example.org/onto/individual/ENSMUSG00000030187_CNSOverLiver>	"Klra2"
<http://example.org/onto/individual/ENSMUSG00000029156_CNSOverLiver>	"Sgcb"
<http://example.org/onto/individual/ENSMUSG00000035200_CNSOverLiver>	"Chrnb4"
<http://example.org/onto/individual/ENSMUSG00000008348_CNSOverLiver>	"Ubc"
<http://example.org/onto/individual/ENSMUSG00000023911_CNSOverLiver>	"Flywch2"
<http://example.org/onto/individual/ENSMUSG00000028007_CNSOverLiver>	"Snx7"
<http://example.org/onto/individual/ENSMUSG00000023460_CNSOverLiver>	"Rab12"
<http://example.org/onto/individual/ENSMUSG00000058022_CNSOverLiver>	"Adtrp"
<http://example.org/onto/individual/ENSMUSG00000033948_CNSOverLiver>	"Zswim5"
<http://example.org/onto/individual/ENSMUSG00000029596_CNSOverLiver>	"Sdsl"
<http://example.org/onto/individual/ENSMUSG00000061143_CNSOverLiver>	"Maml3"
<http://example.org/onto/individual/ENSMUSG00000036381_CNSOverLiver>	"P2ry14"
<http://example.org/onto/individual/ENSMUSG00000034173_CNSOverLiver>	"Zbed5"
<http://example.org/onto/individual/ENSMUSG00000074361_CNSOverLiver>	"C5ar2"
<http://example.org/onto/individual/ENSMUSG00000010609_CNSOverLiver>	"Psen2"
<http://example.org/onto/individual/ENSMUSG00000024302_CNSOverLiver>	"Dtna"
<http://example.org/onto/individual/ENSMUSG00000069633_CNSOverLiver>	"Pex11g"
<http://example.org/onto/individual/ENSMUSG00000070047_CNSOverLiver>	"Fat1"
<http://example.org/onto/individual/ENSMUSG00000051510_CNSOverLiver>	"Mafg"
<http://example.org/onto/individual/ENSMUSG00000096145_CNSOverLiver>	"Vkorc1"
<http://example.org/onto/individual/ENSMUSG00000056501_CNSOverLiver>	"Cebpb"
<http://example.org/onto/individual/ENSMUSG00000032827_CNSOverLiver>	"Ppp1r9a"
<http://example.org/onto/individual/ENSMUSG00000023992_CNSOverLiver>	"Trem2"
<http://example.org/onto/individual/ENSMUSG00000001095_CNSOverLiver>	"Slc13a2"
<http://example.org/onto/individual/ENSMUSG00000038375_CNSOverLiver>	"Trp53inp2"
<http://example.org/onto/individual/ENSMUSG00000053398_CNSOverLiver>	"Phgdh"
<http://example.org/onto/individual/ENSMUSG00000063972_CNSOverLiver>	"Nr6a1"
<http://example.org/onto/individual/ENSMUSG00000016496_CNSOverLiver>	"Cd274"
<http://example.org/onto/individual/ENSMUSG00000030577_CNSOverLiver>	"Cd22"
<http://example.org/onto/individual/ENSMUSG00000026202_CNSOverLiver>	"Tuba4a"
<http://example.org/onto/individual/ENSMUSG00000015476_CNSOverLiver>	"Prrt1"
<http://example.org/onto/individual/ENSMUSG00000032204_CNSOverLiver>	"Aqp9"
<http://example.org/onto/individual/ENSMUSG00000028389_CNSOverLiver>	"Zfp37"
<http://example.org/onto/individual/ENSMUSG00000005089_CNSOverLiver>	"Slc1a2"
<http://example.org/onto/individual/ENSMUSG00000031532_CNSOverLiver>	"Saraf"
<http://example.org/onto/individual/ENSMUSG00000021636_CNSOverLiver>	"Marveld2"
<http://example.org/onto/individual/ENSMUSG00000038527_CNSOverLiver>	"C1rl"
<http://example.org/onto/individual/ENSMUSG00000056476_CNSOverLiver>	"Med12l"
<http://example.org/onto/individual/ENSMUSG00000034765_CNSOverLiver>	"Dusp5"
<http://example.org/onto/individual/ENSMUSG00000021710_CNSOverLiver>	"Nln"
<http://example.org/onto/individual/ENSMUSG00000021493_CNSOverLiver>	"Pdlim7"
<http://example.org/onto/individual/ENSMUSG00000015202_CNSOverLiver>	"Cnksr3"
<http://example.org/onto/individual/ENSMUSG00000048498_CNSOverLiver>	"Cd300e"
<http://example.org/onto/individual/ENSMUSG00000003355_CNSOverLiver>	"Fkbp11"
<http://example.org/onto/individual/ENSMUSG00000004631_CNSOverLiver>	"Sgce"
<http://example.org/onto/individual/ENSMUSG00000073771_CNSOverLiver>	"Btbd19"
<http://example.org/onto/individual/ENSMUSG00000023243_CNSOverLiver>	"Kcnk5"
<http://example.org/onto/individual/ENSMUSG00000028976_CNSOverLiver>	"Slc2a5"
<http://example.org/onto/individual/ENSMUSG00000041945_CNSOverLiver>	"Mfsd9"
<http://example.org/onto/individual/ENSMUSG00000026600_CNSOverLiver>	"Soat1"
<http://example.org/onto/individual/ENSMUSG00000029364_CNSOverLiver>	"Wsb2"
<http://example.org/onto/individual/ENSMUSG00000039633_CNSOverLiver>	"Lonrf1"
<http://example.org/onto/individual/ENSMUSG00000020275_CNSOverLiver>	"Rel"
<http://example.org/onto/individual/ENSMUSG00000039246_CNSOverLiver>	"Lyplal1"
<http://example.org/onto/individual/ENSMUSG00000027333_CNSOverLiver>	"Smox"
<http://example.org/onto/individual/ENSMUSG00000015027_CNSOverLiver>	"Galns"
<http://example.org/onto/individual/ENSMUSG00000004151_CNSOverLiver>	"Etv1"
<http://example.org/onto/individual/ENSMUSG00000012519_CNSOverLiver>	"Mlkl"
<http://example.org/onto/individual/ENSMUSG00000036887_CNSOverLiver>	"C1qa"
<http://example.org/onto/individual/ENSMUSG00000026938_CNSOverLiver>	"Fcna"
<http://example.org/onto/individual/ENSMUSG00000040564_CNSOverLiver>	"Apoc1"
