?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000063889_CNSOverLiver>	"Crem"
<http://example.org/onto/individual/ENSMUSG00000079450_CNSOverLiver>	"3110007F17Rik"
<http://example.org/onto/individual/ENSMUSG00000006235_CNSOverLiver>	"Epor"
<http://example.org/onto/individual/ENSMUSG00000035473_CNSOverLiver>	"Galm"
<http://example.org/onto/individual/ENSMUSG00000027438_CNSOverLiver>	"Napb"
<http://example.org/onto/individual/ENSMUSG00000048200_CNSOverLiver>	"Cracr2b"
<http://example.org/onto/individual/ENSMUSG00000023905_CNSOverLiver>	"Tnfrsf12a"
<http://example.org/onto/individual/ENSMUSG00000041324_CNSOverLiver>	"Inhba"
<http://example.org/onto/individual/ENSMUSG00000051177_CNSOverLiver>	"Plcb1"
<http://example.org/onto/individual/ENSMUSG00000002997_CNSOverLiver>	"Prkar2b"
<http://example.org/onto/individual/ENSMUSG00000031562_CNSOverLiver>	"Dctd"
<http://example.org/onto/individual/ENSMUSG00000033788_CNSOverLiver>	"Dysf"
<http://example.org/onto/individual/ENSMUSG00000047222_CNSOverLiver>	"Rnase2a"
<http://example.org/onto/individual/ENSMUSG00000036667_CNSOverLiver>	"Tcaf1"
<http://example.org/onto/individual/ENSMUSG00000038894_CNSOverLiver>	"Irs2"
<http://example.org/onto/individual/ENSMUSG00000046794_CNSOverLiver>	"Ppp1r3b"
<http://example.org/onto/individual/ENSMUSG00000040813_CNSOverLiver>	"Tex264"
<http://example.org/onto/individual/ENSMUSG00000060002_CNSOverLiver>	"Chpt1"
<http://example.org/onto/individual/ENSMUSG00000073557_CNSOverLiver>	"Ppp1r12b"
<http://example.org/onto/individual/ENSMUSG00000039153_CNSOverLiver>	"Runx2"
<http://example.org/onto/individual/ENSMUSG00000060675_CNSOverLiver>	"Pla2g16"
<http://example.org/onto/individual/ENSMUSG00000042485_CNSOverLiver>	"Mustn1"
<http://example.org/onto/individual/ENSMUSG00000052415_CNSOverLiver>	"Tchh"
<http://example.org/onto/individual/ENSMUSG00000024892_CNSOverLiver>	"Pcx"
<http://example.org/onto/individual/ENSMUSG00000069516_CNSOverLiver>	"Lyz2"
<http://example.org/onto/individual/ENSMUSG00000047293_CNSOverLiver>	"Gpr15"
<http://example.org/onto/individual/ENSMUSG00000025738_CNSOverLiver>	"Fbxl16"
<http://example.org/onto/individual/ENSMUSG00000024228_CNSOverLiver>	"Nudt12"
<http://example.org/onto/individual/ENSMUSG00000046985_CNSOverLiver>	"Tapt1"
<http://example.org/onto/individual/ENSMUSG00000051586_CNSOverLiver>	"Mical3"
<http://example.org/onto/individual/ENSMUSG00000019970_CNSOverLiver>	"Sgk1"
<http://example.org/onto/individual/ENSMUSG00000022018_CNSOverLiver>	"Rgcc"
<http://example.org/onto/individual/ENSMUSG00000022479_CNSOverLiver>	"Vdr"
<http://example.org/onto/individual/ENSMUSG00000033871_CNSOverLiver>	"Ppargc1b"
<http://example.org/onto/individual/ENSMUSG00000038371_CNSOverLiver>	"Sbf2"
<http://example.org/onto/individual/ENSMUSG00000022853_CNSOverLiver>	"Ehhadh"
<http://example.org/onto/individual/ENSMUSG00000006932_CNSOverLiver>	"Ctnnb1"
<http://example.org/onto/individual/ENSMUSG00000025044_CNSOverLiver>	"Msr1"
<http://example.org/onto/individual/ENSMUSG00000025324_CNSOverLiver>	"Atp10a"
<http://example.org/onto/individual/ENSMUSG00000055013_CNSOverLiver>	"Agap1"
<http://example.org/onto/individual/ENSMUSG00000026383_CNSOverLiver>	"Epb4.1l5"
<http://example.org/onto/individual/ENSMUSG00000014164_CNSOverLiver>	"Klhl3"
<http://example.org/onto/individual/ENSMUSG00000030246_CNSOverLiver>	"Ldhb"
<http://example.org/onto/individual/ENSMUSG00000029456_CNSOverLiver>	"Acad10"
<http://example.org/onto/individual/ENSMUSG00000040855_CNSOverLiver>	"Reps2"
<http://example.org/onto/individual/ENSMUSG00000040152_CNSOverLiver>	"Thbs1"
<http://example.org/onto/individual/ENSMUSG00000031458_CNSOverLiver>	"Coprs"
<http://example.org/onto/individual/ENSMUSG00000022150_CNSOverLiver>	"Dab2"
<http://example.org/onto/individual/ENSMUSG00000029229_CNSOverLiver>	"Chic2"
<http://example.org/onto/individual/ENSMUSG00000041420_CNSOverLiver>	"Meis3"
<http://example.org/onto/individual/ENSMUSG00000007867_CNSOverLiver>	"Ift43"
<http://example.org/onto/individual/ENSMUSG00000048490_CNSOverLiver>	"Nrip1"
<http://example.org/onto/individual/ENSMUSG00000024371_CNSOverLiver>	"C2"
<http://example.org/onto/individual/ENSMUSG00000050075_CNSOverLiver>	"Gpr171"
<http://example.org/onto/individual/ENSMUSG00000022562_CNSOverLiver>	"Oplah"
<http://example.org/onto/individual/ENSMUSG00000038642_CNSOverLiver>	"Ctss"
<http://example.org/onto/individual/ENSMUSG00000048772_CNSOverLiver>	"Tmem53"
<http://example.org/onto/individual/ENSMUSG00000029999_CNSOverLiver>	"Tgfa"
<http://example.org/onto/individual/ENSMUSG00000060923_CNSOverLiver>	"Acyp2"
<http://example.org/onto/individual/ENSMUSG00000027864_CNSOverLiver>	"Ptgfrn"
<http://example.org/onto/individual/ENSMUSG00000033863_CNSOverLiver>	"Klf9"
<http://example.org/onto/individual/ENSMUSG00000022895_CNSOverLiver>	"Ets2"
<http://example.org/onto/individual/ENSMUSG00000022305_CNSOverLiver>	"Lrp12"
<http://example.org/onto/individual/ENSMUSG00000021094_CNSOverLiver>	"Dhrs7"
<http://example.org/onto/individual/ENSMUSG00000003812_CNSOverLiver>	"Dnase2a"
<http://example.org/onto/individual/ENSMUSG00000021767_CNSOverLiver>	"Kat6b"
<http://example.org/onto/individual/ENSMUSG00000060397_CNSOverLiver>	"Zfp128"
<http://example.org/onto/individual/ENSMUSG00000046598_CNSOverLiver>	"Bdh1"
<http://example.org/onto/individual/ENSMUSG00000037710_CNSOverLiver>	"Cisd1"
<http://example.org/onto/individual/ENSMUSG00000035105_CNSOverLiver>	"Egln3"
<http://example.org/onto/individual/ENSMUSG00000035992_CNSOverLiver>	"Fnip1"
<http://example.org/onto/individual/ENSMUSG00000023068_CNSOverLiver>	"Nus1"
<http://example.org/onto/individual/ENSMUSG00000041491_CNSOverLiver>	"Cep78"
<http://example.org/onto/individual/ENSMUSG00000018570_CNSOverLiver>	"2810408A11Rik"
<http://example.org/onto/individual/ENSMUSG00000022750_CNSOverLiver>	"Klhl22"
<http://example.org/onto/individual/ENSMUSG00000024985_CNSOverLiver>	"Tcf7l2"
<http://example.org/onto/individual/ENSMUSG00000047409_CNSOverLiver>	"Ctdspl"
<http://example.org/onto/individual/ENSMUSG00000022303_CNSOverLiver>	"Dcstamp"
<http://example.org/onto/individual/ENSMUSG00000041757_CNSOverLiver>	"Plekha6"
<http://example.org/onto/individual/ENSMUSG00000079834_CNSOverLiver>	"Tmlhe"
<http://example.org/onto/individual/ENSMUSG00000044244_CNSOverLiver>	"Il20rb"
<http://example.org/onto/individual/ENSMUSG00000041329_CNSOverLiver>	"Atp1b2"
<http://example.org/onto/individual/ENSMUSG00000032046_CNSOverLiver>	"Abhd12"
<http://example.org/onto/individual/ENSMUSG00000045312_CNSOverLiver>	"Lhfpl2"
<http://example.org/onto/individual/ENSMUSG00000021009_CNSOverLiver>	"Ptpn21"
<http://example.org/onto/individual/ENSMUSG00000028136_CNSOverLiver>	"Snx27"
<http://example.org/onto/individual/ENSMUSG00000021831_CNSOverLiver>	"Ero1l"
<http://example.org/onto/individual/ENSMUSG00000102418_CNSOverLiver>	"Sh2d1b1"
<http://example.org/onto/individual/ENSMUSG00000021904_CNSOverLiver>	"Sema3g"
<http://example.org/onto/individual/ENSMUSG00000031266_CNSOverLiver>	"Gla"
<http://example.org/onto/individual/ENSMUSG00000029344_CNSOverLiver>	"Tpst2"
<http://example.org/onto/individual/ENSMUSG00000019850_CNSOverLiver>	"Tnfaip3"
<http://example.org/onto/individual/ENSMUSG00000052512_CNSOverLiver>	"Nav2"
<http://example.org/onto/individual/ENSMUSG00000024565_CNSOverLiver>	"Sall3"
<http://example.org/onto/individual/ENSMUSG00000035828_CNSOverLiver>	"Pim3"
<http://example.org/onto/individual/ENSMUSG00000018217_CNSOverLiver>	"Pmp22"
<http://example.org/onto/individual/ENSMUSG00000022199_CNSOverLiver>	"Slc22a17"
<http://example.org/onto/individual/ENSMUSG00000047786_CNSOverLiver>	"Lix1"
<http://example.org/onto/individual/ENSMUSG00000000881_CNSOverLiver>	"Dlg3"
<http://example.org/onto/individual/ENSMUSG00000039063_CNSOverLiver>	"Echdc3"
<http://example.org/onto/individual/ENSMUSG00000059479_CNSOverLiver>	"B3gnt8"
<http://example.org/onto/individual/ENSMUSG00000070427_CNSOverLiver>	"Il18bp"
<http://example.org/onto/individual/ENSMUSG00000053560_CNSOverLiver>	"Ier2"
<http://example.org/onto/individual/ENSMUSG00000071369_CNSOverLiver>	"Map3k5"
<http://example.org/onto/individual/ENSMUSG00000003948_CNSOverLiver>	"Mmd"
<http://example.org/onto/individual/ENSMUSG00000068876_CNSOverLiver>	"Cgn"
<http://example.org/onto/individual/ENSMUSG00000098188_CNSOverLiver>	"Sowahc"
<http://example.org/onto/individual/ENSMUSG00000021190_CNSOverLiver>	"Lgmn"
<http://example.org/onto/individual/ENSMUSG00000022106_CNSOverLiver>	"Rcbtb2"
<http://example.org/onto/individual/ENSMUSG00000038175_CNSOverLiver>	"Mylip"
<http://example.org/onto/individual/ENSMUSG00000028864_CNSOverLiver>	"Hgf"
<http://example.org/onto/individual/ENSMUSG00000057123_CNSOverLiver>	"Gja5"
<http://example.org/onto/individual/ENSMUSG00000028698_CNSOverLiver>	"Pik3r3"
<http://example.org/onto/individual/ENSMUSG00000006717_CNSOverLiver>	"Acot13"
<http://example.org/onto/individual/ENSMUSG00000054728_CNSOverLiver>	"Phactr1"
<http://example.org/onto/individual/ENSMUSG00000019818_CNSOverLiver>	"Cd164"
<http://example.org/onto/individual/ENSMUSG00000027318_CNSOverLiver>	"Adam33"
<http://example.org/onto/individual/ENSMUSG00000037406_CNSOverLiver>	"Htra4"
<http://example.org/onto/individual/ENSMUSG00000042268_CNSOverLiver>	"Slc26a9"
<http://example.org/onto/individual/ENSMUSG00000025804_CNSOverLiver>	"Ccr1"
<http://example.org/onto/individual/ENSMUSG00000025375_CNSOverLiver>	"Aatk"
<http://example.org/onto/individual/ENSMUSG00000049130_CNSOverLiver>	"C5ar1"
<http://example.org/onto/individual/ENSMUSG00000032475_CNSOverLiver>	"Nck1"
<http://example.org/onto/individual/ENSMUSG00000036661_CNSOverLiver>	"Dennd3"
<http://example.org/onto/individual/ENSMUSG00000069114_CNSOverLiver>	"Zbtb10"
<http://example.org/onto/individual/ENSMUSG00000071757_CNSOverLiver>	"Zhx2"
<http://example.org/onto/individual/ENSMUSG00000004748_CNSOverLiver>	"Mtfp1"
<http://example.org/onto/individual/ENSMUSG00000020841_CNSOverLiver>	"Cpd"
<http://example.org/onto/individual/ENSMUSG00000056592_CNSOverLiver>	"Zfp658"
<http://example.org/onto/individual/ENSMUSG00000079057_CNSOverLiver>	"Cyp4v3"
<http://example.org/onto/individual/ENSMUSG00000028583_CNSOverLiver>	"Pdpn"
<http://example.org/onto/individual/ENSMUSG00000021770_CNSOverLiver>	"Samd8"
<http://example.org/onto/individual/ENSMUSG00000025993_CNSOverLiver>	"Slc40a1"
<http://example.org/onto/individual/ENSMUSG00000022558_CNSOverLiver>	"Mroh1"
<http://example.org/onto/individual/ENSMUSG00000063146_CNSOverLiver>	"Clip2"
<http://example.org/onto/individual/ENSMUSG00000028278_CNSOverLiver>	"Rragd"
<http://example.org/onto/individual/ENSMUSG00000037855_CNSOverLiver>	"Zfp365"
<http://example.org/onto/individual/ENSMUSG00000070565_CNSOverLiver>	"Rasal2"
<http://example.org/onto/individual/ENSMUSG00000062309_CNSOverLiver>	"Rpp25"
<http://example.org/onto/individual/ENSMUSG00000024140_CNSOverLiver>	"Epas1"
<http://example.org/onto/individual/ENSMUSG00000048330_CNSOverLiver>	"Ric3"
<http://example.org/onto/individual/ENSMUSG00000007659_CNSOverLiver>	"Bcl2l1"
<http://example.org/onto/individual/ENSMUSG00000024843_CNSOverLiver>	"Chka"
<http://example.org/onto/individual/ENSMUSG00000020889_CNSOverLiver>	"Nr1d1"
<http://example.org/onto/individual/ENSMUSG00000036523_CNSOverLiver>	"Greb1"
<http://example.org/onto/individual/ENSMUSG00000022661_CNSOverLiver>	"Cd200"
<http://example.org/onto/individual/ENSMUSG00000038463_CNSOverLiver>	"Olfml2b"
<http://example.org/onto/individual/ENSMUSG00000021281_CNSOverLiver>	"Tnfaip2"
<http://example.org/onto/individual/ENSMUSG00000057554_CNSOverLiver>	"Lgals8"
<http://example.org/onto/individual/ENSMUSG00000058624_CNSOverLiver>	"Gda"
<http://example.org/onto/individual/ENSMUSG00000063171_CNSOverLiver>	"Rps4l"
<http://example.org/onto/individual/ENSMUSG00000033781_CNSOverLiver>	"Asb13"
<http://example.org/onto/individual/ENSMUSG00000031337_CNSOverLiver>	"Mtm1"
<http://example.org/onto/individual/ENSMUSG00000053835_CNSOverLiver>	"H2-T24"
<http://example.org/onto/individual/ENSMUSG00000024220_CNSOverLiver>	"Zfp523"
<http://example.org/onto/individual/ENSMUSG00000031438_CNSOverLiver>	"Rnf128"
<http://example.org/onto/individual/ENSMUSG00000027222_CNSOverLiver>	"Pex16"
<http://example.org/onto/individual/ENSMUSG00000042182_CNSOverLiver>	"Bend6"
<http://example.org/onto/individual/ENSMUSG00000043157_CNSOverLiver>	"Arl11"
<http://example.org/onto/individual/ENSMUSG00000033577_CNSOverLiver>	"Myo6"
<http://example.org/onto/individual/ENSMUSG00000031903_CNSOverLiver>	"Pla2g15"
<http://example.org/onto/individual/ENSMUSG00000022324_CNSOverLiver>	"Matn2"
<http://example.org/onto/individual/ENSMUSG00000056643_CNSOverLiver>	"Chst13"
<http://example.org/onto/individual/ENSMUSG00000050628_CNSOverLiver>	"Ubald2"
<http://example.org/onto/individual/ENSMUSG00000030539_CNSOverLiver>	"Sema4b"
<http://example.org/onto/individual/ENSMUSG00000038147_CNSOverLiver>	"Cd84"
<http://example.org/onto/individual/ENSMUSG00000059588_CNSOverLiver>	"Calcrl"
<http://example.org/onto/individual/ENSMUSG00000050493_CNSOverLiver>	"Fam167b"
<http://example.org/onto/individual/ENSMUSG00000070056_CNSOverLiver>	"Mfhas1"
<http://example.org/onto/individual/ENSMUSG00000033765_CNSOverLiver>	"Calm4"
<http://example.org/onto/individual/ENSMUSG00000044337_CNSOverLiver>	"Ackr3"
<http://example.org/onto/individual/ENSMUSG00000007097_CNSOverLiver>	"Atp1a2"
<http://example.org/onto/individual/ENSMUSG00000040219_CNSOverLiver>	"Ttc12"
<http://example.org/onto/individual/ENSMUSG00000024885_CNSOverLiver>	"Aldh3b1"
<http://example.org/onto/individual/ENSMUSG00000029376_CNSOverLiver>	"Mthfd2l"
<http://example.org/onto/individual/ENSMUSG00000032786_CNSOverLiver>	"Alas1"
<http://example.org/onto/individual/ENSMUSG00000032750_CNSOverLiver>	"Gab3"
<http://example.org/onto/individual/ENSMUSG00000024667_CNSOverLiver>	"Tmem216"
<http://example.org/onto/individual/ENSMUSG00000020572_CNSOverLiver>	"Nampt"
<http://example.org/onto/individual/ENSMUSG00000006587_CNSOverLiver>	"Snai3"
<http://example.org/onto/individual/ENSMUSG00000015947_CNSOverLiver>	"Fcgr1"
<http://example.org/onto/individual/ENSMUSG00000035441_CNSOverLiver>	"Myo1d"
<http://example.org/onto/individual/ENSMUSG00000029233_CNSOverLiver>	"Srd5a3"
<http://example.org/onto/individual/ENSMUSG00000029377_CNSOverLiver>	"Ereg"
<http://example.org/onto/individual/ENSMUSG00000055652_CNSOverLiver>	"Klhl25"
<http://example.org/onto/individual/ENSMUSG00000027221_CNSOverLiver>	"Chst1"
<http://example.org/onto/individual/ENSMUSG00000018752_CNSOverLiver>	"Tnfsfm13"
<http://example.org/onto/individual/ENSMUSG00000022564_CNSOverLiver>	"Grina"
<http://example.org/onto/individual/ENSMUSG00000037706_CNSOverLiver>	"Cd81"
<http://example.org/onto/individual/ENSMUSG00000031505_CNSOverLiver>	"Carkd"
<http://example.org/onto/individual/ENSMUSG00000074218_CNSOverLiver>	"Cox7a1"
<http://example.org/onto/individual/ENSMUSG00000028381_CNSOverLiver>	"Ugcg"
<http://example.org/onto/individual/ENSMUSG00000030894_CNSOverLiver>	"Tpp1"
<http://example.org/onto/individual/ENSMUSG00000000058_CNSOverLiver>	"Cav2"
<http://example.org/onto/individual/ENSMUSG00000049422_CNSOverLiver>	"Chchd10"
<http://example.org/onto/individual/ENSMUSG00000026956_CNSOverLiver>	"Uap1l1"
<http://example.org/onto/individual/ENSMUSG00000030469_CNSOverLiver>	"Zfp719"
<http://example.org/onto/individual/ENSMUSG00000044042_CNSOverLiver>	"Fmn1"
<http://example.org/onto/individual/ENSMUSG00000000957_CNSOverLiver>	"Mmp14"
<http://example.org/onto/individual/ENSMUSG00000042616_CNSOverLiver>	"Oscp1"
<http://example.org/onto/individual/ENSMUSG00000035919_CNSOverLiver>	"Bbs9"
<http://example.org/onto/individual/ENSMUSG00000015709_CNSOverLiver>	"Arnt2"
<http://example.org/onto/individual/ENSMUSG00000041920_CNSOverLiver>	"Slc16a6"
<http://example.org/onto/individual/ENSMUSG00000030255_CNSOverLiver>	"Sspn"
<http://example.org/onto/individual/ENSMUSG00000022816_CNSOverLiver>	"Fstl1"
<http://example.org/onto/individual/ENSMUSG00000017756_CNSOverLiver>	"Slc12a7"
<http://example.org/onto/individual/ENSMUSG00000025068_CNSOverLiver>	"Gsto1"
<http://example.org/onto/individual/ENSMUSG00000024940_CNSOverLiver>	"Ltbp3"
<http://example.org/onto/individual/ENSMUSG00000020105_CNSOverLiver>	"Lrig3"
<http://example.org/onto/individual/ENSMUSG00000052713_CNSOverLiver>	"Zfp608"
<http://example.org/onto/individual/ENSMUSG00000028645_CNSOverLiver>	"Slc2a1"
<http://example.org/onto/individual/ENSMUSG00000028152_CNSOverLiver>	"Tspan5"
<http://example.org/onto/individual/ENSMUSG00000022817_CNSOverLiver>	"Itgb5"
<http://example.org/onto/individual/ENSMUSG00000026657_CNSOverLiver>	"Frmd4a"
<http://example.org/onto/individual/ENSMUSG00000043421_CNSOverLiver>	"Hilpda"
<http://example.org/onto/individual/ENSMUSG00000035578_CNSOverLiver>	"Iqcg"
<http://example.org/onto/individual/ENSMUSG00000066621_CNSOverLiver>	"Tecpr1"
<http://example.org/onto/individual/ENSMUSG00000029381_CNSOverLiver>	"Shroom3"
<http://example.org/onto/individual/ENSMUSG00000001123_CNSOverLiver>	"Lgals9"
<http://example.org/onto/individual/ENSMUSG00000027803_CNSOverLiver>	"Wwtr1"
<http://example.org/onto/individual/ENSMUSG00000050271_CNSOverLiver>	"D8Ertd82e"
<http://example.org/onto/individual/ENSMUSG00000036391_CNSOverLiver>	"Sec24a"
<http://example.org/onto/individual/ENSMUSG00000001750_CNSOverLiver>	"Tcirg1"
<http://example.org/onto/individual/ENSMUSG00000049134_CNSOverLiver>	"Nrap"
<http://example.org/onto/individual/ENSMUSG00000021552_CNSOverLiver>	"Gkap1"
<http://example.org/onto/individual/ENSMUSG00000037709_CNSOverLiver>	"Fam13a"
<http://example.org/onto/individual/ENSMUSG00000059606_CNSOverLiver>	"Rnase2b"
<http://example.org/onto/individual/ENSMUSG00000048583_CNSOverLiver>	"Igf2"
<http://example.org/onto/individual/ENSMUSG00000048234_CNSOverLiver>	"Rnf149"
<http://example.org/onto/individual/ENSMUSG00000019987_CNSOverLiver>	"Arg1"
<http://example.org/onto/individual/ENSMUSG00000034591_CNSOverLiver>	"Slc41a2"
<http://example.org/onto/individual/ENSMUSG00000049791_CNSOverLiver>	"Fzd4"
<http://example.org/onto/individual/ENSMUSG00000038539_CNSOverLiver>	"Atf5"
<http://example.org/onto/individual/ENSMUSG00000016283_CNSOverLiver>	"H2-M2"
<http://example.org/onto/individual/ENSMUSG00000034951_CNSOverLiver>	"Cog7"
<http://example.org/onto/individual/ENSMUSG00000028367_CNSOverLiver>	"Txn1"
<http://example.org/onto/individual/ENSMUSG00000031443_CNSOverLiver>	"F7"
<http://example.org/onto/individual/ENSMUSG00000039959_CNSOverLiver>	"Hip1"
<http://example.org/onto/individual/ENSMUSG00000031647_CNSOverLiver>	"Mfap3l"
<http://example.org/onto/individual/ENSMUSG00000036534_CNSOverLiver>	"Slc38a7"
<http://example.org/onto/individual/ENSMUSG00000052117_CNSOverLiver>	"D630039A03Rik"
<http://example.org/onto/individual/ENSMUSG00000032192_CNSOverLiver>	"Gnb5"
<http://example.org/onto/individual/ENSMUSG00000049396_CNSOverLiver>	"Gemin4"
<http://example.org/onto/individual/ENSMUSG00000018774_CNSOverLiver>	"Cd68"
<http://example.org/onto/individual/ENSMUSG00000056367_CNSOverLiver>	"Actr3b"
<http://example.org/onto/individual/ENSMUSG00000035356_CNSOverLiver>	"Nfkbiz"
<http://example.org/onto/individual/ENSMUSG00000025867_CNSOverLiver>	"Cplx2"
<http://example.org/onto/individual/ENSMUSG00000018339_CNSOverLiver>	"Gpx3"
<http://example.org/onto/individual/ENSMUSG00000058755_CNSOverLiver>	"Osm"
<http://example.org/onto/individual/ENSMUSG00000004961_CNSOverLiver>	"Syt5"
<http://example.org/onto/individual/ENSMUSG00000040084_CNSOverLiver>	"Bub1b"
<http://example.org/onto/individual/ENSMUSG00000028249_CNSOverLiver>	"Sdcbp"
<http://example.org/onto/individual/ENSMUSG00000008090_CNSOverLiver>	"Fgfrl1"
<http://example.org/onto/individual/ENSMUSG00000040522_CNSOverLiver>	"Tlr8"
<http://example.org/onto/individual/ENSMUSG00000032392_CNSOverLiver>	"Parp16"
<http://example.org/onto/individual/ENSMUSG00000089945_CNSOverLiver>	"Pakap"
<http://example.org/onto/individual/ENSMUSG00000006219_CNSOverLiver>	"Fblim1"
<http://example.org/onto/individual/ENSMUSG00000095463_CNSOverLiver>	"Entpd4"
<http://example.org/onto/individual/ENSMUSG00000010175_CNSOverLiver>	"Prox1"
<http://example.org/onto/individual/ENSMUSG00000005045_CNSOverLiver>	"Chd5"
<http://example.org/onto/individual/ENSMUSG00000036585_CNSOverLiver>	"Fgf1"
<http://example.org/onto/individual/ENSMUSG00000044485_CNSOverLiver>	"Klk1b11"
<http://example.org/onto/individual/ENSMUSG00000024030_CNSOverLiver>	"Abcg1"
<http://example.org/onto/individual/ENSMUSG00000038508_CNSOverLiver>	"Gdf15"
<http://example.org/onto/individual/ENSMUSG00000000326_CNSOverLiver>	"Comt"
<http://example.org/onto/individual/ENSMUSG00000019779_CNSOverLiver>	"Frk"
<http://example.org/onto/individual/ENSMUSG00000068264_CNSOverLiver>	"Ap5s1"
<http://example.org/onto/individual/ENSMUSG00000062515_CNSOverLiver>	"Fabp4"
<http://example.org/onto/individual/ENSMUSG00000048480_CNSOverLiver>	"Cxcr1"
<http://example.org/onto/individual/ENSMUSG00000043155_CNSOverLiver>	"Hpdl"
<http://example.org/onto/individual/ENSMUSG00000029446_CNSOverLiver>	"Psph"
<http://example.org/onto/individual/ENSMUSG00000022125_CNSOverLiver>	"Cln5"
<http://example.org/onto/individual/ENSMUSG00000029998_CNSOverLiver>	"Pcyox1"
<http://example.org/onto/individual/ENSMUSG00000030785_CNSOverLiver>	"Cox6a2"
<http://example.org/onto/individual/ENSMUSG00000037325_CNSOverLiver>	"Bbs7"
<http://example.org/onto/individual/ENSMUSG00000015143_CNSOverLiver>	"Actn1"
<http://example.org/onto/individual/ENSMUSG00000037095_CNSOverLiver>	"Lrg1"
<http://example.org/onto/individual/ENSMUSG00000025732_CNSOverLiver>	"Fam195a"
<http://example.org/onto/individual/ENSMUSG00000068129_CNSOverLiver>	"Cst7"
<http://example.org/onto/individual/ENSMUSG00000015980_CNSOverLiver>	"Lrrc27"
<http://example.org/onto/individual/ENSMUSG00000026278_CNSOverLiver>	"Bok"
<http://example.org/onto/individual/ENSMUSG00000041754_CNSOverLiver>	"Trem3"
<http://example.org/onto/individual/ENSMUSG00000030428_CNSOverLiver>	"Ttyh1"
<http://example.org/onto/individual/ENSMUSG00000027646_CNSOverLiver>	"Src"
<http://example.org/onto/individual/ENSMUSG00000053898_CNSOverLiver>	"Ech1"
<http://example.org/onto/individual/ENSMUSG00000026478_CNSOverLiver>	"Lamc1"
<http://example.org/onto/individual/ENSMUSG00000062082_CNSOverLiver>	"Cd200r4"
<http://example.org/onto/individual/ENSMUSG00000029379_CNSOverLiver>	"Cxcl3"
<http://example.org/onto/individual/ENSMUSG00000066800_CNSOverLiver>	"Rnasel"
<http://example.org/onto/individual/ENSMUSG00000048264_CNSOverLiver>	"Dip2c"
<http://example.org/onto/individual/ENSMUSG00000020010_CNSOverLiver>	"Vnn3"
<http://example.org/onto/individual/ENSMUSG00000078566_CNSOverLiver>	"Bnip3"
<http://example.org/onto/individual/ENSMUSG00000042688_CNSOverLiver>	"Mapk6"
<http://example.org/onto/individual/ENSMUSG00000044303_CNSOverLiver>	"Cdkn2a"
<http://example.org/onto/individual/ENSMUSG00000031377_CNSOverLiver>	"Bmx"
<http://example.org/onto/individual/ENSMUSG00000021256_CNSOverLiver>	"Vash1"
<http://example.org/onto/individual/ENSMUSG00000031538_CNSOverLiver>	"Plat"
<http://example.org/onto/individual/ENSMUSG00000015568_CNSOverLiver>	"Lpl"
<http://example.org/onto/individual/ENSMUSG00000034993_CNSOverLiver>	"Vat1"
<http://example.org/onto/individual/ENSMUSG00000037887_CNSOverLiver>	"Dusp8"
<http://example.org/onto/individual/ENSMUSG00000021720_CNSOverLiver>	"Rnf180"
<http://example.org/onto/individual/ENSMUSG00000032186_CNSOverLiver>	"Tmod2"
<http://example.org/onto/individual/ENSMUSG00000024286_CNSOverLiver>	"Ccny"
<http://example.org/onto/individual/ENSMUSG00000024768_CNSOverLiver>	"Lipf"
<http://example.org/onto/individual/ENSMUSG00000024143_CNSOverLiver>	"Rhoq"
<http://example.org/onto/individual/ENSMUSG00000043953_CNSOverLiver>	"Ccrl2"
<http://example.org/onto/individual/ENSMUSG00000035969_CNSOverLiver>	"Rusc2"
<http://example.org/onto/individual/ENSMUSG00000020102_CNSOverLiver>	"Slc16a7"
<http://example.org/onto/individual/ENSMUSG00000027660_CNSOverLiver>	"Skil"
<http://example.org/onto/individual/ENSMUSG00000002233_CNSOverLiver>	"Rhoc"
<http://example.org/onto/individual/ENSMUSG00000029373_CNSOverLiver>	"Pf4"
<http://example.org/onto/individual/ENSMUSG00000026471_CNSOverLiver>	"Mr1"
<http://example.org/onto/individual/ENSMUSG00000037225_CNSOverLiver>	"Fgf2"
<http://example.org/onto/individual/ENSMUSG00000072623_CNSOverLiver>	"Zfp9"
<http://example.org/onto/individual/ENSMUSG00000003865_CNSOverLiver>	"Gys1"
<http://example.org/onto/individual/ENSMUSG00000026065_CNSOverLiver>	"Slc9a4"
<http://example.org/onto/individual/ENSMUSG00000030325_CNSOverLiver>	"Klrb1c"
<http://example.org/onto/individual/ENSMUSG00000010307_CNSOverLiver>	"Tmem86a"
<http://example.org/onto/individual/ENSMUSG00000018672_CNSOverLiver>	"Copz2"
<http://example.org/onto/individual/ENSMUSG00000039217_CNSOverLiver>	"Il18"
<http://example.org/onto/individual/ENSMUSG00000044708_CNSOverLiver>	"Kcnj10"
<http://example.org/onto/individual/ENSMUSG00000039166_CNSOverLiver>	"Akap7"
<http://example.org/onto/individual/ENSMUSG00000030144_CNSOverLiver>	"Clec4d"
<http://example.org/onto/individual/ENSMUSG00000047496_CNSOverLiver>	"Rnf152"
<http://example.org/onto/individual/ENSMUSG00000002897_CNSOverLiver>	"Il17ra"
