?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000023243_CNSOverKidney>	"Kcnk5"
<http://example.org/onto/individual/ENSMUSG00000026829_CNSOverKidney>	"Gbgt1"
<http://example.org/onto/individual/ENSMUSG00000031714_CNSOverKidney>	"Gab1"
<http://example.org/onto/individual/ENSMUSG00000102040_CNSOverKidney>	"Clec7a"
<http://example.org/onto/individual/ENSMUSG00000040522_CNSOverKidney>	"Tlr8"
<http://example.org/onto/individual/ENSMUSG00000008384_CNSOverKidney>	"Sertad1"
<http://example.org/onto/individual/ENSMUSG00000020262_CNSOverKidney>	"Adarb1"
<http://example.org/onto/individual/ENSMUSG00000071604_CNSOverKidney>	"Fam189a2"
<http://example.org/onto/individual/ENSMUSG00000059588_CNSOverKidney>	"Calcrl"
<http://example.org/onto/individual/ENSMUSG00000031425_CNSOverKidney>	"Plp1"
<http://example.org/onto/individual/ENSMUSG00000057440_CNSOverKidney>	"Mpp7"
<http://example.org/onto/individual/ENSMUSG00000030047_CNSOverKidney>	"Arhgap25"
<http://example.org/onto/individual/ENSMUSG00000029553_CNSOverKidney>	"Tfec"
<http://example.org/onto/individual/ENSMUSG00000006641_CNSOverKidney>	"Slc5a6"
<http://example.org/onto/individual/ENSMUSG00000033948_CNSOverKidney>	"Zswim5"
<http://example.org/onto/individual/ENSMUSG00000025993_CNSOverKidney>	"Slc40a1"
<http://example.org/onto/individual/ENSMUSG00000022091_CNSOverKidney>	"Sorbs3"
<http://example.org/onto/individual/ENSMUSG00000030671_CNSOverKidney>	"Pde3b"
<http://example.org/onto/individual/ENSMUSG00000019312_CNSOverKidney>	"Grb7"
<http://example.org/onto/individual/ENSMUSG00000036006_CNSOverKidney>	"Fam65b"
<http://example.org/onto/individual/ENSMUSG00000004151_CNSOverKidney>	"Etv1"
<http://example.org/onto/individual/ENSMUSG00000037434_CNSOverKidney>	"Slc30a1"
<http://example.org/onto/individual/ENSMUSG00000006435_CNSOverKidney>	"Neurl1a"
<http://example.org/onto/individual/ENSMUSG00000017677_CNSOverKidney>	"Wsb1"
<http://example.org/onto/individual/ENSMUSG00000012017_CNSOverKidney>	"Scarf2"
<http://example.org/onto/individual/ENSMUSG00000031504_CNSOverKidney>	"Rab20"
<http://example.org/onto/individual/ENSMUSG00000056220_CNSOverKidney>	"Pla2g4a"
<http://example.org/onto/individual/ENSMUSG00000046186_CNSOverKidney>	"Cd109"
<http://example.org/onto/individual/ENSMUSG00000045216_CNSOverKidney>	"Hs6st1"
<http://example.org/onto/individual/ENSMUSG00000026482_CNSOverKidney>	"Rgl1"
<http://example.org/onto/individual/ENSMUSG00000015947_CNSOverKidney>	"Fcgr1"
<http://example.org/onto/individual/ENSMUSG00000032679_CNSOverKidney>	"Cd59a"
<http://example.org/onto/individual/ENSMUSG00000094622_CNSOverKidney>	"Gm3055"
<http://example.org/onto/individual/ENSMUSG00000021508_CNSOverKidney>	"Cxcl14"
<http://example.org/onto/individual/ENSMUSG00000029378_CNSOverKidney>	"Areg"
<http://example.org/onto/individual/ENSMUSG00000020099_CNSOverKidney>	"Unc5b"
<http://example.org/onto/individual/ENSMUSG00000098650_CNSOverKidney>	"Gm28048"
<http://example.org/onto/individual/ENSMUSG00000039126_CNSOverKidney>	"Prune2"
<http://example.org/onto/individual/ENSMUSG00000049091_CNSOverKidney>	"Sephs2"
<http://example.org/onto/individual/ENSMUSG00000038764_CNSOverKidney>	"Ptpn3"
<http://example.org/onto/individual/ENSMUSG00000028420_CNSOverKidney>	"Tmem38b"
<http://example.org/onto/individual/ENSMUSG00000068267_CNSOverKidney>	"Cenpb"
<http://example.org/onto/individual/ENSMUSG00000047884_CNSOverKidney>	"Klk9"
<http://example.org/onto/individual/ENSMUSG00000062127_CNSOverKidney>	"Cttnbp2nl"
<http://example.org/onto/individual/ENSMUSG00000015829_CNSOverKidney>	"Tnr"
<http://example.org/onto/individual/ENSMUSG00000032589_CNSOverKidney>	"Bsn"
<http://example.org/onto/individual/ENSMUSG00000029234_CNSOverKidney>	"Tmem165"
<http://example.org/onto/individual/ENSMUSG00000036587_CNSOverKidney>	"Fut7"
<http://example.org/onto/individual/ENSMUSG00000061143_CNSOverKidney>	"Maml3"
<http://example.org/onto/individual/ENSMUSG00000039081_CNSOverKidney>	"Zfp503"
<http://example.org/onto/individual/ENSMUSG00000029050_CNSOverKidney>	"Ski"
<http://example.org/onto/individual/ENSMUSG00000026187_CNSOverKidney>	"Xrcc5"
<http://example.org/onto/individual/ENSMUSG00000031605_CNSOverKidney>	"Klhl2"
<http://example.org/onto/individual/ENSMUSG00000010095_CNSOverKidney>	"Slc3a2"
<http://example.org/onto/individual/ENSMUSG00000074794_CNSOverKidney>	"Arrdc3"
<http://example.org/onto/individual/ENSMUSG00000025950_CNSOverKidney>	"Idh1"
<http://example.org/onto/individual/ENSMUSG00000022150_CNSOverKidney>	"Dab2"
<http://example.org/onto/individual/ENSMUSG00000073197_CNSOverKidney>	"5730507C01Rik"
<http://example.org/onto/individual/ENSMUSG00000070803_CNSOverKidney>	"Cited4"
<http://example.org/onto/individual/ENSMUSG00000033386_CNSOverKidney>	"Frrs1"
<http://example.org/onto/individual/ENSMUSG00000054932_CNSOverKidney>	"Afp"
<http://example.org/onto/individual/ENSMUSG00000051586_CNSOverKidney>	"Mical3"
<http://example.org/onto/individual/ENSMUSG00000029084_CNSOverKidney>	"Cd38"
<http://example.org/onto/individual/ENSMUSG00000041992_CNSOverKidney>	"Rapgef5"
<http://example.org/onto/individual/ENSMUSG00000022656_CNSOverKidney>	"Pvrl3"
<http://example.org/onto/individual/ENSMUSG00000037279_CNSOverKidney>	"Ovol2"
<http://example.org/onto/individual/ENSMUSG00000019970_CNSOverKidney>	"Sgk1"
<http://example.org/onto/individual/ENSMUSG00000045441_CNSOverKidney>	"Gprin3"
<http://example.org/onto/individual/ENSMUSG00000079057_CNSOverKidney>	"Cyp4v3"
<http://example.org/onto/individual/ENSMUSG00000052387_CNSOverKidney>	"Trpm3"
<http://example.org/onto/individual/ENSMUSG00000032754_CNSOverKidney>	"Slc8b1"
<http://example.org/onto/individual/ENSMUSG00000006273_CNSOverKidney>	"Atp6v1b2"
<http://example.org/onto/individual/ENSMUSG00000010721_CNSOverKidney>	"Lmbr1"
<http://example.org/onto/individual/ENSMUSG00000053580_CNSOverKidney>	"Tanc2"
<http://example.org/onto/individual/ENSMUSG00000027698_CNSOverKidney>	"Nceh1"
<http://example.org/onto/individual/ENSMUSG00000018750_CNSOverKidney>	"Zbtb4"
<http://example.org/onto/individual/ENSMUSG00000025324_CNSOverKidney>	"Atp10a"
<http://example.org/onto/individual/ENSMUSG00000010476_CNSOverKidney>	"Ebf3"
<http://example.org/onto/individual/ENSMUSG00000073557_CNSOverKidney>	"Ppp1r12b"
<http://example.org/onto/individual/ENSMUSG00000061024_CNSOverKidney>	"Rrs1"
<http://example.org/onto/individual/ENSMUSG00000039046_CNSOverKidney>	"Usp6nl"
<http://example.org/onto/individual/ENSMUSG00000015474_CNSOverKidney>	"Ppt2"
<http://example.org/onto/individual/ENSMUSG00000051034_CNSOverKidney>	"Zfp11"
<http://example.org/onto/individual/ENSMUSG00000055541_CNSOverKidney>	"Lair1"
<http://example.org/onto/individual/ENSMUSG00000021573_CNSOverKidney>	"Tppp"
<http://example.org/onto/individual/ENSMUSG00000024140_CNSOverKidney>	"Epas1"
<http://example.org/onto/individual/ENSMUSG00000048142_CNSOverKidney>	"Nat8l"
<http://example.org/onto/individual/ENSMUSG00000030020_CNSOverKidney>	"Prickle2"
<http://example.org/onto/individual/ENSMUSG00000061808_CNSOverKidney>	"Ttr"
<http://example.org/onto/individual/ENSMUSG00000034854_CNSOverKidney>	"Mfsd12"
<http://example.org/onto/individual/ENSMUSG00000015337_CNSOverKidney>	"Endog"
<http://example.org/onto/individual/ENSMUSG00000017400_CNSOverKidney>	"Stac2"
<http://example.org/onto/individual/ENSMUSG00000075706_CNSOverKidney>	"Gpx4"
<http://example.org/onto/individual/ENSMUSG00000026490_CNSOverKidney>	"Cdc42bpa"
<http://example.org/onto/individual/ENSMUSG00000021213_CNSOverKidney>	"Akr1c13"
<http://example.org/onto/individual/ENSMUSG00000024411_CNSOverKidney>	"Aqp4"
<http://example.org/onto/individual/ENSMUSG00000040624_CNSOverKidney>	"Plekhg1"
<http://example.org/onto/individual/ENSMUSG00000042331_CNSOverKidney>	"Specc1"
<http://example.org/onto/individual/ENSMUSG00000037926_CNSOverKidney>	"Ssh2"
<http://example.org/onto/individual/ENSMUSG00000052713_CNSOverKidney>	"Zfp608"
<http://example.org/onto/individual/ENSMUSG00000051748_CNSOverKidney>	"Wfdc21"
<http://example.org/onto/individual/ENSMUSG00000026202_CNSOverKidney>	"Tuba4a"
<http://example.org/onto/individual/ENSMUSG00000043885_CNSOverKidney>	"Slc36a4"
<http://example.org/onto/individual/ENSMUSG00000019779_CNSOverKidney>	"Frk"
<http://example.org/onto/individual/ENSMUSG00000000876_CNSOverKidney>	"Pxmp4"
<http://example.org/onto/individual/ENSMUSG00000037418_CNSOverKidney>	"Best1"
<http://example.org/onto/individual/ENSMUSG00000026832_CNSOverKidney>	"Cytip"
<http://example.org/onto/individual/ENSMUSG00000015476_CNSOverKidney>	"Prrt1"
<http://example.org/onto/individual/ENSMUSG00000002980_CNSOverKidney>	"Bcam"
<http://example.org/onto/individual/ENSMUSG00000066677_CNSOverKidney>	"Pydc3"
<http://example.org/onto/individual/ENSMUSG00000078137_CNSOverKidney>	"Ankrd63"
<http://example.org/onto/individual/ENSMUSG00000021257_CNSOverKidney>	"Angel1"
<http://example.org/onto/individual/ENSMUSG00000037600_CNSOverKidney>	"Kdf1"
<http://example.org/onto/individual/ENSMUSG00000029999_CNSOverKidney>	"Tgfa"
<http://example.org/onto/individual/ENSMUSG00000031618_CNSOverKidney>	"Nr3c2"
<http://example.org/onto/individual/ENSMUSG00000024912_CNSOverKidney>	"Fosl1"
<http://example.org/onto/individual/ENSMUSG00000048486_CNSOverKidney>	"Fitm2"
<http://example.org/onto/individual/ENSMUSG00000013921_CNSOverKidney>	"Clip3"
<http://example.org/onto/individual/ENSMUSG00000022040_CNSOverKidney>	"Ephx2"
<http://example.org/onto/individual/ENSMUSG00000011831_CNSOverKidney>	"Evi5"
<http://example.org/onto/individual/ENSMUSG00000021892_CNSOverKidney>	"Sh3bp5"
<http://example.org/onto/individual/ENSMUSG00000037613_CNSOverKidney>	"Tnfrsf23"
<http://example.org/onto/individual/ENSMUSG00000079450_CNSOverKidney>	"3110007F17Rik"
<http://example.org/onto/individual/ENSMUSG00000026062_CNSOverKidney>	"Slc9a2"
<http://example.org/onto/individual/ENSMUSG00000052117_CNSOverKidney>	"D630039A03Rik"
<http://example.org/onto/individual/ENSMUSG00000045312_CNSOverKidney>	"Lhfpl2"
<http://example.org/onto/individual/ENSMUSG00000007812_CNSOverKidney>	"Zfp655"
<http://example.org/onto/individual/ENSMUSG00000028164_CNSOverKidney>	"Manba"
<http://example.org/onto/individual/ENSMUSG00000040213_CNSOverKidney>	"Ccbl2"
<http://example.org/onto/individual/ENSMUSG00000044026_CNSOverKidney>	"Slc35g1"
<http://example.org/onto/individual/ENSMUSG00000015709_CNSOverKidney>	"Arnt2"
<http://example.org/onto/individual/ENSMUSG00000027221_CNSOverKidney>	"Chst1"
<http://example.org/onto/individual/ENSMUSG00000028339_CNSOverKidney>	"Col15a1"
<http://example.org/onto/individual/ENSMUSG00000031595_CNSOverKidney>	"Pdgfrl"
<http://example.org/onto/individual/ENSMUSG00000001768_CNSOverKidney>	"Rin2"
<http://example.org/onto/individual/ENSMUSG00000042476_CNSOverKidney>	"Abcb4"
<http://example.org/onto/individual/ENSMUSG00000042515_CNSOverKidney>	"Mum1l1"
<http://example.org/onto/individual/ENSMUSG00000039831_CNSOverKidney>	"Arhgap29"
<http://example.org/onto/individual/ENSMUSG00000054675_CNSOverKidney>	"Tmem119"
<http://example.org/onto/individual/ENSMUSG00000028184_CNSOverKidney>	"Adgrl2"
<http://example.org/onto/individual/ENSMUSG00000026730_CNSOverKidney>	"Pter"
<http://example.org/onto/individual/ENSMUSG00000001348_CNSOverKidney>	"Acp5"
<http://example.org/onto/individual/ENSMUSG00000039428_CNSOverKidney>	"Tmem135"
<http://example.org/onto/individual/ENSMUSG00000021756_CNSOverKidney>	"Il6st"
<http://example.org/onto/individual/ENSMUSG00000019987_CNSOverKidney>	"Arg1"
<http://example.org/onto/individual/ENSMUSG00000037710_CNSOverKidney>	"Cisd1"
<http://example.org/onto/individual/ENSMUSG00000028976_CNSOverKidney>	"Slc2a5"
<http://example.org/onto/individual/ENSMUSG00000052302_CNSOverKidney>	"Tbc1d30"
<http://example.org/onto/individual/ENSMUSG00000048772_CNSOverKidney>	"Tmem53"
<http://example.org/onto/individual/ENSMUSG00000000127_CNSOverKidney>	"Fer"
<http://example.org/onto/individual/ENSMUSG00000021928_CNSOverKidney>	"Ebpl"
<http://example.org/onto/individual/ENSMUSG00000029545_CNSOverKidney>	"Acads"
<http://example.org/onto/individual/ENSMUSG00000021365_CNSOverKidney>	"Nedd9"
<http://example.org/onto/individual/ENSMUSG00000078867_CNSOverKidney>	"Gm14418"
<http://example.org/onto/individual/ENSMUSG00000031555_CNSOverKidney>	"Adam9"
<http://example.org/onto/individual/ENSMUSG00000039270_CNSOverKidney>	"Megf9"
<http://example.org/onto/individual/ENSMUSG00000058794_CNSOverKidney>	"Nfe2"
<http://example.org/onto/individual/ENSMUSG00000026317_CNSOverKidney>	"Cln8"
<http://example.org/onto/individual/ENSMUSG00000049608_CNSOverKidney>	"Gpr55"
<http://example.org/onto/individual/ENSMUSG00000059213_CNSOverKidney>	"Ddn"
<http://example.org/onto/individual/ENSMUSG00000032517_CNSOverKidney>	"Mobp"
<http://example.org/onto/individual/ENSMUSG00000015776_CNSOverKidney>	"Med22"
<http://example.org/onto/individual/ENSMUSG00000090626_CNSOverKidney>	"Tex9"
<http://example.org/onto/individual/ENSMUSG00000062309_CNSOverKidney>	"Rpp25"
<http://example.org/onto/individual/ENSMUSG00000045665_CNSOverKidney>	"Mfsd5"
<http://example.org/onto/individual/ENSMUSG00000032109_CNSOverKidney>	"Nlrx1"
<http://example.org/onto/individual/ENSMUSG00000028644_CNSOverKidney>	"Ermap"
<http://example.org/onto/individual/ENSMUSG00000025795_CNSOverKidney>	"Rassf3"
<http://example.org/onto/individual/ENSMUSG00000071757_CNSOverKidney>	"Zhx2"
<http://example.org/onto/individual/ENSMUSG00000022018_CNSOverKidney>	"Rgcc"
<http://example.org/onto/individual/ENSMUSG00000020911_CNSOverKidney>	"Krt19"
<http://example.org/onto/individual/ENSMUSG00000040084_CNSOverKidney>	"Bub1b"
<http://example.org/onto/individual/ENSMUSG00000000794_CNSOverKidney>	"Kcnn3"
<http://example.org/onto/individual/ENSMUSG00000052560_CNSOverKidney>	"Cpne8"
<http://example.org/onto/individual/ENSMUSG00000050708_CNSOverKidney>	"Ftl1"
<http://example.org/onto/individual/ENSMUSG00000059606_CNSOverKidney>	"Rnase2b"
<http://example.org/onto/individual/ENSMUSG00000024030_CNSOverKidney>	"Abcg1"
<http://example.org/onto/individual/ENSMUSG00000044303_CNSOverKidney>	"Cdkn2a"
<http://example.org/onto/individual/ENSMUSG00000032180_CNSOverKidney>	"Tmed1"
<http://example.org/onto/individual/ENSMUSG00000021493_CNSOverKidney>	"Pdlim7"
<http://example.org/onto/individual/ENSMUSG00000067653_CNSOverKidney>	"Ankrd23"
<http://example.org/onto/individual/ENSMUSG00000035355_CNSOverKidney>	"Kcnh4"
<http://example.org/onto/individual/ENSMUSG00000048498_CNSOverKidney>	"Cd300e"
<http://example.org/onto/individual/ENSMUSG00000037523_CNSOverKidney>	"Mavs"
<http://example.org/onto/individual/ENSMUSG00000074652_CNSOverKidney>	"Myh7b"
<http://example.org/onto/individual/ENSMUSG00000001542_CNSOverKidney>	"Ell2"
<http://example.org/onto/individual/ENSMUSG00000042770_CNSOverKidney>	"Hebp1"
<http://example.org/onto/individual/ENSMUSG00000041754_CNSOverKidney>	"Trem3"
<http://example.org/onto/individual/ENSMUSG00000022057_CNSOverKidney>	"Adamdec1"
<http://example.org/onto/individual/ENSMUSG00000019210_CNSOverKidney>	"Atp6v1e1"
<http://example.org/onto/individual/ENSMUSG00000030894_CNSOverKidney>	"Tpp1"
<http://example.org/onto/individual/ENSMUSG00000036103_CNSOverKidney>	"Colec12"
<http://example.org/onto/individual/ENSMUSG00000020092_CNSOverKidney>	"Pald1"
<http://example.org/onto/individual/ENSMUSG00000001750_CNSOverKidney>	"Tcirg1"
<http://example.org/onto/individual/ENSMUSG00000063232_CNSOverKidney>	"Serpina11"
<http://example.org/onto/individual/ENSMUSG00000021806_CNSOverKidney>	"Nid2"
<http://example.org/onto/individual/ENSMUSG00000011752_CNSOverKidney>	"Pgam1"
<http://example.org/onto/individual/ENSMUSG00000031762_CNSOverKidney>	"Mt2"
<http://example.org/onto/individual/ENSMUSG00000040146_CNSOverKidney>	"Rgl3"
<http://example.org/onto/individual/ENSMUSG00000030342_CNSOverKidney>	"Cd9"
<http://example.org/onto/individual/ENSMUSG00000028369_CNSOverKidney>	"Svep1"
<http://example.org/onto/individual/ENSMUSG00000031438_CNSOverKidney>	"Rnf128"
<http://example.org/onto/individual/ENSMUSG00000035969_CNSOverKidney>	"Rusc2"
<http://example.org/onto/individual/ENSMUSG00000018574_CNSOverKidney>	"Acadvl"
<http://example.org/onto/individual/ENSMUSG00000015305_CNSOverKidney>	"Sash1"
<http://example.org/onto/individual/ENSMUSG00000053219_CNSOverKidney>	"Raet1e"
<http://example.org/onto/individual/ENSMUSG00000051169_CNSOverKidney>	"Rpusd3"
<http://example.org/onto/individual/ENSMUSG00000032661_CNSOverKidney>	"Oas3"
<http://example.org/onto/individual/ENSMUSG00000074361_CNSOverKidney>	"C5ar2"
<http://example.org/onto/individual/ENSMUSG00000030428_CNSOverKidney>	"Ttyh1"
<http://example.org/onto/individual/ENSMUSG00000023992_CNSOverKidney>	"Trem2"
<http://example.org/onto/individual/ENSMUSG00000020777_CNSOverKidney>	"Acox1"
<http://example.org/onto/individual/ENSMUSG00000024164_CNSOverKidney>	"C3"
<http://example.org/onto/individual/ENSMUSG00000002058_CNSOverKidney>	"Unc119"
<http://example.org/onto/individual/ENSMUSG00000023068_CNSOverKidney>	"Nus1"
<http://example.org/onto/individual/ENSMUSG00000079110_CNSOverKidney>	"Capn3"
<http://example.org/onto/individual/ENSMUSG00000057363_CNSOverKidney>	"Uxs1"
<http://example.org/onto/individual/ENSMUSG00000036585_CNSOverKidney>	"Fgf1"
<http://example.org/onto/individual/ENSMUSG00000031665_CNSOverKidney>	"Sall1"
<http://example.org/onto/individual/ENSMUSG00000026235_CNSOverKidney>	"Epha4"
<http://example.org/onto/individual/ENSMUSG00000015314_CNSOverKidney>	"Slamf6"
<http://example.org/onto/individual/ENSMUSG00000072663_CNSOverKidney>	"Spef2"
<http://example.org/onto/individual/ENSMUSG00000018868_CNSOverKidney>	"Pnpla5"
<http://example.org/onto/individual/ENSMUSG00000027399_CNSOverKidney>	"Il1a"
<http://example.org/onto/individual/ENSMUSG00000044583_CNSOverKidney>	"Tlr7"
<http://example.org/onto/individual/ENSMUSG00000044080_CNSOverKidney>	"S100a1"
<http://example.org/onto/individual/ENSMUSG00000036362_CNSOverKidney>	"P2ry13"
<http://example.org/onto/individual/ENSMUSG00000006219_CNSOverKidney>	"Fblim1"
<http://example.org/onto/individual/ENSMUSG00000037697_CNSOverKidney>	"Ddhd1"
<http://example.org/onto/individual/ENSMUSG00000022415_CNSOverKidney>	"Syngr1"
<http://example.org/onto/individual/ENSMUSG00000035172_CNSOverKidney>	"Plekhh3"
<http://example.org/onto/individual/ENSMUSG00000030325_CNSOverKidney>	"Klrb1c"
<http://example.org/onto/individual/ENSMUSG00000036257_CNSOverKidney>	"Pnpla8"
<http://example.org/onto/individual/ENSMUSG00000052062_CNSOverKidney>	"Pard3b"
<http://example.org/onto/individual/ENSMUSG00000022235_CNSOverKidney>	"Cmbl"
<http://example.org/onto/individual/ENSMUSG00000002500_CNSOverKidney>	"Rpl3l"
<http://example.org/onto/individual/ENSMUSG00000054589_CNSOverKidney>	"Gm9949"
<http://example.org/onto/individual/ENSMUSG00000023031_CNSOverKidney>	"Cela1"
<http://example.org/onto/individual/ENSMUSG00000026473_CNSOverKidney>	"Glul"
<http://example.org/onto/individual/ENSMUSG00000022219_CNSOverKidney>	"Cideb"
<http://example.org/onto/individual/ENSMUSG00000041842_CNSOverKidney>	"Fhdc1"
<http://example.org/onto/individual/ENSMUSG00000020010_CNSOverKidney>	"Vnn3"
<http://example.org/onto/individual/ENSMUSG00000038074_CNSOverKidney>	"Fkbp14"
<http://example.org/onto/individual/ENSMUSG00000038301_CNSOverKidney>	"Snx10"
<http://example.org/onto/individual/ENSMUSG00000033306_CNSOverKidney>	"Lpp"
<http://example.org/onto/individual/ENSMUSG00000032381_CNSOverKidney>	"Fam96a"
<http://example.org/onto/individual/ENSMUSG00000027276_CNSOverKidney>	"Jag1"
<http://example.org/onto/individual/ENSMUSG00000021876_CNSOverKidney>	"Rnase4"
<http://example.org/onto/individual/ENSMUSG00000027750_CNSOverKidney>	"Postn"
<http://example.org/onto/individual/ENSMUSG00000032786_CNSOverKidney>	"Alas1"
<http://example.org/onto/individual/ENSMUSG00000019874_CNSOverKidney>	"Fabp7"
<http://example.org/onto/individual/ENSMUSG00000037493_CNSOverKidney>	"Cib2"
<http://example.org/onto/individual/ENSMUSG00000005949_CNSOverKidney>	"Ctns"
<http://example.org/onto/individual/ENSMUSG00000021003_CNSOverKidney>	"Galc"
<http://example.org/onto/individual/ENSMUSG00000052906_CNSOverKidney>	"Ubxn8"
<http://example.org/onto/individual/ENSMUSG00000033765_CNSOverKidney>	"Calm4"
<http://example.org/onto/individual/ENSMUSG00000028885_CNSOverKidney>	"Smpdl3b"
<http://example.org/onto/individual/ENSMUSG00000032606_CNSOverKidney>	"Nicn1"
<http://example.org/onto/individual/ENSMUSG00000021792_CNSOverKidney>	"Fam213a"
<http://example.org/onto/individual/ENSMUSG00000054364_CNSOverKidney>	"Rhob"
<http://example.org/onto/individual/ENSMUSG00000039431_CNSOverKidney>	"Mtmr7"
<http://example.org/onto/individual/ENSMUSG00000021483_CNSOverKidney>	"Cdk20"
<http://example.org/onto/individual/ENSMUSG00000036026_CNSOverKidney>	"Tmem63b"
<http://example.org/onto/individual/ENSMUSG00000054499_CNSOverKidney>	"Dedd2"
<http://example.org/onto/individual/ENSMUSG00000039217_CNSOverKidney>	"Il18"
<http://example.org/onto/individual/ENSMUSG00000074384_CNSOverKidney>	"AI429214"
<http://example.org/onto/individual/ENSMUSG00000028413_CNSOverKidney>	"B4galt1"
<http://example.org/onto/individual/ENSMUSG00000022419_CNSOverKidney>	"Deptor"
<http://example.org/onto/individual/ENSMUSG00000027890_CNSOverKidney>	"Gstm4"
<http://example.org/onto/individual/ENSMUSG00000024901_CNSOverKidney>	"Peli3"
<http://example.org/onto/individual/ENSMUSG00000022533_CNSOverKidney>	"Atp13a3"
<http://example.org/onto/individual/ENSMUSG00000066621_CNSOverKidney>	"Tecpr1"
<http://example.org/onto/individual/ENSMUSG00000026278_CNSOverKidney>	"Bok"
<http://example.org/onto/individual/ENSMUSG00000009633_CNSOverKidney>	"G0s2"
<http://example.org/onto/individual/ENSMUSG00000042439_CNSOverKidney>	"Zfp532"
<http://example.org/onto/individual/ENSMUSG00000064147_CNSOverKidney>	"Rab44"
<http://example.org/onto/individual/ENSMUSG00000096696_CNSOverKidney>	"Zfp960"
<http://example.org/onto/individual/ENSMUSG00000033249_CNSOverKidney>	"Hsf4"
<http://example.org/onto/individual/ENSMUSG00000095440_CNSOverKidney>	"Fignl2"
<http://example.org/onto/individual/ENSMUSG00000009614_CNSOverKidney>	"Sardh"
<http://example.org/onto/individual/ENSMUSG00000020932_CNSOverKidney>	"Gfap"
<http://example.org/onto/individual/ENSMUSG00000027660_CNSOverKidney>	"Skil"
<http://example.org/onto/individual/ENSMUSG00000036800_CNSOverKidney>	"Fam135b"
<http://example.org/onto/individual/ENSMUSG00000035064_CNSOverKidney>	"Eef2k"
<http://example.org/onto/individual/ENSMUSG00000056501_CNSOverKidney>	"Cebpb"
<http://example.org/onto/individual/ENSMUSG00000032238_CNSOverKidney>	"Rora"
<http://example.org/onto/individual/ENSMUSG00000026822_CNSOverKidney>	"Lcn2"
<http://example.org/onto/individual/ENSMUSG00000034800_CNSOverKidney>	"Zfp661"
<http://example.org/onto/individual/ENSMUSG00000027346_CNSOverKidney>	"Gpcpd1"
<http://example.org/onto/individual/ENSMUSG00000034908_CNSOverKidney>	"Sidt2"
<http://example.org/onto/individual/ENSMUSG00000035067_CNSOverKidney>	"Xkr6"
<http://example.org/onto/individual/ENSMUSG00000034173_CNSOverKidney>	"Zbed5"
<http://example.org/onto/individual/ENSMUSG00000026064_CNSOverKidney>	"Ptp4a1"
<http://example.org/onto/individual/ENSMUSG00000027428_CNSOverKidney>	"Rbbp9"
<http://example.org/onto/individual/ENSMUSG00000024430_CNSOverKidney>	"Cabyr"
<http://example.org/onto/individual/ENSMUSG00000040713_CNSOverKidney>	"Creg1"
<http://example.org/onto/individual/ENSMUSG00000038375_CNSOverKidney>	"Trp53inp2"
<http://example.org/onto/individual/ENSMUSG00000074677_CNSOverKidney>	"Sirpb1c"
<http://example.org/onto/individual/ENSMUSG00000036381_CNSOverKidney>	"P2ry14"
<http://example.org/onto/individual/ENSMUSG00000029093_CNSOverKidney>	"Sorcs2"
<http://example.org/onto/individual/ENSMUSG00000032420_CNSOverKidney>	"Nt5e"
<http://example.org/onto/individual/ENSMUSG00000032068_CNSOverKidney>	"Plet1"
<http://example.org/onto/individual/ENSMUSG00000050144_CNSOverKidney>	"Slc25a44"
<http://example.org/onto/individual/ENSMUSG00000001930_CNSOverKidney>	"Vwf"
<http://example.org/onto/individual/ENSMUSG00000024330_CNSOverKidney>	"Col11a2"
<http://example.org/onto/individual/ENSMUSG00000026981_CNSOverKidney>	"Il1rn"
<http://example.org/onto/individual/ENSMUSG00000022346_CNSOverKidney>	"Myc"
<http://example.org/onto/individual/ENSMUSG00000031410_CNSOverKidney>	"Nxf7"
<http://example.org/onto/individual/ENSMUSG00000030187_CNSOverKidney>	"Klra2"
<http://example.org/onto/individual/ENSMUSG00000027111_CNSOverKidney>	"Itga6"
<http://example.org/onto/individual/ENSMUSG00000026492_CNSOverKidney>	"Tfb2m"
<http://example.org/onto/individual/ENSMUSG00000025318_CNSOverKidney>	"Jph3"
<http://example.org/onto/individual/ENSMUSG00000052040_CNSOverKidney>	"Klf13"
<http://example.org/onto/individual/ENSMUSG00000047250_CNSOverKidney>	"Ptgs1"
<http://example.org/onto/individual/ENSMUSG00000020774_CNSOverKidney>	"Aspa"
<http://example.org/onto/individual/ENSMUSG00000020034_CNSOverKidney>	"Tcp11l2"
<http://example.org/onto/individual/ENSMUSG00000007097_CNSOverKidney>	"Atp1a2"
<http://example.org/onto/individual/ENSMUSG00000030737_CNSOverKidney>	"Slco2b1"
<http://example.org/onto/individual/ENSMUSG00000001300_CNSOverKidney>	"Efnb2"
<http://example.org/onto/individual/ENSMUSG00000014905_CNSOverKidney>	"Dnajb9"
<http://example.org/onto/individual/ENSMUSG00000001313_CNSOverKidney>	"Rnd2"
<http://example.org/onto/individual/ENSMUSG00000030208_CNSOverKidney>	"Emp1"
<http://example.org/onto/individual/ENSMUSG00000019558_CNSOverKidney>	"Slc6a8"
<http://example.org/onto/individual/ENSMUSG00000024565_CNSOverKidney>	"Sall3"
<http://example.org/onto/individual/ENSMUSG00000037325_CNSOverKidney>	"Bbs7"
